C2CD2L
IGF2BP2
AKR7A2
MAP3K4
PSMG1
PNKP
STAT1
DUSP3
ORC1
AKAP8L
BLVRA
ST7
ANXA7
PLCB3
PPOX
SLC35A3
MTF2
DNAJB2
CASP7
P4HA2
STAP2
EXT1
PDIA5
CYTH1
TMEM50A
NIT1
ITGAE
TP53BP2
LPAR2
RPP38
EIF5
PCM1
H2BC21
PTK2B
CDC25A
SPDEF
RALGDS
NR2F6
TLCD3A
RFX5
MYBL2
DCUN1D4
LYN
IKBKB
MBTPS1
ARPP19
TICAM1
PTPRF
TCFL5
SESN1
RB1
CD40
FOXO4
ABCF3
ZNF395
GARRE1
RTN2
SLC25A4
SYNE2
FASTKD5
VAV3
DDX10
ILK
PPIC
TUBB6
IL1B
ACOT9
PRKAG2
CDC42
FAS
MAPK13
ZNF318
DNM1L
COL1A1
PEX11A
SPR
GPATCH8
SORBS3
EPRS1
TFDP1
CHN1
DIPK1A
BNIP3L
BAG3
SMAD3
HADH
NFIL3
AKAP8
TIMM17B
RHOA
ALDOA
HOMER2
HEBP1
TBXA2R
MTHFD2
CEMIP2
HES1
HSPA4
BMP4
TRAK2
TM9SF2
CHMP4A
STUB1
UTP14A
MKNK1
SATB1
VAT1
BAD
MAPKAPK5
SLC25A13
LSM5
RALA
PTK2
PECR
LRP10
KLHL9
GTF2E2
GNPDA1
GATA3
NT5DC2
GNAI1
SRC
RPL39L
GHR
PPARG
TCTN1
NPC1
CPNE3
INPP4B
MRPL12
DDIT4
MAT2A
AGL
SLC27A3
INSIG1
NR3C1
HLA-DRA
ZW10
EPN2
FBXL12
LYRM1
ASCC3
MAN2B1
STAT5B
MACF1
MNAT1
PUF60
ELAVL1
CDK1
ITFG1
MAP4K4
ADI1
CLPX
NCAPD2
PIGB
CSK
WDTC1
CEBPZ
PLEKHM1
KTN1
FIS1
ELAC2
CCP110
FBXO7
PRAF2
TES
GTF2A2
PCCB
DDX42
SSBP2
CCL2
ALDH7A1
NFKBIA
CALU
ADGRG1
IKBKE
BLCAP
GFPT1
JUN
USP1
GRN
PIK3C2B
TBC1D31
MUC1
HERC6
SNCA
KIT
FOXJ3
USP14
LBR
ATMIN
PPARD
CSNK2A2
ABHD4
TRAPPC6A
DRAP1
EGF
SNX7
NPDC1
CRELD2
AMDHD2
BRCA1
SLC35B1
UBR7
FYN
CTSD
GADD45A
BLTP2
PAN2
KLHDC2
WASHC5
TXNRD1
MBNL1
RPIA
RRP1B
UBE2C
TPD52L2
H2BC12
ENOPH1
CIAPIN1
ATF6
DCTD
IGFBP3
NFKB2
CEBPA
CD320
TOPBP1
ARFIP2
PIP4K2B
CASP10
IER3
POLD4
B4GAT1
C2CD2
IL13RA1
LOXL1
RPA3
SMARCC1
CASP3
SLC25A14
MYCBP2
COG4
SERPINE1
ZDHHC6
SHC1
STX1A
CHAC1
CREG1
ASAH1
NRAS
PTPRK
MICALL1
CCNB1
MVP
PRSS23
TGFBR2
CDCA4
CEBPD
RNH1
BECN1
ITGB5
NNT
PCK2
KIFBP
BIRC5
DNMT3A
TOR1A
SACM1L
ZNF586
SKP1
GAPDH
ATP6V0B
PRKX
PSMB8
PDGFA
RNMT
ANKRD10
AKT1
CASP2
COG2
CANT1
ADAT1
CRTAP
GET1
OXSR1
RGS2
CDKN1A
TSPAN6
GSTM2
SQSTM1
TJP1
CCDC92
NCK2
TIMM9
EPB41L2
ALAS1
IGF1R
ADH5
UGDH
INPP1
PAFAH1B1
DHRS7
TXLNA
TMED10
TIMELESS
PLK1
PLSCR1
NPRL2
CNPY3
PARP1
NOL3
GDPD5
EBP
MINDY1
TSEN2
EIF4EBP1
SYNGR3
ST3GAL5
SLC2A6
TRIB3
S100A13
ZNF274
OXA1L
SLC1A4
CAB39
KDM5A
POLG2
HYOU1
GFOD1
EFCAB14
RUVBL1
NOTCH1
JADE2
TRIM2
MRPS2
LGALS8
IARS2
THAP11
PHKA1
EDEM1
NFKBIB
ADGRE5
SMARCA4
PRKACA
CCDC86
CRKL
BUB1B
ARHGEF12
DNAJA3
ACD
PSMD10
UBE3B
HMGCS1
MAP7
APPBP2
DAXX
SNX6
ZMYM2
PAICS
TMCO1
RBM6
PIK3CA
MPZL1
GNAI2
CETN3
LAGE3
ACBD3
HPRT1
IKZF1
SCAND1
RAC2
SNAP25
WFS1
NUCB2
ELP1
FAH
DYNLT3
TIMM22
ABCF1
ECD
FBXO11
RNF167
DNAJC15
PROS1
PFKL
PDS5A
RPA1
MPC2
FAM20B
CCNA2
CFLAR
DUSP4
STAT3
MMP2
CDK2
HAT1
FAIM
ADRB2
SPRED2
CD58
DNTTIP2
RRS1
NISCH
CIRBP
HLA-DMA
PTGS2
MAPK1IP1L
CDKN1B
PHKG2
RRP12
FGFR2
TESK1
PRR7
BDH1
CGRRF1
CYCS
SLC35A1
ME2
POLR2I
ITGB1BP1
CHEK1
SPP1
STX4
CTNNAL1
DENND2D
CDK19
RHEB
RASA1
OXCT1
INTS3
PCBD1
PACSIN3
HOXA5
SLC37A4
GNB5
DPH2
MYLK
PSMD2
GRB7
LPGAT1
TRIB1
DLD
SOX4
SNX13
GRWD1
CYB561
CBR1
POLR1C
SKIC8
UBE2A
IQGAP1
NFATC4
RELB
STK10
RAP1GAP
GALE
CISD1
ZNF131
LIG1
CHERP
FKBP14
MBOAT7
SMC1A
CCNH
REEP5
GLOD4
SCP2
FOXO3
ACAT2
SLC11A2
CTNND1
TBX2
MAMLD1
DSG2
HSD17B11
PIK3R4
PLA2G15
HDGFRP3
PPP2R5A
NCK1
PYGL
TRIM13
KAT6A
IPO13
DNAJB6
FHL2
USP6NL
NOSIP
EPHA3
MTA1
SMARCD2
HOOK2
PYCR1
ABCC5
HMG20B
ETFB
KIF5C
MAPKAPK3
G3BP1
AURKB
DNMT1
CCND3
CLIC4
VPS72
TIAM1
STIMATE
SPTAN1
EML3
MCM3
EGFR
CCNF
JMJD6
NGRN
BAMBI
RAI14
PSIP1
EPHB2
PHKB
CHEK2
ANO10
KIF14
NUP62
ATF5
ARID5B
CBLB
NFE2L2
SPAG4
CHMP6
ERO1A
FDFT1
CTSL
CLSTN1
BIRC2
TERT
ENOSF1
S100A4
TATDN2
MTFR1
DUSP22
KEAP1
POLR2K
HACD3
USP22
SPTLC2
FKBP4
DMAC2L
VPS28
GADD45B
PSMD9
LGMN
POLB
NIPSNAP1
DMTF1
ID2
XBP1
MTERF3
MCUR1
BID
PPP2R5E
RAB21
PTPN1
MAPK9
BAX
UBE2J1
PRKCH
ECH1
CD44
ATP2C1
CCND1
HIF1A
NRIP1
TLK2
GFUS
AXIN1
TOP2A
H2AZ2
HSPA1A
SNX11
KDM5B
TM9SF3
YME1L1
RAD51C
NUP85
YRDC
LRRC8E
MRPL3
CARD8
KIF5B
ALDH2
GAK
TSSC4
ADIPOR2
S100A10
AMPD1
TMEM41B
SMARCA2
FOXO1
CRLF3
FKBP11
SEL1L
TNFRSF12A
PPA1
CAMLG
PATJ
TP53TG1
VIP
NMT2
LEMD3
FKBP1A
PIDD1
SEC61A2
SPI1
PPFIBP1
KLF5
FAM200C
ZBTB39
MYNN
ATOX1
SMAD7
KCND1
SIAH1
POMP
GNG7
TMCC2
MAP2K6
NSG1
PCTP
HDAC9
DYM
CDK13
TRAF3
EIF3K
ZBTB25
ZNF134
CKB
RPL22
RUBCN
ID1
GABRG3
MR1
SUN1
CARHSP1
ARL6IP5
YIPF1
RGCC
TET3
PRSS22
MPG
GBP2
YIF1A
FOXJ2
CD27
FAN1
GIN1
ADGRL2
FGD6
MCUB
AASS
MACROH2A2
CIR1
ZNF654
SNX3
TNFSF14
CASP8
PCSK1N
PLOD2
TMEM164
AQP7
TOP2B
SLC39A4
PRR14
AUNIP
MICAL3
SETX
AP4E1
CACFD1
TRAK1
HLF
ARGLU1
LMTK2
PFKFB3
ZNF675
MNT
BATF3
CDH22
B4GALT1
OSGIN1
SUCO
ARMC6
EDEM3
F13A1
SPRR1A
MMP27
PRKAR2B
TPR
ECT2
NDUFA6
NUBPL
DPAGT1
HNRNPR
HYAL4
UTP18
SETDB1
ABCC8
RXRG
TMED3
PPM1H
AURKAIP1
HPSE
RUSC1
SF3B1
GNG5
DDOST
FMR1
GNL3L
GIMAP6
PIEZO2
CHPF
FBXW4P1
TMEM59L
ORC3
PSME3
SAR1B
SLC1A3
MYO5C
PTS
RSPH14
ECHDC3
IFI27
C9orf78
PDGFD
STK17B
MRPS22
TRIP11
MYO6
SNX4
UTP3
MMADHC
ZDHHC24
ITGA8
TGIF1
AAMP
FOXG1
ANGPT2
LGALS3BP
ZDHHC4
DOLK
XPC
NF1
SCN4A
FBP1
ZNF544
NAV3
IRF7
GAL
GNA13
MAML1
FAM149B1
MAP4K1
NSUN5
ITGA1
MACIR
CYTH3
PTENP1
TMBIM6
SNRPD1
TBC1D4
CYP19A1
STIL
BMAL2
COL9A1
NPM1
PPIG
IQCA1
PCCA
SAR1A
SVEP1
GOT2
GLCE
GIMAP4
IRF4
TKT
CSPG5
KLRC3
MPV17
ZNF460
SLC2A1
HOXC11
IFIT2
MYCN
PRKACB
LRRC17
NQO1
MTCH2
INSM1
CPE
DLC1
DYNC2LI1
TAF6
DNAJB12
LYVE1
C12orf43
CETP
NXF3
PRKRIP1
SET
MICU2
RASAL2
WNT4
SVIL
KRT5
BRCC3
MAGOH
FLOT2
CCL20
CLN5
VCAM1
LPCAT3
RPS6KA5
RAD17
PAQR6
QPRT
HECTD4
GRP
WDR43
CALY
TMEM14B
ARF3
CEBPG
IRX4
GPRC5B
TTLL4
API5
SMARCE1
ANKRA2
VPS52
CD2AP
SH3BP1
PLLP
SUPT7L
NIPAL3
YWHAQ
CNTNAP1
LMOD1
ANKS1A
FBXW7
FOXL2
SLC11A1
BAIAP3
LILRA5
BBIP1
PSPH
UQCRC2
LDLRAP1
GET3
METTL4
SPART
GCFC2
CNGA1
UFL1
BRMS1
LTBP2
ELK1
CNOT8
COX6A1
EFHC1
PRLR
MIA2
MGAT4A
LILRA4
NCKAP1L
MAN2A2
PFKFB4
DCAF17
PWAR5
MYO15B
CYP39A1
EXOC3
CST7
USP4
LMO7
NPIPB3
NDUFS2
ZHX2
RIPK1
FMOD
AKR1C1
DRG2
EXOSC7
REEP1
SUGP1
DCUN1D2
PTPN9
E2F1
VPS53
TUBGCP3
METAP1
CD160
KLF4
ZNF428
CSNK1G1
CRIM1
HNRNPD
DNAH7
DOK1
TSFM
EP400
KLC1
KCNH2
LOXL2
SERGEF
PRRG1
DOCK2
HIC1
IL17RC
PRDX4
SEMA4C
GNL2
TRIM23
TTC38
OGFRL1
TRAPPC4
DNAJC2
SLC16A4
TPBG
HLA-DQB2
FN3KRP
CRHR1
DSE
PCNP
ARF4
FOXK2
SOD2
LILRA3
SMAP1
ACTN1
CLEC5A
SMG7
IL1RL1
BCAS2
IP6K1
AVPR1A
BCL11B
TNFRSF11A
CXCL8
DDX3X
HIRIP3
H2AJ
PLXNA2
CAD
HSD17B7
H2AC18
MARS1
CBFB
ADCY6
EDEM2
POLR1D
LMBRD1
SDHA
EIF4A2
NR4A2
TNKS
COPS8
SIT1
BCAN
SCMH1
FZD10
CENPA
PSEN2
PLXNB1
CAV2
ICAM5
CFH
GPR143
GLG1
ETNK1
FLNA
SCG2
GIPC2
OSBPL1A
MAD2L1
ARMC9
KLHL20
HOXA1
KIAA0513
THOP1
PHC3
RAD54B
CKAP5
ENC1
TAF12
CDK3
DACH1
GTF3A
PRDM1
SERINC1
MAP3K8
CCSER2
SECISBP2
RALGPS1
MYL12B
ARHGAP33
CTPS1
GAB2
IQSEC2
THAP4
SLC26A6
HSPB6
TRMT2A
SLTM
ERC1
CAPN7
NPLOC4
PPM1B
P2RX1
ISLR
TRIP12
TOP3B
UNC119B
ZNF24
CDK10
DLG2
CCNI
PCDHB11
CIB2
DNAJC10
POLDIP3
PTPN14
MLXIP
CD4
ALDH6A1
ARID3B
AFTPH
PTTG1IP
CD74
ACSBG1
ELK3
LARGE1
ADAMTS5
PPRC1
UBE2M
PARM1
PLAAT3
ARHGAP45
UBE2N
EHD1
GLT8D2
DIS3
MAST3
FAM163A
RASSF1
NOTCH2NLA
MEG3
EHD2
DNAAF2
ZDHHC11
MINDY3
WDCP
DNASE1
RPL31
CDK2AP2
CSNK1D
PSMC3
NDUFAB1
DDX39A
TOE1
CYTIP
ZDHHC18
PLEKHF1
UTP11
ZNF343
SERPINH1
DCTN6
ARSF
U2AF1
MYO1E
HGF
TCP11L1
RNFT1
RPS27A
MCCC1
YARS1
ALG6
PIGR
MISP
DHTKD1
RFC3
HIPK1
ZBTB1
EIF6
MPST
PAIP1
FNDC3B
FLVCR2
MAP2K1
FOXD2
PID1
ADIPOR1
ST20
HTN3
FRAT2
ARSJ
COQ6
CLPB
MAGOHB
RPS16
SETD5
NPR3
YEATS4
LIMK2
C22orf46P
CXCL12
DUSP5
DEFB1
CIAO2B
ERI3
TAL1
PARL
EIF3H
MTSS1
TTF1
WDR46
CLDN1
PITPNB
PNISR
GNAQ
ACTR6
STAT4
GATAD2A
DUOX2
SEMA4D
ZFP30
PDK2
MICALL2
NOX4
ARMCX2
CARS1
LYPD3
GNAI3
UROD
PALS2
RTN3
MMP16
TRAF5
DMTN
PTPN11
MAP3K11
CASP4
FLCN
PRPF19
PCDH17
GINS1
APPL2
RCC1L
KLK7
HSPA6
PFDN2
DENND1B
CUX2
PGAP6
ASPSCR1
TPSAB1
MT3
PBX2
SF3B4
GPX2
ZNF467
XPO4
MGAT4C
RYK
ADARB1
MARK3
LIMA1
SMUG1
RIPK4
TOR3A
ESRRA
PITPNC1
EPOR
AXL
PSMC1
MRPL46
ATRX
LSM8
SSBP3
IL10RB
GANAB
SLC23A2
KHDRBS1
VPS45
SLC39A1
HMGCL
TLR6
DNAL4
PITX2
YWHAH
COIL
FAM13A
TTC31
FLNC
SULT2B1
TRPS1
TRIM62
SNRPA
GPATCH1
PNMA8A
DNAJC1
RGS19
RTCA
USP18
PXDC1
PLAC8
H2AC8
CORO1B
WDR47
FAAH
TRA2A
RAC3
TRIM27
SLC24A3
PPP1R10
ZC2HC1A
RUNX3
RBM25
IGFBP2
SIPA1
STK3
DNAH6
HPGDS
HOXB7
CHPF2
SLIRP
GTF2H5
SLC6A1
OPCML
ZBP1
CS
DNA2
SEC24B
SIK3
LIN37
INAVA
SOSTDC1
SHCBP1
MAPRE1
POLD2
DTX2
CYBB
CYTH4
HOXB6
ENTREP1
LINC01278
PRRC2A
PPP2R2B
JRKL
TMEM223
NSMAF
PRICKLE3
GABRA4
FMNL1
MGAT3
CALHM2
RGS11
CHST15
SRSF11
IL12RB2
CAPN2
TBX21
WFDC2
ADCY7
GLRX5
SLC24A1
SHANK2
FARSA
ZNF202
WBP2
HOXA3
DIPK2B
FAM184A
RPL12
KLHL22
LAMA4
ICA1
ELL2
NAALAD2
GCLC
NPTX1
RECQL
GGT1
TRMO
WDR41
COPS2
DHRS7B
PSORS1C2
IL10RA
TBC1D16
SKAP1
ZNF227
SELP
RARB
TSPO
ATP8B2
SMAD6
DDX17
KNL1
LHPP
HOMER1
NUDC
UBE2L3
SHROOM2
ZFP64
CD72
CAVIN1
ANG
DCAF1
DCAF16
SSNA1
MAT2B
CCL19
EPB41L4B
SLC6A6
AAAS
HNRNPH3
TIMM10
B3GNT3
STEAP1
CEBPB
P2RY14
ARFGEF2
ZNF552
KDM2A
CACNG4
NRXN3
FANCL
CAPRIN2
RPL23AP7
TMEM43
NAT1
IL13RA2
PDE1C
NR2E1
UNC45A
ARMCX5
NBR1
PTTG1
GCLM
APBB3
PCDH8
ARAP1
PHYHIP
GARS1
HMGN2
ZNF217
BORA
RPL11
PLPPR2
PHACTR2
NEDD9
CMKLR1
YIPF4
SLC7A10
STRN4
KDM5C
DNAJC8
TIMM17A
DUT
RBM41
CBS
KLHL3
GALT
PDCD6IP
NOTCH2
KLK11
PXDN
PRSS21
SLC9A7
RND1
PLA2R1
PARP4
CD69
RAB1A
ACP5
COBLL1
GTF2E1
BHLHE41
ITM2C
ITPR1
PTDSS1
MCM7
FAM216A
CELSR2
SCAF11
FBRS
RHOB
PPFIA3
RPS12
POPDC3
EIF2AK1
EXOG
GSTA4
GMPPA
MAPKAPK5-AS1
LUC7L3
RPS23
SS18L1
GPR65
ADNP2
CHD9
ANAPC5
PPCS
PHLPP2
DUSP10
POU2AF1
TOMM22
TERF2
PRPF38B
ARHGAP44
CHAD
POU3F1
GOLGA8H
METTL3
TRIM21
CLN6
KRT6A
SSH3
COX8A
PBRM1
RAB28
MYOZ3
UFD1
GOLGA5
CXXC1
SERTAD2
IGF2BP3
ACSL3
RIPK2
GDF11
RNPEPL1
RPL10A
NECTIN2
HMG20A
ABAT
TWF1
SERPINB4
RRP1
TBC1D8
TBX1
GABRE
GPR157
MAPK14
NLRP1
TMBIM4
TYK2
CACNA2D1
MMP15
TRIM14
SH3D21
NEAT1
LINC01260
H1-10
DDX1
RNF44
TEFM
NIPBL
GAMT
PSEN1
INHBA
APOBR
TRMT1
SS18
LAG3
ECHDC2
TFEB
GOLGA3
NNAT
RTF1
HDDC2
NDUFS8
GPR137
RHOQ
CPT1A
NECTIN1
NHLH2
CDK5R2
EMP1
SPRING1
ARRB2
RAMP2
SPTBN4
P2RX7
ZNF532
RELN
KCNN2
CDC42EP4
LPAR3
MAN2C1
USP48
CHD1L
ART3
PKP2
IGSF6
SBNO1
YPEL1
ZNF350
ELMO1
DAZAP1
PROM1
SHFL
AGTR1
BUB1
MAPK7
EIF3D
KCTD13
SLC44A4
EBAG9
PALM
TUBB4B
FLII
SMARCD3
MAF
YWHAB
TP63
OXTR
ELAVL4
HPCAL1
MAP1B
ORC2
TMPRSS2
TNFSF13
BST2
PSME3IP1
SFXN1
MCPH1
AHR
HMGA1
ABCD3
PHLDA2
TMEM254
TJP2
CD81
LTB
PTX3
AGER
MCRS1
PNPLA6
RNF19B
FASTKD3
ENSA
PSMA7
KITLG
PDGFC
MAZ
CHST8
ZNF821
HMGB3
CD47
MST1
UBR4
UBR2
UBXN4
STAM
ANKMY1
PKI55
KRAS
NR0B2
ENPP1
APOL3
FBXO42
ANKRD36
DEPDC5
IMMT
IL33
EPHB1
BEAN1
HLCS
NCOR2
TFE3
CDT1
RPL37A
SIVA1
BCAT1
SFPQ
EFHD1
NPTXR
PPFIBP2
GDAP2
ZNF419
AOPEP
BCL2L11
TMX2
MAD1L1
NLE1
ZXDC
AP1S2
ALG8
ARC
TMT1A
IDUA
LNPEP
PARD3
MED12
PIGG
IPW
TLR1
NME4
GNG12
GLO1
BOLA1
ZNF354A
DIO1
ARHGEF40
UBE2D4
ADAMTS6
SLC46A3
AOX1
MPPE1
KMT5B
TTPAL
SLC44A1
MYO1F
VEGFB
ADAP1
ANKRD2
SLCO2B1
RWDD2B
CCL21
NOL8
NSA2
ERCC3
CCDC6
KIAA0040
ATP5F1C
ATAD5
OLFM1
CD46
CASKIN2
MED24
CAMKMT
ELOC
EVC
IST1
FIG4
PPP1R2
DGCR5
SRPRA
FBXO5
RSL1D1
CDS1
C10orf95
DNAJC9
ZDHHC3
SEMA3B
PDCD11
MORC3
C5orf15
TRPC1
TAGLN2
NQO2
FZD3
ZNF224
YTHDF3
NUP98
CUEDC1
NHP2
TP53AIP1
DYNC1LI1
CTDSP2
SPTB
DGKD
CBX8
PPP2R1A
GLYAT
ZNF124
CD1A
CREM
TMEM135
GSN
QTRT1
UBE2H
ERCC6L
DNAJC22
CP
MID1IP1
GYS2
EML4
ACE2
EFEMP1
CCND2
EFNB3
RPL27
DDO
RPL32
ATG4B
AIF1
GMDS
TAX1BP3
CLCN3
SLC22A17
USP34
GLB1L2
TFEC
KIF18A
CCR4
ARHGAP35
CXCR3
RPL14
IRAK4
ZNF518A
GPX3
POLE3
FAM193A
FST
ABHD5
NCOA2
ELOVL1
FGD1
RUVBL2
NGLY1
COPB1
NAP1L3
PANK2
WDR25
MYL6B
PRDX3
EPPK1
TNFSF12
ZNF331
HMGB1
TBKBP1
TTC23
MINAR1
SNRPD3
WEE1
CD52
RAD51
ZKSCAN1
ZHX3
TNN
APH1B
MAB21L1
HIVEP1
PDSS1
CA2
TMEM231
S1PR5
TSPYL1
SLC2A9
STK39
USP21
TGFA
PENK
CYP7B1
GBE1
SERPINB2
ZNF302
XYLT1
PDIA4
EPS8L2
EIF4G2
ZC2HC1C
TUBGCP4
NXPH4
PPP3CC
U2AF2
MOCOS
KCMF1
OR12D2
DKK1
HYAL3
SERBP1
SOX21
KLHL36
ANKRD6
ETV6
ZNF93
SLC2A10
FEZ1
LIG4
SP100
TUBA4A
PPP5C
EMC9
SMS
JAG1
IK
TUSC3
FHOD3
MED28
EFR3A
SARDH
CACNB2
CORO2A
IDH1
HDGF
NOVA2
AUH
TREM1
MRE11
MRPL9
ADORA2B
PRPH2
IL20RA
TENM3
QSOX1
HS3ST3A1
HERC5
TMEM38B
TAB2
MLANA
VPS51
SEC61A1
PTAFR
TTBK2
CAMK2A
ARPC2
MAP1S
AFDN
ITPK1
WASF2
CILK1
EIF4G3
AGPAT1
AKAP3
MRPL33
PCDHGA3
NASP
ACADL
ALDH3B2
TRIT1
THBS2
WIPF1
FAF1
GPM6A
RBBP5
IFT70A
CHMP5
ZNF768
ERMP1
ITGB7
ST8SIA3
AMPH
SSPN
BMPR1A
LILRB3
GABARAPL2
PHYH
IQCG
RGS20
INTS6
HNRNPH1
NXPH3
GLRX2
TMEM70
CDH20
HR
CLASRP
DZIP1
FLRT2
SLC6A2
THEMIS2
ZNF292
AAMDC
PTCD1
FUS
DENND6B
SAP130
CSNK2B
RANBP6
GLB1
RP2
NPAS3
SLC6A11
STK16
SPRY1
ATP6AP2
MFF
MPP2
CHST1
TMEM158
MRPS15
LMBR1L
KAZN
CBX6
UBL5
CCL23
NARF
UQCC1
MOB1A
VWA8
AQP5
PLIN3
VPS37C
GTF3C2
IMPDH2
MFAP2
H2BC9
RNF5
SORBS1
CDKL3
KCNMB3
PLPPR4
AGAP1
CNIH3
RALGAPA1
GLT8D1
RNF126
ENDOD1
NCSTN
CCR2
HLA-DOA
CTC1
ADGRG2
TNIK
USP3
DSG1
RPS15A
FEM1B
IRX5
ZC3HAV1
AHCTF1
ARL4A
FCGR3B
XAB2
NR3C2
TMEM104
LHCGR
BCKDHB
CCDC106
SERPINE2
ZNF34
RHOBTB3
BDNF
AP2B1
ZFHX3
SAP18
NDUFA1
SETD1A
FHIP2B
XYLT2
RORC
OLA1
SELENBP1
OS9
MED13L
CYB5R4
ZNF226
CRYBG2
RAB11B
ARHGEF15
ANKRD11
IKZF3
RPL26
RORA
IL23A
RABIF
ABCC4
DIAPH1
RIN1
PSMC4
NKAIN1
CAPN3
SYNPO
ASCC1
CAPZB
DPF3
RFX7
AIP
FAM162A
ZNF574
KRIT1
CTSZ
RAB5A
SLC39A14
B3GNT4
GMFB
SEC11A
RBL2
TESC
ZDHHC7
C11orf68
MRPL22
KCTD7
STAT5A
LATS1
LGALSL
UBR5
OGA
VCL
FRAT1
PIGF
SEC31B
OSGIN2
ARHGAP32
RSAD1
PLA2G5
ZNF671
ME1
SFRP5
OSBPL2
CXCL5
ZZZ3
LDAF1
RNF146
KCNS3
RAI2
TMPRSS4
POLRMT
PPP4R2
