YRDC
MACIR
CYTH3
PTENP1
TMBIM6
SNRPD1
TBC1D4
CYP19A1
STIL
BMAL2
COL9A1
NPM1
PPIG
IQCA1
PCCA
SAR1A
SVEP1
GOT2
GLCE
GIMAP4
IRF4
TKT
CSPG5
KLRC3
MPV17
ZNF460
SLC2A1
HOXC11
IFIT2
MYCN
PRKACB
LRRC17
NQO1
MTCH2
INSM1
CPE
DLC1
DYNC2LI1
TAF6
DNAJB12
LYVE1
C12orf43
CETP
NXF3
PRKRIP1
SET
MICU2
RASAL2
WNT4
SVIL
KRT5
BRCC3
MAGOH
FLOT2
CCL20
CLN5
VCAM1
LPCAT3
RPS6KA5
RAD17
PAQR6
QPRT
HECTD4
GRP
WDR43
CALY
TMEM14B
ARF3
CEBPG
IRX4
GPRC5B
TTLL4
API5
SMARCE1
ANKRA2
VPS52
CD2AP
SH3BP1
PLLP
SUPT7L
NIPAL3
YWHAQ
CNTNAP1
LMOD1
ANKS1A
FBXW7
FOXL2
SLC11A1
BAIAP3
LILRA5
BBIP1
PSPH
UQCRC2
LDLRAP1
GET3
METTL4
SPART
GCFC2
CNGA1
UFL1
BRMS1
LTBP2
ELK1
CNOT8
COX6A1
EFHC1
PRLR
MIA2
MGAT4A
LILRA4
NCKAP1L
MAN2A2
PFKFB4
DCAF17
PWAR5
MYO15B
CYP39A1
EXOC3
CST7
USP4
LMO7
NPIPB3
NDUFS2
ZHX2
RIPK1
FMOD
AKR1C1
DRG2
EXOSC7
REEP1
SUGP1
DCUN1D2
PTPN9
E2F1
VPS53
TUBGCP3
METAP1
CD160
KLF4
ZNF428
CSNK1G1
CRIM1
HNRNPD
DNAH7
DOK1
TSFM
EP400
KLC1
KCNH2
LOXL2
SERGEF
PRRG1
DOCK2
HIC1
IL17RC
PRDX4
SEMA4C
GNL2
TRIM23
TTC38
OGFRL1
TRAPPC4
DNAJC2
SLC16A4
TPBG
HLA-DQB2
FN3KRP
CRHR1
DSE
PCNP
ARF4
FOXK2
SOD2
LILRA3
SMAP1
ACTN1
CLEC5A
SMG7
IL1RL1
BCAS2
IP6K1
AVPR1A
BCL11B
TNFRSF11A
CXCL8
DDX3X
HIRIP3
H2AJ
PLXNA2
CAD
HSD17B7
H2AC18
MARS1
CBFB
ADCY6
EDEM2
POLR1D
LMBRD1
SDHA
EIF4A2
NR4A2
TNKS
COPS8
SIT1
BCAN
SCMH1
FZD10
CENPA
PSEN2
PLXNB1
CAV2
ICAM5
CFH
GPR143
GLG1
ETNK1
FLNA
SCG2
GIPC2
OSBPL1A
MAD2L1
ARMC9
KLHL20
HOXA1
KIAA0513
THOP1
PHC3
RAD54B
CKAP5
ENC1
TAF12
CDK3
DACH1
GTF3A
PRDM1
SERINC1
MAP3K8
CCSER2
SECISBP2
RALGPS1
MYL12B
ARHGAP33
CTPS1
GAB2
IQSEC2
THAP4
SLC26A6
HSPB6
TRMT2A
SLTM
ERC1
CAPN7
NPLOC4
PPM1B
P2RX1
ISLR
TRIP12
TOP3B
UNC119B
ZNF24
CDK10
DLG2
CCNI
PCDHB11
CIB2
DNAJC10
POLDIP3
PTPN14
MLXIP
CD4
ALDH6A1
ARID3B
AFTPH
PTTG1IP
CD74
ACSBG1
ELK3
LARGE1
ADAMTS5
PPRC1
UBE2M
PARM1
PLAAT3
ARHGAP45
UBE2N
EHD1
GLT8D2
DIS3
MAST3
FAM163A
RASSF1
NOTCH2NLA
MEG3
EHD2
DNAAF2
ZDHHC11
MINDY3
WDCP
DNASE1
RPL31
CDK2AP2
CSNK1D
PSMC3
NDUFAB1
DDX39A
TOE1
CYTIP
ZDHHC18
PLEKHF1
UTP11
ZNF343
SERPINH1
DCTN6
ARSF
U2AF1
MYO1E
HGF
TCP11L1
RNFT1
RPS27A
MCCC1
YARS1
ALG6
PIGR
MISP
DHTKD1
RFC3
HIPK1
ZBTB1
EIF6
MPST
PAIP1
FNDC3B
FLVCR2
MAP2K1
FOXD2
PID1
ADIPOR1
ST20
HTN3
FRAT2
ARSJ
COQ6
CLPB
MAGOHB
RPS16
SETD5
NPR3
YEATS4
LIMK2
C22orf46P
CXCL12
DUSP5
DEFB1
CIAO2B
ERI3
TAL1
PARL
EIF3H
MTSS1
TTF1
WDR46
CLDN1
PITPNB
PNISR
GNAQ
ACTR6
STAT4
GATAD2A
DUOX2
SEMA4D
ZFP30
PDK2
MICALL2
NOX4
ARMCX2
CARS1
LYPD3
GNAI3
UROD
PALS2
RTN3
MMP16
TRAF5
DMTN
PTPN11
MAP3K11
CASP4
FLCN
PRPF19
PCDH17
GINS1
APPL2
RCC1L
KLK7
HSPA6
PFDN2
DENND1B
CUX2
PGAP6
ASPSCR1
TPSAB1
MT3
PBX2
SF3B4
GPX2
ZNF467
XPO4
MGAT4C
RYK
ADARB1
MARK3
LIMA1
SMUG1
RIPK4
TOR3A
ESRRA
PITPNC1
EPOR
AXL
PSMC1
MRPL46
ATRX
LSM8
SSBP3
IL10RB
GANAB
SLC23A2
KHDRBS1
VPS45
SLC39A1
HMGCL
TLR6
DNAL4
PITX2
YWHAH
COIL
FAM13A
TTC31
FLNC
SULT2B1
TRPS1
TRIM62
SNRPA
GPATCH1
PNMA8A
DNAJC1
RGS19
RTCA
USP18
PXDC1
PLAC8
H2AC8
CORO1B
WDR47
FAAH
TRA2A
RAC3
TRIM27
SLC24A3
PPP1R10
ZC2HC1A
RUNX3
RBM25
IGFBP2
SIPA1
STK3
DNAH6
HPGDS
HOXB7
CHPF2
SLIRP
GTF2H5
SLC6A1
OPCML
ZBP1
CS
DNA2
SEC24B
SIK3
LIN37
INAVA
SOSTDC1
SHCBP1
MAPRE1
POLD2
DTX2
CYBB
CYTH4
HOXB6
ENTREP1
LINC01278
PRRC2A
PPP2R2B
JRKL
TMEM223
NSMAF
PRICKLE3
GABRA4
FMNL1
MGAT3
CALHM2
RGS11
CHST15
SRSF11
IL12RB2
CAPN2
TBX21
WFDC2
ADCY7
GLRX5
SLC24A1
SHANK2
FARSA
ZNF202
WBP2
HOXA3
DIPK2B
FAM184A
RPL12
KLHL22
LAMA4
ICA1
ELL2
NAALAD2
GCLC
NPTX1
RECQL
GGT1
TRMO
WDR41
COPS2
DHRS7B
PSORS1C2
IL10RA
TBC1D16
SKAP1
ZNF227
SELP
RARB
TSPO
ATP8B2
SMAD6
DDX17
KNL1
LHPP
HOMER1
NUDC
UBE2L3
SHROOM2
ZFP64
CD72
CAVIN1
ANG
DCAF1
DCAF16
SSNA1
MAT2B
CCL19
EPB41L4B
SLC6A6
AAAS
HNRNPH3
TIMM10
B3GNT3
STEAP1
CEBPB
P2RY14
ARFGEF2
ZNF552
KDM2A
CACNG4
NRXN3
FANCL
CAPRIN2
RPL23AP7
TMEM43
NAT1
IL13RA2
PDE1C
NR2E1
UNC45A
ARMCX5
NBR1
PTTG1
GCLM
APBB3
PCDH8
ARAP1
PHYHIP
GARS1
HMGN2
ZNF217
BORA
RPL11
PLPPR2
PHACTR2
NEDD9
CMKLR1
YIPF4
SLC7A10
STRN4
KDM5C
DNAJC8
TIMM17A
DUT
RBM41
CBS
KLHL3
GALT
PDCD6IP
NOTCH2
KLK11
PXDN
PRSS21
SLC9A7
RND1
PLA2R1
PARP4
CD69
RAB1A
ACP5
COBLL1
GTF2E1
BHLHE41
ITM2C
ITPR1
PTDSS1
MCM7
FAM216A
CELSR2
SCAF11
FBRS
RHOB
PPFIA3
RPS12
POPDC3
EIF2AK1
EXOG
GSTA4
GMPPA
MAPKAPK5-AS1
LUC7L3
RPS23
SS18L1
GPR65
ADNP2
CHD9
ANAPC5
PPCS
PHLPP2
DUSP10
POU2AF1
TOMM22
TERF2
PRPF38B
ARHGAP44
CHAD
POU3F1
GOLGA8H
METTL3
TRIM21
CLN6
KRT6A
SSH3
COX8A
PBRM1
RAB28
MYOZ3
UFD1
GOLGA5
CXXC1
SERTAD2
IGF2BP3
ACSL3
RIPK2
GDF11
RNPEPL1
RPL10A
NECTIN2
HMG20A
ABAT
TWF1
SERPINB4
RRP1
TBC1D8
TBX1
GABRE
GPR157
MAPK14
NLRP1
TMBIM4
TYK2
CACNA2D1
MMP15
TRIM14
SH3D21
NEAT1
LINC01260
H1-10
DDX1
RNF44
TEFM
NIPBL
GAMT
PSEN1
INHBA
APOBR
TRMT1
SS18
LAG3
ECHDC2
TFEB
GOLGA3
NNAT
RTF1
HDDC2
NDUFS8
GPR137
RHOQ
CPT1A
NECTIN1
NHLH2
CDK5R2
EMP1
SPRING1
ARRB2
RAMP2
SPTBN4
P2RX7
ZNF532
RELN
KCNN2
CDC42EP4
LPAR3
MAN2C1
USP48
CHD1L
ART3
PKP2
IGSF6
SBNO1
YPEL1
ZNF350
ELMO1
DAZAP1
PROM1
SHFL
AGTR1
BUB1
MAPK7
EIF3D
KCTD13
SLC44A4
EBAG9
PALM
TUBB4B
FLII
SMARCD3
MAF
YWHAB
TP63
OXTR
ELAVL4
HPCAL1
MAP1B
ORC2
TMPRSS2
TNFSF13
BST2
PSME3IP1
SFXN1
MCPH1
AHR
HMGA1
ABCD3
PHLDA2
TMEM254
TJP2
CD81
LTB
PTX3
AGER
MCRS1
PNPLA6
RNF19B
FASTKD3
ENSA
PSMA7
KITLG
PDGFC
MAZ
CHST8
ZNF821
HMGB3
CD47
MST1
UBR4
UBR2
UBXN4
STAM
ANKMY1
PKI55
KRAS
NR0B2
ENPP1
APOL3
FBXO42
ANKRD36
DEPDC5
IMMT
IL33
EPHB1
BEAN1
HLCS
NCOR2
TFE3
CDT1
RPL37A
SIVA1
BCAT1
SFPQ
EFHD1
NPTXR
PPFIBP2
GDAP2
ZNF419
AOPEP
BCL2L11
TMX2
MAD1L1
NLE1
ZXDC
AP1S2
ALG8
ARC
TMT1A
IDUA
LNPEP
PARD3
MED12
PIGG
IPW
TLR1
NME4
GNG12
GLO1
BOLA1
ZNF354A
DIO1
ARHGEF40
UBE2D4
ADAMTS6
SLC46A3
AOX1
MPPE1
KMT5B
TTPAL
SLC44A1
MYO1F
VEGFB
ADAP1
ANKRD2
SLCO2B1
RWDD2B
CCL21
NOL8
NSA2
ERCC3
CCDC6
KIAA0040
ATP5F1C
ATAD5
OLFM1
CD46
CASKIN2
MED24
CAMKMT
ELOC
EVC
IST1
FIG4
PPP1R2
DGCR5
SRPRA
FBXO5
RSL1D1
CDS1
C10orf95
DNAJC9
ZDHHC3
SEMA3B
PDCD11
MORC3
C5orf15
TRPC1
TAGLN2
NQO2
FZD3
ZNF224
YTHDF3
NUP98
CUEDC1
NHP2
TP53AIP1
DYNC1LI1
CTDSP2
SPTB
DGKD
CBX8
PPP2R1A
GLYAT
ZNF124
CD1A
CREM
TMEM135
GSN
QTRT1
UBE2H
ERCC6L
DNAJC22
CP
MID1IP1
GYS2
EML4
ACE2
EFEMP1
CCND2
EFNB3
RPL27
DDO
RPL32
ATG4B
AIF1
GMDS
TAX1BP3
CLCN3
SLC22A17
USP34
GLB1L2
TFEC
KIF18A
CCR4
ARHGAP35
CXCR3
RPL14
IRAK4
ZNF518A
GPX3
POLE3
FAM193A
FST
ABHD5
NCOA2
ELOVL1
FGD1
RUVBL2
NGLY1
COPB1
NAP1L3
PANK2
WDR25
MYL6B
PRDX3
EPPK1
TNFSF12
ZNF331
HMGB1
TBKBP1
TTC23
MINAR1
SNRPD3
WEE1
CD52
RAD51
ZKSCAN1
ZHX3
TNN
APH1B
MAB21L1
HIVEP1
PDSS1
CA2
TMEM231
S1PR5
TSPYL1
SLC2A9
STK39
USP21
TGFA
PENK
CYP7B1
GBE1
SERPINB2
ZNF302
XYLT1
PDIA4
EPS8L2
EIF4G2
ZC2HC1C
TUBGCP4
NXPH4
PPP3CC
U2AF2
MOCOS
KCMF1
OR12D2
DKK1
HYAL3
SERBP1
SOX21
KLHL36
ANKRD6
ETV6
ZNF93
SLC2A10
FEZ1
LIG4
SP100
TUBA4A
PPP5C
EMC9
SMS
JAG1
IK
TUSC3
FHOD3
MED28
EFR3A
SARDH
CACNB2
CORO2A
IDH1
HDGF
NOVA2
AUH
TREM1
MRE11
MRPL9
ADORA2B
PRPH2
IL20RA
TENM3
QSOX1
HS3ST3A1
HERC5
TMEM38B
TAB2
MLANA
VPS51
SEC61A1
PTAFR
TTBK2
CAMK2A
ARPC2
MAP1S
AFDN
ITPK1
WASF2
CILK1
EIF4G3
AGPAT1
AKAP3
MRPL33
PCDHGA3
NASP
ACADL
ALDH3B2
TRIT1
THBS2
WIPF1
FAF1
GPM6A
RBBP5
IFT70A
CHMP5
ZNF768
ERMP1
ITGB7
ST8SIA3
AMPH
SSPN
BMPR1A
LILRB3
GABARAPL2
PHYH
IQCG
RGS20
INTS6
HNRNPH1
NXPH3
GLRX2
TMEM70
CDH20
HR
CLASRP
DZIP1
FLRT2
SLC6A2
THEMIS2
ZNF292
AAMDC
PTCD1
FUS
DENND6B
SAP130
CSNK2B
RANBP6
GLB1
RP2
NPAS3
SLC6A11
STK16
SPRY1
ATP6AP2
MFF
MPP2
CHST1
TMEM158
MRPS15
LMBR1L
KAZN
CBX6
UBL5
CCL23
NARF
UQCC1
MOB1A
VWA8
AQP5
PLIN3
VPS37C
GTF3C2
IMPDH2
MFAP2
H2BC9
RNF5
SORBS1
CDKL3
KCNMB3
PLPPR4
AGAP1
CNIH3
RALGAPA1
GLT8D1
RNF126
ENDOD1
NCSTN
CCR2
HLA-DOA
CTC1
ADGRG2
TNIK
USP3
DSG1
RPS15A
FEM1B
IRX5
ZC3HAV1
AHCTF1
ARL4A
FCGR3B
XAB2
NR3C2
TMEM104
LHCGR
BCKDHB
CCDC106
SERPINE2
ZNF34
RHOBTB3
BDNF
AP2B1
ZFHX3
SAP18
NDUFA1
SETD1A
FHIP2B
XYLT2
RORC
OLA1
SELENBP1
OS9
MED13L
CYB5R4
ZNF226
CRYBG2
RAB11B
ARHGEF15
ANKRD11
IKZF3
RPL26
RORA
IL23A
RABIF
ABCC4
DIAPH1
RIN1
PSMC4
NKAIN1
CAPN3
SYNPO
ASCC1
CAPZB
DPF3
RFX7
AIP
FAM162A
ZNF574
KRIT1
CTSZ
RAB5A
SLC39A14
B3GNT4
GMFB
SEC11A
RBL2
TESC
ZDHHC7
C11orf68
MRPL22
KCTD7
STAT5A
LATS1
LGALSL
UBR5
OGA
VCL
FRAT1
PIGF
SEC31B
OSGIN2
ARHGAP32
RSAD1
PLA2G5
ZNF671
ME1
SFRP5
OSBPL2
CXCL5
ZZZ3
LDAF1
RNF146
KCNS3
RAI2
TMPRSS4
POLRMT
PPP4R2
CD247
SAMHD1
CSTPP1
COX5B
GYG2
MTMR2
THG1L
PMF1
YY1
VASP
CHAF1B
LEPROTL1
RAB11A
PTEN
TGFBRAP1
RBM22
RANBP10
POLR3E
NPHP4
PAM
ALKBH1
SF1
PFDN1
BCR
NME6
ESRRG
IMP3
UEVLD
GPN3
ZNF271P
SLC39A8
SLC38A1
SEPTIN4
ETAA1
RASSF7
CWF19L1
GRIN1
CBX3
TGDS
CCT4
GLRB
PCK1
LDB2
TEX264
ADM
B4GALT2
MINPP1
SCAMP2
RAB40C
SLC7A11
NADSYN1
PPA2
ELOVL2
MPPED1
OAS3
ZNF37BP
COX7A2L
SCAMP3
GATB
RNF2
OPTN
DZANK1
MTMR12
ZNF415
SIN3B
SCGN
PISD
CCDC47
FANCE
CD53
PRR5L
RRAD
REXO2
CRADD
CRB1
CD180
SPCS1
RPL18
FANCI
WNK1
IFT52
SPG11
ENO2
CLIC1
RPL3
SEM1
BBX
SST
MICB
TBC1D17
LRRC32
PTPRU
NEU3
ZNF250
NR1H3
TSC22D1
BBC3
KL
PGP
GYG1
CTBP1
IFNGR1
PANK4
DNAAF5
GINS2
PHF3
RPL41
GRM1
CAMK4
CLCA2
SBNO2
NDST3
AHDC1
UBE2Q1
GM2A
RPS29
SGSM3
SHLD2
PCP4
ADGRB3
SLC25A23
SERINC5
HAUS3
MEAF6
SOS1
ASTN1
DYRK1B
FHL1
LTN1
GSK3B
SPHK1
GTF2B
CLIP2
ATRNL1
FIBP
CADM4
SEC23B
SYNE1
INA
NTAN1
ZC3H7B
FAAP100
DNAH17
GLB1L
SKA1
RIPOR2
C21orf91
SLC27A6
GMPS
ATP6V0E2
SLC16A6
SNAPC1
RBM12B
NRL
PLEKHO2
ADGRF5
MICU1
ZYX
UBN1
XRCC5
HLA-DQB1
CENPB
DAGLA
POLM
PPIEL
SLC25A22
GTF3C4
TFB2M
GOLPH3
PDE2A
ABR
COX10
POLR2G
VEGFC
KERA
CACNA1C
PIAS1
PARP6
LMCD1
HIF3A
TPM4
SLC9A6
GAB1
PROSER1
RPL36AL
ITM2B
FRMD4A
DHRS12
AZGP1
KRCC1
WAS
TNFRSF17
XPNPEP2
EXOC1
ECM1
LAMP3
USP24
SLC25A36
IVL
SEZ6L2
HSD17B8
PPP1R3C
SLC4A1AP
DCTN4
CHST2
PPM1F
CELF2
ITGA5
XPNPEP3
GTF2H1
RFTN1
NFRKB
TRIM3
TRADD
CDH19
MAD2L1BP
GPRC5C
ANXA2
ADCY2
PKD1
CAMK1G
CEP55
ZFYVE26
MANBA
TTC19
MEX3D
KLHL23
FNBP1
VAMP4
PHLDA3
NAA35
HSPG2
AP3M2
TSKS
TUFM
POMGNT1
HPR
UTRN
C1orf50
ADAMTS9
ABTB2
HIP1R
SCO2
WAC
TSPAN7
PARK7
LRRC23
ANXA11
DHX32
MMP3
ACTR3B
PLTP
TRABD
CARS2
SLC1A1
GORASP2
RBM10
AKAP9
CDK20
ACSL5
GREM1
PPP4R3A
ME3
NBPF10
PFDN4
VPS8
FEZF2
CRYBG3
HBP1
WDR13
APOM
ENPP2
PNO1
SLIT2
SZT2
MCTS1
ZNF334
DNAJC12
WSCD1
MDK
TMEM222
SLC1A6
ADAMTSL2
KIF1C
SLC4A8
HABP4
HPSE2
IFNGR2
CYLD
DXO
CDH1
CDK16
UBE2G1
VIM
NAT9
RRM2
AZI2
SAMD14
ATF4
RFK
TFAM
GFAP
KDELR3
COLEC12
ABRAXAS2
TACO1
PDE4B
ATP2B1
LRRC36
MRPS35
NR6A1
TMEM176B
RPP14
ZBTB10
ATP5PF
MMP9
KATNIP
EIF3J
VIPAS39
KLF9
GSTP1
NAA15
TRIO
N4BP3
CLASP1
ATXN1
RALBP1
DIDO1
CDH13
HIGD1A
SEC13
GSAP
TSC1
ZBBX
PMP2
SAYSD1
LHFPL6
ARHGDIB
GFRA2
PLA1A
TBX5
MFGE8
CUL2
OGT
ACTR1B
TWIST1
CTSW
PDLIM2
IFIT5
GFOD2
LTF
EBLN2
GBX2
PLAAT4
ALDH1A2
PRKCI
SLC25A32
ARID1A
GLIPR1
PLSCR4
ALG3
HECTD3
CAPN5
CNPPD1
AK5
SNRPB2
FLNB
NR2C2
ZBTB48
PTPRG
ADGRL4
EMC1
PTPRN2
PFDN5
CSPG4
SRPK1
BICRAL
MEN1
MBNL3
WDR70
RPS27L
TUBGCP5
VPS33A
TNFRSF10C
GTF3C3
PFKM
TMEM184B
RNGTT
PADI2
GPR87
LSG1
PDE6B
CRMP1
SORT1
TMCO6
DDRGK1
CSPP1
NUAK1
CD68
ANO1
DNAI2
RIC8A
C8orf33
KIF5A
ZNF232
RAPGEF5
STEEP1
OTUB2
PSMB1
CEP15
RAPGEF3
ERF
RMND5B
MAN1A2
ZNF76
PPIP5K1
TBC1D2B
PLOD1
IER5
RAB4B
APBA2
GRAMD4
ROBO1
FAF2
KMT2A
FBXL2
PIAS2
PPP6C
MTX2
AATF
ASIC2
KDM7A
NMD3
EFNA4
ADPGK
ARHGAP5
KLF8
MSRB2
CDO1
RNF40
ARHGEF9
SIAH2
MOG
SHISAL1
HLA-B
TBC1D13
HSF4
EPHB6
DTX4
N4BP1
LACTB2
ARF5
DDX19A
WIF1
NDUFA3
FBXW2
TAF1D
PEX5
FTL
CHN2
DNM2
DPEP1
NEDD4
CCL8
NAA16
RETSAT
GALNT11
ADAM28
PPP3CB
ASMTL
SKP2
TOPORS
PGRMC2
SETD2
CLIP1
MLST8
LONRF3
ADRM1
NAXD
RIC3
PIGP
BNC1
MPC1
WSB2
SLC26A10P
SURF1
ECHS1
SLC25A37
SEZ6L
PGAP1
GMCL1
AGAP2
RING1
BMAL1
CALML3
ARHGEF7
HNRNPA2B1
SLC12A8
CSGALNACT2
RHOBTB2
GSTO1
PDXDC1
ITPR2
KMT2B
SLC19A2
CORO1C
PEX16
MGMT
PRRC2C
GABRG2
MYL5
BRPF1
CHD4
CCN1
CDON
SPCS3
CSF1R
SQLE
NOC4L
PDCD4
FABP6
MYL4
MATCAP2
ATP1A2
TMEM176A
SIRT4
PLEKHA8P1
SOX10
IDS
RASSF2
KLKB1
SIX1
COA3
NINJ1
RGS1
SLC10A3
ARHGAP25
AR
RPL35A
FJX1
SEMA6D
RABGGTA
FGFR3
SLC15A1
NCOA6
GRIK1
WWTR1
NRXN2
KCND2
ZKSCAN3
MYOZ1
SNTA1
AKT3
ENO1
ROR2
FBXO34
RHBG
DEGS1
LILRA2
ARID4A
NTRK3
ZNF32
LGALS1
MKS1
OAZ1
STX12
EPAS1
C2CD3
RRP9
MAN2B2
PAIP2B
DKFZP586I1420
BCL2L14
ARHGAP12
CD79B
SRGAP2
FAM110B
CENPN
KANSL1L
ADRA2A
RPS19
TTLL3
GPR20
ITGB1
CAPN10
PVT1
DLK2
CCDC170
MT1F
CKLF
DPM2
ANKZF1
LRRC49
USP49
SLC25A28
RWDD2A
ZNF426
RBM4
SCEL
STRN3
STX6
CTCF
ACADVL
FADS1
OSBPL10
TMEM161A
NBN
SNTB1
CACNB4
C1orf174
KDM6B
MAP1LC3B
EGLN1
SRRT
SPSB1
MKLN1
MAOA
PDLIM5
C9orf40
ESM1
NDUFB11
SMPX
PTPRCAP
ADAP2
BCAR3
TVP23B
STX17
TYW1
USP12
FER
DCTN2
COBL
ZNF174
PROZ
CLP1
PRNP
ISCU
NBL1
ERP29
ALG13
MACROD1
SIGLEC8
ARF1
CRABP2
SLCO3A1
ESR1
PSMA5
THNSL1
CLTCL1
SPARCL1
ABHD17A
PHC1
STON1
CSF2RA
TUT4
LRIF1
ZNF529
MTERF4
TANK
RNF11
SIDT1
NUP37
ZNF672
ASTN2
CENPI
ZNF281
RFPL1S
ACAP2
MAN1C1
NDRG3
SERPINB13
ZNF7
WDR45
STAG2
CD86
DCX
LTA4H
S100A5
KAT2A
SLC25A24
RPS24
RAB3GAP1
GALNT3
MYT1L
LRRC14
TPO
SEMA4G
THSD7A
HOXB9
KCNH6
MAPK6
EIF2S3
MORC2
ARL4D
KIAA0319L
SF3B5
SREK1
INPP5J
MYH11
APOOL
APIP
DNAJC11
HAS1
SLC26A4
RXRB
TCOF1
ABCD4
CYP46A1
STK38
DRICH1
SLC35D2
NOL4
COL4A2
PDCD6
TRIM36
SLC12A6
PPIA
PPP2R3B
CDCA3
NSD3
POGK
BCL2L10
GPSM3
SPAST
STARD3
GOLGA2P5
ARHGAP24
G6PC3
DRC3
CYP4F11
DDX43
ERGIC3
RAD51B
SCN8A
THOC2
ST6GAL1
HAND2
UCP2
TFPI2
SAFB2
ZNF787
PLK4
BMP7
CNN2
TMEM243
POLR2J
SENP3
TMEM94
SV2A
NDOR1
NONO
TCIM
XPO6
CEP170
CPSF6
F2R
SPIN1
PLAUR
TADA3
THBS3
CHST10
PJA2
LMAN1
NEIL3
DCLRE1B
EOLA2-DT
PDCL
ACTL6A
TMEM177
BRD2
TMEM126B
PRSS3
OLR1
ADAMTS1
USP25
PTGFR
UGCG
SNAP23
DKK3
PITRM1
ULBP2
NCAN
DOCK1
ZNF16
ATRN
GINS4
ZNF771
PILRA
PGK1
ANKEF1
CACNA1D
FZR1
CLPTM1
CTPS2
DSTN
LHX2
CHTOP
CLGN
PPIF
UQCRC1
GLMN
HSDL2
ABHD3
IRS1
BCAP31
CNN3
PDZRN4
ACSS3
KIF20B
CCR5
ZNF239
PSME4
BTG3
TMEM131L
IFT81
FAM169A
CEP68
UBXN7
UNC93B1
TMEM123
TMEM267
TRAPPC14
TOX4
CNNM4
ZFR
LPCAT1
NEMF
MAP3K1
IL1R2
HTATIP2
PHTF2
UBE2D3
GLUL
EIF3E
AKR1A1
PHKA2
RNF10
TK2
JADE1
ETS2
COX7C
SERPINB5
SYNGR1
STK19
RFX3
SLIT3
RAB8A
HOXB5
NLGN4Y
TAPBP
NCOR1
CYP2R1
KARS1
HSPBAP1
COL9A2
SRSF10
TULP3
AKAP1
SCNN1A
GLS
PPP6R3
MT1X
RBMX2
TLR8
ERCC2
NOVA1
TCF3
CDC7
WNT5B
CITED2
APC
TCN1
PART1
TJAP1
MTHFD1
THRA
RPL29
CCN4
DMXL2
KIF13B
FERMT1
EXOC7
PEG3
CXCR2
SLC35G2
APOL6
CHRNA10
PIP4K2A
KIF3A
MCAT
COL21A1
B4GALT3
NARS1
ACTG2
ABCB7
IRF2BP1
CTAGE9
FGF14
MB
LOX
GEMIN4
PHF24
IMP4
GRHL2
TBCE
MXD1
AKAP17A
PRCC
KLHDC8A
LMO1
IFITM3
SNHG3
SEPHS2
UBB
DDX18
TEAD1
MTG1
LAMB1
ZMYM5
PPP1R9A
ACOT13
LAMB2
CD79A
RNASEL
ACVR2A
TGFB1I1
NTF3
TARDBP
M6PR
ARHGEF4
NAP1L4
ZWILCH
EGR4
CUL4B
PDHA1
NDC1
RPL36
FOXA2
PEX12
SMAD9
SKAP2
CDK17
ING1
ACKR4
KRT8
CYP11A1
HEY1
TMX1
EXTL3
SH2D4A
TM4SF5
INTS9
SPDL1
SERPINB1
DNMT3B
RASGRP2
DPYSL4
SEH1L
TMC6
TM7SF2
TSPYL2
THNSL2
TFPT
LAMC1
KAT7
CEP104
APEX1
