ACSS3
CNGA1
SIL1
PTGER3
PITRM1
FZD6
WDR4
FOXM1
TDP2
SLC6A8
KRT16
DUOX1
STAG2
KLHDC3
CA12
BLTP1
NSUN5
BCHE
P2RY2
CSF1R
MDK
CD247
PAK5
ATP11A
PADI2
PRLR
RELN
SEC14L5
L2HGDH
ZNHIT2
MYBPC1
CHRDL1
BTBD8
PDE4B
EFNA3
GTPBP3
PRX
MCM5
WNT5B
RIPOR2
MORC3
PKD2
ZNF385D
ZNF74
SLC15A3
RPS12
CREBL2
GTF2H4
CXCL9
MMUT
UPP1
HSD17B4
MZF1
ANKMY1
SIM1
TTF1
POLR2B
KLHL26
CEP170B
PEX14
CHD9
GON4L
ATP8A1
FCGR3B
PEG10
EIF2AK2
CLCF1
EEF2
SLC1A6
DHRS3
SKIC3
AGPAT5
TMEM43
E2F3
BRAP
ADAMTS1
IRAK3
EEF1AKMT3
TUBB4B
MOG
IBTK
GPRASP1
COL4A3
NCOA6
DBP
HNRNPAB
DOCK10
WIF1
RNF187
ISLR
MEOX2
GDAP1
MRPS33
RAPSN
APAF1
CHL1
ARHGAP19
FBN2
TP73
B3GNT2
GATAD2A
WDR1
SPOCK2
ADSS2
PPP6C
NIPSNAP2
PNPO
OCRL
TTC12
NIPSNAP3B
SNRPD2
LRRFIP2
PIR
HCLS1
ADSL
CDH11
DNAH7
GRM3
GGT5
FNBP1L
GINS2
SMARCC2
DIAPH1
CD74
IFNAR2
SAFB2
PEMT
NAAA
SCFD1
FNTA
EOLA2-DT
HERC3
MIS18BP1
EIF5A
USP9X
BFAR
POMT2
TMEM100
PRKAA1
PDGFC
CAMK1
PNMT
DUS2
GSTO1
EFHC1
USO1
HNRNPD
TFPT
EEF1B2
NHLRC2
TBX5
EMC8
ZBTB32
TTF2
EMC6
SH3BP2
MYO1C
MTHFS
CDC16
AMPD2
VDAC3
AHCYL1
IMPDH1
MAP4K1
TANC2
BTN2A1
TGOLN2
TOM1L1
HNRNPM
EEA1
FOLR3
EIF2B2
ELOC
TXLNG
SRSF11
SPRY2
ABCB1
CEP63
LSAMP
BDH2
KXD1
WNT4
FAM53C
SLC5A1
NANS
AGFG2
CYB5R4
GLT8D1
PRKCI
SEPTIN7
TNNT2
NFE2L1
TNFAIP3
TBCE
CCDC134
SREK1
PLEKHG3
CDH6
MSL1
PPAT
PPP1R17
GOLGA4
CLEC1A
NFKB1
TMEM127
SLCO1A2
PCIF1
RARB
RNF130
CALCRL
DCAF6
S100A14
EHBP1
FAP
SRGN
SNRNP35
ZNF83
PSD3
PPP1R7
ZMYND10
TIE1
CD2
PFKFB3
RAB33B
DPF3
PCSK2
CYBA
SLC11A1
PLEK
CENPC
BST1
SCG2
HJURP
RUNDC3B
VRK2
AADAC
RTF2
NAT10
SUCLG1
ERI3
GPX1
NES
KLK13
LRRN3
C3orf18
SFXN1
CDK14
PREP
ZNF839
GAD2
ZNF668
GYS2
CLDN7
LINC01260
TGFBI
CNN3
TBC1D8B
PRKAR2B
ANK1
ETV3
OPTN
SERTAD2
DOCK9
PIEZO2
RPL10
WT1
MRPL35
CDCA8
RPL18
ARHGAP32
LOC202181
RHOG
NSG1
OSBP2
CEP72
CHD3
ASH1L
COBL
ZFP30
TECR
FAXDC2
CTAGE9
VAC14
SLC6A11
MYOZ1
ABCB9
CFAP74
KCNE4
ANTXR1
PSMB5
CD226
PNN
MIR9-1HG
SOX21
THBD
LIMK1
PTER
LGALSL
POU3F2
SPART
SLCO3A1
PDK4
ATAD2B
DDO
INPP5F
MCM7
TGFBRAP1
MT1M
AURKAIP1
NARS2
SSBP1
HAPLN2
UFL1
HOXC6
PPM1A
CDH9
ASNSD1
SPRING1
KRT7
TMEM80
NEK11
ABCA6
SEMA4D
VSIG4
PLPPR1
CDIPT
GRIK1
CD27
DCLRE1C
H3-3B
NID1
SYT17
ITGB7
SYNJ1
NDUFA4L2
MLXIPL
HTR2B
B4GALT2
GMFG
TBC1D13
CDK17
ZNF273
EMC7
GRIN2C
CTSF
TMPO
ALDH6A1
KCNK10
EOLA2
JHY
UBE2M
TFEB
FAM131B
TNFRSF11B
RGS5
TMEM39B
ROM1
ARPC1B
CERS2
UCP3
LTN1
ARMH3
CD79A
ZNF106
HEXB
SMAD6
NRXN3
MCF2
OR7E14P
PSD4
KLRD1
IL10
PYGB
BFSP1
UNG
ILF3
ZNF446
RANBP1
RASL10A
ZNF3
CTF1
CEP135
SLC16A4
FIRRM
DDI2
NHERF1
KYNU
SKAP2
STEAP4
AKAP3
TCN1
RPL27A
TSPYL1
SEC31A
MRPS27
TXNIP
BRSK2
DNAL4
ITGA6
PRPF4B
HP1BP3
KDELR1
MMP24
CACNA2D3
IFRD1
ANKRD49
NFE2
TRIM22
RCAN3
KIAA0930
CCL21
SETD1B
IPO5
RECQL
CCSER2
AGO4
STX17
E2F4
NAA10
CTDSPL
MXD1
PPIB
FZD9
THNSL2
LYRM4
MAGEF1
C1orf159
PRRC2C
SIX1
ZSCAN31
LAMP1
CAMLG
SEMA6D
TNFSF14
MAN1C1
FES
NEMP1
FRMD4A
KPNA1
APOBEC3G
MARCHF6
MSN
GFAP
ILVBL
LMO3
SNHG20
PDLIM7
AMZ2
NR4A3
FXYD6
BEX3
EIF1AX
HNRNPK
FAM174B
ZNF557
PACSIN2
JAG1
ASIC1
APPL1
CRIM1
PRPF40A
GCC1
NPLOC4
DNAJC17
SCAMP1
ACADVL
PTEN
IFIT3
CDH16
EPS15
MTAP
TMOD3
NRDE2
CSE1L
RAB26
BRIX1
ZDHHC13
ANKRA2
TCN2
MSANTD2
IGFBP4
RAB5C
TSR2
RPLP2
PRKAR1B
SELENOP
ANXA2
C1QBP
BMP7
TMEM184B
SUGP2
SULF1
PDLIM4
LOC155060
GANAB
SPSB1
DGKG
APRT
NMI
RBBP4
BMPR1A
TBX1
USP4
PRSS3
SLC2A4RG
RPL23A
PLEKHG6
MYO7A
RHOBTB3
PPA1
OLFML2B
KCTD9
NCR3
NCL
TRMT13
POGZ
NCOA2
ACHE
SERPINB8
KCNK7
GFOD2
NDUFB8
KCNAB2
ZDHHC14
SUPT5H
GLS2
PPP6R3
ZNF768
MARS1
PHC3
SNF8
TM9SF4
CD83
MCL1
STX12
RRP1
KCNH2
IFIT2
RAB8B
SRSF5
DIDO1
EYA3
RPL36AL
OSBPL1A
MECP2
CYP4B1
FAT2
RETREG1
STK3
PSKH1
TOR4A
ANKRD6
JADE1
TAF1B
GRIK4
CD33
IRF1
AP5Z1
CBR4
SH3BGRL3
RIGI
AATF
PXMP4
FTL
SP110
SAMHD1
KPNA6
ANKMY2
GTSE1
RAB6A
PLAGL1
NPTX1
ERN1
CUX2
ANXA6
IDH2
ST3GAL1
HIGD1A
ANKEF1
PDGFRL
ZNF207
USP47
PRMT5
PRPS2
UST
ARG2
CHKB
ZNF234
RUFY3
CSF2RB
RPS16
UCN
DTX2
KRT6A
PHACTR4
ATP9A
AKR1B10
RGS17
PCNP
APLP1
CDH20
PPM1B
HNRNPDL
AP1S1
COL14A1
NFU1
GATM
GLTP
TUBB2B
NAALAD2
ZNF606
MTARC1
PSME3IP1
SNRPB
CEP350
GSN
DGCR11
ZNF638
USP16
ANGEL1
GPS1
EPHX2
GBX2
NRDC
MYH7B
MED9
SUOX
IL18
TMEM121
RAD23B
HERC2
PARP16
IFT81
C1orf21
SZRD1
ENTPD3
GPATCH2L
SEH1L
EIF3K
SMPDL3A
RPAP1
FAU
RECK
ZDHHC8BP
TPST1
RAPGEF3
SP4
SLC25A17
GLUL
TSPAN9
THOP1
ZNF711
BIN1
ARHGAP6
C2orf72
MTSS1
TPST2
TIGAR
AGAP1
TTLL12
SPRY4
CLCN4
NLGN4X
ATP1B2
SCG3
DDAH1
ABCE1
PCSK7
CREBZF
KDM1A
SH2D1A
ZNF202
SCARF1
NTHL1
PKM
RPL31
CRY1
HIC1
ACTR3
SLC25A16
FCN3
GDF10
BAK1
TREX2
PIK3C2A
BCS1L
UPF3B
CDHR1
PMPCA
STMN4
POMT1
PDE6B
RRN3
ABCG1
CGREF1
TM4SF5
ANKRD1
BMS1
PPP1R13L
COX5B
PTCH2
HNRNPH3
FOXP3
MGP
PPT1
ASXL2
C1S
DUSP13B
KRBOX4
RPL11
AARSD1
TJP2
SNAP29
TRIM5
COL21A1
ATP6V1B2
UBE2D4
PANK4
RUSC2
DSP
RBM12B
NUDT6
HLF
STOML2
PRKDC
PRKAB2
KCTD14
HIVEP2
YWHAB
FAM13A
SLC7A10
ZBTB16
EIF2AK3
ECI2
POR
ZSCAN32
RPGR
EWSR1
EFCAB2
PDCD6IP
METTL2B
PDZD7
HRK
CDH2
DAZAP2
ANKS1A
DSC1
RBM4
HEG1
ABCC1
TMEM131
SEPTIN4
SLC30A5
STX10
INTS8
RPL29
TOLLIP
NUP58
CALCOCO1
AZGP1P1
DZANK1
RAB20
NEIL3
TMEM59
TRIM37
KCNMB2
TNFSF13
WASF1
CTCF
MID1IP1
ORC6
SDHA
UBE2O
SPINK5
AGAP2
CDK16
MAVS
EBLN2
KDM4A
RAB1B
MAP4K5
ASL
OMG
COG5
PKP4
DAP
NPM3
ZNF34
CELF3
RREB1
ASTE1
NF1
TTC1
LBH
SF3B4
TPRA1
EXOSC5
CLIC1
NCBP3
DIXDC1
MMP17
EZH1
TBC1D10B
PLTP
GPSM2
DEAF1
MICU1
DPP3
ITPKA
MCF2L
MCTP1
MTSS2
ZNF136
PDE10A
SFRP4
WDR55
NDNF
GPR107
RYK
RLF
ZAP70
CSRP2
LY6H
ELF3
LZTR1
DPAGT1
IRF9
EIF4A1
PDK2
RAMP2
MRPL48
FOXN3
PSMD8
RBMX2
TSPAN12
CAPN7
DEK
RAB1A
STAT2
LAPTM4B
FBXO34
STOML1
TSSC4
FKBP1B
CPM
IFT88
ACTN2
CAMP
METTL5
CCDC9
POLR2F
ORAI3
APOL2
GPR153
SPI1
NUP42
GTF2B
OLFML3
APEX2
POLR1D
YBX3
PABPC4
HCN2
ARAP3
SPTBN5
TMF1
SDHAF1
MAN2A2
CES1
ABI2
IL1RAP
VPS35
PSMD1
REX1BD
EFNA1
GATB
FAM184A
TNK1
RNF8
MTCL1
FNBP1
CLCA4
PSTPIP2
SLC31A2
SLK
TMEM140
SC5D
DLG2
SLITRK5
WDR25
SH2D2A
ELAVL4
PSMD5
RIT1
RARG
GNLY
RNF146
SRSF7
LSM14A
LIN7C
SHANK2
ERGIC2
SCNN1D
PNO1
TMCO3
USP15
NMB
CFB
TYW1
RAB33A
SDHD
UNC93B1
SFPQ
FNDC3B
LARS2
WDR33
SERF2
NPTN
TFIP11
DBF4B
NABP2
GZMH
TMEM258
ABCG4
CDR1
MARF1
CEP83
CDC37
SNAI1
GSTA1
IMP4
BTG2
FBXL7
UGGT1
C1orf174
RBMS1
CREBBP
RPS6KA5
TUT7
ZNF544
CD68
MRPL13
PPP2R5D
YWHAH
AP1AR
STRADA
NSMAF
SF3A1
FAM131A
SLC35E3
RIT2
GREM1
ABCA5
PACC1
TAF1D
TRAIP
AIMP1
RAD51AP1
TSPOAP1
MPG
MATN1
PRSS12
TPPP3
DMTN
INTS14
THAP7
EGR4
RBMX
CYP7B1
RRAD
RXRB
CD2BP2
FAM8A1
ATAD5
KIF18B
CD84
DSG1
TOR1AIP1
SPAG5
C2orf49
DTNB
NCOA4
GTF3C5
EXOG
ULK1
PIAS4
SEMA3F
NUDT15
XCL1
YRDC
SLC50A1
HLX
NDUFAB1
TMBIM4
LMNB1
CCPG1
AGPS
PAX3
TRADD
ESR2
SCD
NLE1
CDK5RAP2
ESRP2
DHRS7B
PLEKHA1
MACROD1
BICDL1
HPF1
TMEM33
TSPAN14
ALDH1L1
ATG2A
TMED5
PCDH7
TAGLN2
ZNF37BP
HOXA7
SPATA2L
CWF19L1
CUEDC1
KIF16B
PTPRD
MEAK7
PGPEP1
HNRNPA2B1
CABP1
ANKZF1
SEC24C
TRIM28
TGM2
ENTR1
PDE8A
PIDD1
VPS37C
IQCA1
OBSL1
GPR171
PPFIBP1
RAMP3
PTPRE
HDAC11
GSDMD
ZNF518A
ZNF580
CACFD1
PAK3
TBL1X
ACYP1
UBE2D1
SLC12A8
ZFAND3
CNNM1
DNPEP
PRRX2
H2AC13
FXYD3
ITGA10
SOX13
PMPCB
MAGEH1
TNS4
ITGA8
BAG4
GLS
RABEPK
MED8
DUSP2
LPL
CCHCR1
SYNJ2BP
SLC2A3
CCDC6
ZNF614
GMPS
DCHS1
NHLH2
RP2
LHX6
TMEM187
PIERCE1
CTNNBL1
RCBTB1
DEPP1
TRNAU1AP
TASOR
GIT2
PCDH17
ATP2A2
MYO9B
RHBG
CHRNA10
HSD17B8
SUPT16H
RIMBP2
RALBP1
TBC1D2B
AGO1
NIT2
GLIPR1
MMP19
SNPH
EML1
LRP4
P2RX5
MAN2C1
COPB1
SEPTIN10
FBXL15
PLIN2
MAPRE1
F2R
GTDC1
ADRB1
SYNCRIP
TNFAIP6
PTBP3
BEGAIN
SS18L2
TUBG2
C1D
ARFGEF2
VEGFC
RND3
SLC29A3
MRPL42
TRIM14
SATB2
TBC1D15
CD151
XKR8
EIF4G3
FTH1
IFT22
SLCO4C1
CACNA1D
POLD2
IMPDH2
EAF2
ARMC9
TTC31
CHD4
PNMA8A
EIF3E
ETNK2
PCNX2
ARHGAP33
HLA-DRB1
RHOB
DOCK5
COA1
CASP8
C1orf216
CBS
CDR2L
KANK2
CHD1L
CEP250
REXO4
LARP6
ADGRF5
MFN1
LY9
LRRC61
TGIF2
PRRC2A
USH1C
USP2
ERMAP
EEF1A2
MLH1
DYNC1H1
MCM6
COMMD3
KCNQ2
FLT1
ZNF343
CRYBB2P1
MYOC
SMTN
MNS1
NCF1C
SMAD5-AS1
PRG4
LYRM2
TENM3
PSD
LMAN1
CCNT1
PTPN2
PEX7
BMERB1
DYRK1B
YARS1
P2RY10
TUBA4B
USPL1
SART3
RWDD1
EFNB1
LY6E
CD72
NECAP2
PUS1
GOLIM4
BANP
MPDU1
HBB
NPTX2
PJA1
SLC9A7
PLEK2
PARN
DOK4
ST8SIA5
KANSL1L
CCL19
KAZN
AVL9
HSPBP1
RCN2
SCN1A
NDEL1
PEX26
PTGIR
ADAM30
MCCC2
POLR2H
PON2
SMAD2
ARRB1
SPATA6
PCYT1A
AOX1
AMMECR1
PCDH1
IGBP1
RABGGTA
SLC16A7
TCIRG1
DKK2
GALNS
APBB1IP
FHIP2B
IFI44
HOXC10
EI24
GAP43
GPN3
RGS20
HPCAL1
CHAD
RASL11B
PHKG1
RPRM
NEBL
MAPK10
LFNG
CRIPT
IL1RL1
NCBP2
SPCS1
AAK1
VPS41
KIF23
BEAN1
LRRC1
SLC7A5
CLCN7
BTN3A2
F12
KLHL7
PAPPA
MMP16
GRIA1
UBE2G2
PAQR4
GRP
ADAM19
NEIL1
BRPF1
ENPP2
SPRR1A
ARHGEF7
SLIRP
PKD1P1
CD1C
SAR1A
PAX6
MAP2K6
SLC23A2
LY96
FRK
ZBTB33
UNC13A
TACC1
SELENBP1
SLC35E2B
ARL8B
BTRC
GLUD2
TINAGL1
ERP29
CSGALNACT1
ENDOG
COL9A2
TTC28
KYAT3
DNAH6
CCL13
CHI3L1
COL4A4
CLSTN2
TUG1
CD4
GLUD1
SRGAP3
CUTA
RPS21
AEN
FOXA2
SIRT1
MANF
EDIL3
TYRO3
HPGD
COPS2
G6PD
DGKI
ILRUN
PDSS2
RNASET2
CNOT1
SLC39A4
SMG5
MTG1
GALK2
NUP188
CEP68
MARCHF7
TEK
FANCC
SST
RANBP2
CNIH1
RPL14
DNAAF1
CIDEA
AHI1
LCOR
WRAP73
AP3B2
WDR45
RAD51D
EDNRB
CD2AP
CCR7
NPAT
LAMP5
PLXNA1
CNTNAP2
CIB2
CBFA2T2
MAPK14
NIPA2
KIF18A
PPP2R1B
LUC7L
MRPL18
SETD2
STK39
ACP1
MAN2B2
AGRN
TIPIN
CYP2J2
SH3PXD2A
HRH3
BCAM
MYBPC3
PMS2P4
AGPAT4
CHKA
MEGF6
LIN7B
ETNK1
TMEM134
ANGPT1
DNAJC6
BTG1
ARHGEF9
PVT1
IRAK1
IRS2
IFT140
NAGA
TDP1
ROCK2
DGCR8
SPON2
HS3ST1
SMAGP
PAQR6
AUP1
AGT
NIN
SEMA5A
YAF2
CDC42EP1
ATP1A3
KIFC1
TXN
ARMT1
SRSF6
ELSPBP1
ENDOU
ARHGEF26
CRH
ATP6V0A1
ADGRE2
FSTL3
TULP3
ZNF770
KIF17
PNPLA4
EGLN3
TPT1
TBX3
CPSF7
RHBDF1
COMMD8
KDSR
YIPF4
HECTD4
DNAJA1
HTN3
PTPRT
AXL
RAB32
CEACAM1
AGTR1
TUBA4A
TYRP1
MED4
NDUFS2
SLC2A10
PLCB1
BOP1
SH3TC2
SECISBP2
ST8SIA3
IFIH1
FOXN2
ITGB4
ACOX2
BUB3
LINS1
MBOAT2
SECISBP2L
RHOC
COX8A
SULT1A1
TPD52
PARP4
POLE
PDHB
CYRIA
SGF29
PNMA2
RNF13
UFC1
PYGO1
UCKL1
MRS2
ILF2
CNIH4
FKBP3
P2RY1
SARS1
HIRIP3
SKA1
WDR13
IL6ST
PSEN2
CHCHD7
VPS13A
EHHADH
PTP4A1
CFAP410
VEZF1
RCAN2
NDUFB11
TEX14
RABL3
HAPLN1
SLC6A1
SMG9
FCRL2
HDDC2
RABGGTB
PEX10
KCTD15
SCARA3
ZFPL1
MTREX
ANKRD12
APC2
SYNE1
TMEM123
ARHGAP29
KCNMA1
LMO1
ZNF75D
VWA8
SLC1A1
DDX18
ATP1A2
ZNF337
TNFRSF17
NAA16
RPS6KC1
SREK1IP1
HR
ZC3H15
SYDE1
COX7A1
USP27X
MYOZ3
PNPLA6
EPHB3
PUDP
RAB3D
SLC52A2
GSTP1
EPN3
SOD1
KRT23
INPP5B
MRPL23
SP3
LUM
CREB3L2
VSNL1
PTDSS2
KCNQ1
VEGFA
CDC14B
ARPC1A
RAB22A
WWOX
SLC16A5
HHAT
DPP4
TRIM45
RCBTB2
PUM2
PDZRN3
CAV2
FGR
NEK9
PPIEL
FOXA1
ANXA1
TMEM151B
A4GALT
CD37
IFT56
PPCS
PLXNA2
TMEM176A
ACVR1
NUDT2
SAV1
ATOSB
CEP295
CYP2C18
HNRNPA3
KNL1
VPS13B
GABRA1
PTBP2
CNN1
NDOR1
PIGA
MSMO1
ZNF16
MANSC1
CEBPB
KRIT1
KCNK2
IRX4
SYF2
POLD1
LIMD2
NDUFB7
GALNT10
VRK1
FOXC2
TAF4B
POLR3K
PDE1A
CCL16
PAOX
RNF24
SULT2B1
ZFP36L1
TTLL5
EMP3
SRI
ETS2
COMT
KLK1
INCENP
LRFN3
SLIT3
ADTRP
PFKP
C2
TXK
PSPH
EPS15L1
LGI1
THAP9-AS1
CYP27B1
ABCC9
UAP1
RHCE
LCP1
CTBS
MFHAS1
LAMP2
COL7A1
BMI1
ELOVL4
NRBP1
KCNK12
ANOS1
USP5
SPRR1B
THOC2
MICAL2
LPCAT3
GMCL1
SIRT6
PIBF1
ELN
PLD2
CUL4A
CEPT1
NUDT3
BBX
ZYX
BEND5
PSG2
SASH3
SLCO4A1
PER3
PLD3
ABITRAM
CASS4
ZNF813
ITPRID2
EVC
GDF15
TRAM1
ITGB3
POP5
REV3L
PRRX1
HOXB2
JTB
DOCK6
COPS3
VPS35L
PLCL2
PLAA
RPLP0
IRF7
ASTN1
BCL11A
IFITM1
CAMSAP1
ZNF767P
APH1B
TRDMT1
NMT2
PRSS53
MYCT1
MRPS34
KLKB1
HMMR
GPRASP3
KLHDC8A
PSMB9
PTOV1
PEX11B
BBC3
PPM1D
KCTD20
LAIR1
SUSD4
NR2F2
NXT1
TNS3
SEPHS1
ARHGEF15
ENSA
ADAM9
ZNF276
PCBP1
TMBIM6
TNC
MRTFB
AKAP9
FER
PPP2R5C
SLC31A1
SNRPB2
STARD8
SLC8A1
CTSO
APOOL
TMEM51
RNPEPL1
YJU2B
AGER
MAD2L1BP
NAT9
GLG1
