DSG2-AS1
ANOS2P
LRRIQ3
RETNLB
ZNF443
JKAMP
ZDHHC12
TERB2
MIR5188
AQP6
KIAA0087
CRYGD
DLX6-AS1
ZNF18
ZNF474
PRDX5
CHURC1
ZNF649
NPFFR2
ALX1
LINC01339
GAB4
SEPTIN7-DT
EPHX4
NRM
AQP11
CC2D2B
TUBGCP6
HMX2
ERICH4
CLMP
CPB2
ZNF470
FAM229B
ALYREF
HTR1A
CMTM4
NIPAL1
ZNF519
HSDL1
LINC01252
SERAC1
NR5A1
C3orf33
WNT1
COL18A1-AS1
BTC
GPX8
ASAH2B
SYT4
LILRP2
ZFP69
KRT8P11
LRRC8C
GUCY2D
CMTR2
SNHG21
DLEU7
GAS1RR
SSTR4
SPATA31C2
HORMAD2
ANKS3
BOC
SLC7A14
CHST13
HTR3A
B4GALNT3
ZNF852
ZNF777
ABRA
SILC1
LRTM2
SLC18A3
SLC37A3
LNX2
KRT35
TDRP
FAM47A
PNCK
NOXA1
CHIA
MALSU1
MTPN
EZHIP
CRYGN
GOT1L1
CLDN2
FAM13C
PROSER2-AS1
KLF18
FAM186B
RHPN2
ERGIC1
SMIM2-AS1
MAGEB3
HOTAIR
CYP4F22
FUT7
EXTL3-AS1
CIART
ASPDH
TMEM14C
FOXD2-AS1
ADAMTS4
E2F7
OR10C1
C12orf56
CD70
TAFA2
FAM222A-AS1
LINC00106
CCZ1
LINC01227
SH3PXD2B
COL19A1
PABIR1
CD109
CNMD
TEX35
BRAT1
TXLNGY
DEF8
TAGAP
RANBP3L
EDDM3B
CDH7
PCAT18
RGMA
CDCA2
CDC20B
UNC13D
ACSS2
HNF4G
PPHLN1
LINC00593
LINC00597
ASCL5
ADRA1D
ZNF789
DLX4
OR10H1
HHATL
MAILR
NLRP6
RAD51-AS1
XRCC3
ALMS1-IT1
FER1L5
PP2D1
MRPL55
TSPOAP1-AS1
BDNF-AS
LINC00582
SLC6A18
MCHR2-AS1
PKD1P6
LRRC72
TCEANC2
SMIM19
L3MBTL3
CERS3
MARVELD3
ZNF705G
TCF24
NPTN-IT1
RB1-DT
CEP95
TRIM40
AARS2
KIR3DL1
ADRA2B
SPNS2
SLC46A1
LMAN1L
LINC01082
HELB
SLC28A2
MAFK
C5orf64
HELQ
POLR2J2
FBXO33
RNF17
PAH
HMCN1
DPP10
LBX2-AS1
ATXN1L
SPRR3
ICMT-DT
TFDP3
MAD2L2
LINC02874
TDRD6
ARHGAP26-AS1
CFAP161
TECRL
LRRC18
CALHM5
STK33
KCNH4
FAM167B
PAPOLB
RRN3P2
PTGES3L
CIMIP2A
RPP25
TRIM11
LEF1-AS1
CPSF3
TOR2A
WNT8A
OR3A1
KRT223P
HMX1
KRTAP3-3
RTL5
RHBDD1
SRL
PITPNM2
HCP5B
PAXX
OR2H1
CCL26
ZNF425
CCDC80
FASLG
LINC01020
SH2D1B
SLC41A2
HAVCR2
KCNIP3
PDC
KRTAP2-4
SEMG1
SLC25A2
TTLL7-IT1
EXOC3L1
MYL1
RPF2
TEDDM1
KLLN
SPSB2
ZNF622
SYT6
FBXO16
WDR11-DT
CYP1B1-AS1
ELANE
CASP12
AGPAT3
ZNF861P
LMNTD2
C11orf87
ORMDL3
FTX
L1TD1
TMEM178B
FAM47C
A1CF
MBNL1-AS1
LINC00566
LDLRAD3
RABL6
TUSC7
C20orf173
SERTM1
CIMIP4
SLC16A8
RIPPLY2
NDST2
CHCHD10
MIP
BOLA3
SNX30
LYNX1
DNAJB13
PKIA-AS1
CFAP91
SFTPD
OR6B1
SYCN
KIAA1755
ZNF717
PCDHA6
THAP5
ABCA17P
NECAB1
DBIL5P2
FCRLB
ARHGEF7-IT1
RELT
NCBP2AS2
PAN3-AS1
MARVELD1
ANO9
GPR45
CIMIP2B
UTP4
KRTAP9-3
HISLA
CLEC3A
LINC00648
GRASLND
TMEM217
VTCN1
LINC01115
DNAJC30
ZNF625
MYH4
NIPA1
BEND2
GRHL1
ZFYVE28
NR1H4
CCDC117
LRP11
IPO4
PATE2
LINC00587
TMCO5B
CASC15
SPATA21
TMEM196
ZNF70
UQCC2
LINC01432
LINC01487
CIMIP1
LIMD1-AS1
EML6
BIRC6
TMC3-AS1
TPH1
ALG10B
DOK6
CABP7
TAFA4
PROC
COL22A1
PLAC8L1
PLA2G4D
HOXD1
PHF5A
ABRAXAS1
HYLS1
CYP4F30P
CSTF3
SPMIP2
CA13
TMCO2
SRSF2
DEFA6
VPS18
PAXBP1-AS1
EIF1B-AS1
ABHD13
PODNL1
PHOSPHO1
LYRM9
OR7E12P
ODAD2
RRN3P3
TRPV3
CCDC107
ANAPC11
DDX53
ASB16-AS1
PPP1R3F
LINC01315
ZFAT
CFAP36
LINC00682
UBAC2-AS1
GGTLC2
TREML2
GRHL3
HMGN2P46
LINC00868
DEPDC1
NT5C1B
CTU2
PLAAT2
SYCE1L
EXOSC1
NSMCE1
FAM217B
SVOPL
HTR4
TMEM102
ZC3H12B
SORCS3-AS1
LINC00847
STRIP1
NT5DC1
TRHDE-AS1
ABRACL
FAAP24
DTHD1
ANO4
GCC2-AS1
KRTAP5-9
PPP4R3C
SBF2
CABLES1
WDR97
TTLL13
TMEM129
AGPAT4-IT1
EPS8L3
C6orf136
CCDC62
VPS36
UPK1B
PARD3-DT
MSTN
USP26
DCAF12L1
CEP57L1
TNFRSF13B
NHLRC4
NAPSA
TTC9B
ZFP82
GCG
IGSF10
STAB2
AFMID
SMYD1
LYPD4
CCNYL2
DAB2IP
ADAM6
CASTOR3P
LINC00307
RAB40A
DICER1-AS1
C1orf122
KIRREL3-AS3
TPH2
LINC01558
CXorf65
ZBTB20-AS1
USP43
NAIF1
LINC00943
FGF22
RBFOX3
TTC39C
KLRA1P
CFAP95-DT
USH1G
SMIM22
TRABD2B
RPUSD3
H1-6
CMYA5
CHRM3
ZNF436
MYO1G
IGHV3-47
RAB3IP
NOB1
C1orf162
ART5
SOHLH1
OR7E24
FCAMR
DNM3OS
SPRR4
ZNF829
C17orf67
PRRT3-AS1
PRR11
C11orf97
TUBB7P
TRDC
NRG4
ZNF511
WNK2
KIR3DS1
ATXN3
IGKV4-1
LCLAT1
AKNA
CENPS
FILIP1
OXER1
HVCN1
PCDHB2
DSCR8
CCDC149
SOCS2-AS1
PDIK1L
ZNF704
ATOH7
CBX2
C2orf83
F11
OR5J2
ADAM3B
SMIM17
PM20D1
CENPK
KLHDC9
EFCAB6
OR2J3
NRROS
GLI4
ADGRG5
SPECC1
TRAV23DV6
LECT2
COX18
MLLT6
PELATON
BPESC1
IL22
P2RY8
SDSL
RNF183
APCS
KCNE3
TDRD3
DIP2C-AS1
IFITM10
RBP5
TMEM186
CCAR1
HOXA10-AS
LINC01600
PZP
LRFN2
NPHP3
RAB11B-AS1
PRSS35
KCNMA1-AS1
IFNA14
C1orf53
EN2
KIR2DL4
OXGR1
ZDHHC20
LINC01029
MRAP
LINC01126
TGM7
CCDC96
FCF1
UBE2F
MATN3
PPP1R14D
MBOAT1
MFSD12
TLX3
FLACC1
SLC2A12
ZNF208
LRFN4
C8orf34
NFKBID
MTMR8
SH3RF2
ARRDC3-AS1
KCNG2
RIOX1
TMEM132E
ZNF564
ZNF681
IGHD
FAM107B
DPP7
SVBP
SEPSECS
NUTM2F
USP28
CERCAM
OR51B2
LMBR1
RPS28
CD8B
TLX1NB
ANKRD33
FGFBP3
ST7L
GPR55
TRPM8
KIRREL3-AS2
CASC18
APOL4
PRSS2
CCR6
LINC01366
LLPH
H2BC10
BTG4
SAPCD1-AS1
TMPO-AS1
LINC02901
PLA2G2C
RAP2C-AS1
NKX2-3
ARRDC1-AS1
SRMS
BMP3
LINC00298
GP1BA
CRISP1
FGD5
CCDC160
INSM2
ADAMTS18
STX1B
LINC01165
CEP89
MROCKI
NEK10
MYRFL
USP53
CTAG2
LINC00659
CEACAM5
DEFB114
LINC00589
SLC38A3
ADAM18
LINC01049
PLEKHG4B
MRFAP1
JOSD2
KIR3DL2
OR2B3
PDCD1
PNKD
KRT71
H2BC7
CFAP70
KAT14
MEIS3
HEATR4
TRIM63
GOLGA6L2
RPE65
ZNF462
STARD7-AS1
ZNF354B
LINC00641
GFRA3
ZNF644
FUT11
C6orf163
OR7E2P
LINC01116
PACRGL
LIAT1
TTLL11
CLEC4C
C8orf58
LINC01482
TMEM98
SPINK2
BIN3-IT1
MS4A12
LINC01101
NUDT14
DGKE
CHSY3
NUDT16L1
PLEKHG2
CORO6
NAV2-IT1
ZACN
ZSCAN25
UNC5D
OR2S2
FAM21EP
LINC00654
ANKUB1
EWSAT1
DOCK8-AS1
JPH3
PRG2
CMC1
C16orf89
ATP6V1E2
SPPL3
GMPPB
UTP15
PHF12
SFXN5
EBF3
TPRN
PIRC76
FNDC11
ZNF322
IL17A
COL12A1
ZFP62
BSN-DT
EARS2
CCDC153
ANTXR2
HSBP1L1
NUDT21
PATL2
LINC01282
NKX1-1
MIPOL1
LUNAR1
RNLS
LRRK2
TMSB4X
EPO
PKDCC
TMEM61
HPS3
FSD2
PLXDC2
RASSF10
LINC01342
PNLIP
GUCY2C
PIGS
PIK3CD-AS1
TRIM41
PAXIP1-AS2
CMTM2
GPR83
TSPAN16
OR51A1P
SLC26A7
CATSPERZ
MACC1
DNAI1
TRIM58
DENND2C
PTCHD4
C1QTNF12
LINC00482
ADPRS
CD300LF
ERVV-1
TRAV13-2
CYP2B6
C5AR2
RBPMS-AS1
PRDM12
MLIP
CFAP95
PAEP
CITED4
ZNF416
TKTL2
FAM228B
IRAG1
ERI1
SSTR5
FAM215A
UNC13C
ZCCHC9
IFT80
ARSL
LY6G6E
LINC01492
LYG1
H2AC14
WFDC6
FAM83A
LRTM1
ECRG4
TMEM108-AS1
PRDM16
CNRIP1
DSCR10
ZFAS1
UBE2E2
B3GALNT2
MCF2L2
LINC00836
CNTFR
TMEM163
TDRD5
ARID2
SYT14
UQCC5
RAVER2
EGFLAM
IGLV3-10
HOXB13
C19orf12
LINC01088
DMRTC2
LINC00410
BRK1
C10orf95-AS1
SLC34A3
NAT8L
ACOT4
ZNF547
TMEM150B
POLR2J3
ZNF846
XRN1
TMEM272
IFNA21
CCDC148
LINC00559
METTL21C
ZNF727
ACTG1
STAM-DT
MCM3AP-AS1
HES7
H4C1
EPHA7
ERVH-1
AFAP1L2
RTP1
MCPH1-AS1
ZNF19
SLC39A13
GJB4
LVRN
PYY
BISPR
MARCHF11
TPTE2P2
KRTAP1-3
HYMAI
PTHLH
GTSE1-DT
EFHC2
SPPL2B
AMELX
GBX1
BBS2
HACL1
ASB11
ILDR2
ADAD2
ARL11
ITPRID1
SPATA1
KLRC4
TYW5
PRM1
LYRM7
IFNG
DEFB118
NUP50-DT
FGF14-IT1
LINC00437
SERPINB10
FGF20
MFSD8
ACP4
SLC5A9
IGSF5
TMEM212
TREML4
MRPS36
FHIP1A
CYGB
PABPC1L2B
KIAA1586
MIR34AHG
SLC22A11
LENEP
NPW
FBLN7
WFDC10B
ADAT3
GARIN2
TIPARP-AS1
FFAR2
KIAA2026
KHDC1L
AKAIN1
MIR9-3HG
ARMC12
PTTG3P
RPTN
CFAP206
LHX4
DIO2-AS1
JARID2-AS1
NTSR1
ZC3H12D
SGCZ
PSMA8
KRBOX1
NTS
PATE1
OR1J4
MOV10L1
TGIF2LY
H3C2
FAM230C
ZNF48
TCP11
GTF2H3
PRG3
SYNGR4
SPMIP10
LINC01359
GH2
AHI1-DT
CFHR3
ARFGEF3
GAPLINC
TRBV10-2
ORAI1
TNFRSF8
OXNAD1
ZP1
ACTR3C
LINC00488
ZNF709
TRIL
GPR160
MICOS13
RPS6KA2-AS1
ZNF517
SH2D3C
GPR180
C19orf81
PDE6C
LINC00458
CHIC1
PIRT
TNP2
OVOL3
TREML3P
PLD6
CRYBB1
SPATA45
NAT8B
C10orf143
SAMD3
NEUROG3
FRMD6-AS1
SIX3-AS1
TMEM114
ANKRD20A5P
GPAT3
DPH3
SDR16C5
POLR1A
STEAP2
LAMTOR4
CARD8-AS1
F7
RASL11A
SYCP2
IGF2BP2-AS1
GNAT2
PPM1K
CIMAP1A
GP2
LINC01360
LINC00636
ZNF521
LINC00841
STK35
PFN4
HOXD12
ZNF441
CDC26
MAJIN
TNFSF13B
PITPNA-AS1
CPLANE2
FAM174A
SPEM2
LINC00886
MRI1
ATP13A4
ZNF658
ZMYM6
XYLB
TRIM42
LPO
ANLN
AQP10
GBA1LP
GNL1
NDST4
PRKAG3
MAP7D2
LINC00475
GUCY1A2
LINC01107
BAGE
WDR5
ARL9
MED11
DIABLO
DEPDC1-AS1
NKAPP1
SLC25A18
ZNF765
PASD1
BCAS4
PLRG1
B4GALNT4
RXFP1
WFIKKN1
LINC01533
SSR4P1
DPYSL5
ZNF563
SRD5A3
MYOM3
BIRC7
BEX2
PNPLA5
LINC00620
GPR88
PGM2
GANC
DYNLL2
GHSR
DCUN1D5
ZNF493
HOXC9
CSHL1
GGT6
ZNF570
CHRNB3
TMEM79
SLC39A7
ADCYAP1R1
TIMM29
SMC5-DT
ID2-AS1
SLC44A2
H2AC15
ZNF621
PRSS27
LEMD1-AS1
IQGAP3
LGALS13
SLC39A10
CSN3
TMEM209
DAB1-AS1
LINC00837
KRTAP4-2
SLMAP
HIVEP3
POU5F2
ONECUT3
AIPL1
C4orf3
ZNF8
MIRLET7D
NPAS4
ANKRD34C
HYPK
SCO1
SLC35B4
RNASEH2B
TSBP1
AMIGO1
HTRA4
SPATA42
PLD4
BEST2
ARR3
SYVN1
MYLK2
STING1
EXOC3L4
MMP11
CD300LG
LINC00856
VGLL2
TWIST2
ANKRD18A
ZNF627
SNHG17
TBX18
IQCF2
TAT
MIDN
NANOS1
LINGO1-AS1
CCDC9B
CALHM1
CEACAM8
COX4I2
HSD17B7P2
RDH12
VWA8-AS1
MRPL10
GAREM2
GEMIN5
GXYLT2
TRIM69
TUBE1
DHX36
CTSLP8
CFAP52
KSR1
PRR12
BANF2
SERP2
LINC01270
TENT2
RSPH3
ADRB3
IGH
USP35
ATG9B
PLK5
ZNF449
ZNF358
MFSD3
SPRTN
ASB2
LINC00928
DIRC1
ZFYVE1
GADL1
EEF2KMT
DCC
USP6
IL25
NAA20
FAM95C
IHO1
MEDAG
JAML
EOLA1-DT
FAM229A
TRIM16
PRSS37
LINC01139
MAGEB18
WNT8B
NEPRO
FAM99B
LCN12
MAGI1-IT1
ZCCHC17
MIR194-2HG
MYADML2
CCDC78
SCAF1
SLC18A2
LINC01012
FBXW10
TFF1
ZNF251
GCNT2
GUCD1
BDKRB2
DRD2
TADA2B
MAGEA6
CNTFR-AS1
IL2
ACY3
LINC00615
C7orf25
SYAP1
ADAM2
HAGHL
LMTK3
HINT3
KCNK9
IMMP2L
MZT1
PROM2
FAM181A-AS1
KRT72
MBLAC2
EFCAB5
FAM181A
ABCA13
PTH2
IFNB1
ASB3
TPPP2
FAM161B
FNDC7
SYN2
KLK3
LLCFC1
CASR
CENPV
PRTG
LINGO1
SPSB4
MORC2-AS1
FOLH1B
HSF5
NAPB
KRTAP5-8
RPL13AP17
ALS2
TXNDC11
PHRF1
FXYD2
AEBP2
PCDH19
ERLEC1
CRMA
PLA2G2D
SPDYE1
TSPAN18
ERCC4
PRAM1
GTF3C2-AS1
RELL2
GABRR1
HDDC3
OIT3
LINC00687
PLG
ZFP41
SLC6A17
HM13
FGF18
LNP1
ZNF880
CALN1
RHAG
ZNF818P
KLK5
C20orf203
ZNF721
UBE2DNL
COL11A2
TRAV25
PIWIL1
FAM210A
SUN5
MT1G
CACNG1
MSS51
ZBTB8A
TRIM52-AS1
DIRAS1
CACNG5
TBC1D21
H4C5
ILF3-DT
CDCA5
CPNE2
LINC00910
TMEM132C
CDNF
LINC01015
LINC00205
BDKRB1
C6orf132
CIDEB
CPNE5
CDC42EP5
UGT2B15
TRPV1
SPHKAP
SOAT2
MYO1H
SNHG4
BTF3P11
ROMO1
CATSPER3
AOC1
ZNF417
IRF2BP2
LINC00668
WDR5B
TRIM10
GPBP1
SGMS2
SWINGN
NOXO1
TSPY1
ITFG2
EPDR1
CDCA7L
CCDC13
KHDC3L
LINC00486
IER3IP1
KCNQ5
ADGRE1
FLYWCH2
FAM83H
KRT82
LINC00892
SH2D4B
OST4
TNNC2
MEIKIN
PPIL6
CCNDBP1
SCGB1D1
MYPOP
GPR31
TIGIT
IFNA16
IGFL1
C12orf54
NYAP1
COPS9
TMEM171
KIR2DS5
G6PC1
CACUL1
TICRR
TAS2R41
MATN1-AS1
SYT12
CSAG3
FATE1
RBM46
AP1S3
CIMAP1C
TEX29
LINC01016
TRAM1L1
SMCO3
C18orf21
IDH1-AS1
GRID2
LINC01348
LINC00934
FBXL20
LINC00905
ZNF775
ZNF793-AS1
GPR6
ATAD3B
C1orf56
CST11
MFSD14CP
GCSAML
CXCL17
RTKN2
METTL23
SCARF2
DNAAF4
LINC00658
BLID
GABRQ
SEMA7A
TMEM191A
RDH13
H3C6
SLF1
RARS2
BLTP3A
SCNN1G
SWI5
IFNA6
CD207
TMEM219
ZNF296
ESYT3
LRRC4
LRRC3B
REEP3
SLC22A12
TMC7
PWRN1
UBE2QL1
TRPV6
HTR6
ARL5B
PIMREG
HOGA1
KLHL5
BRME1
SPANXA2-OT1
ALKBH3-AS1
P2RY6
MFSD11
FOXP1-AS1
IAPP
GML
NADK2-AS1
EPSTI1
DIPK1C
ZBTB21
TESMIN
POC5
KIAA0825
RFPL3
KCNK6
HUS1B
RAPGEF6
KRT86
TMC4
ZNF667-AS1
ZNF610
SLC25A45
CTBP1-AS
DARS1-AS1
ZNF319
SFT2D3
ZNF665
GARIN5B
HCG4
TSSK6
ATP11C
ADAMTS12
DTNBP1
RPS10P2
ZRANB2-AS1
KCNA4
PPP5D1P
SERPINA3
RNF181
FBXL16
TYW3
MC1R
RSBN1L
KRTAP4-5
LINC01449
RNF217-AS1
SLC30A2
NLRC5
OR51B4
TMEM72-AS1
FLG2
MDS2
HOXA-AS2
S100A1
CYP4F8
NOL4L
TTLL10
PIM3
TAS2R39
MYH1
ZNF431
CPEB1-AS1
TBC1D29P
LINC01549
ZNF295-AS1
C19orf44
BMAL2-AS1
FBXO30
MYO18B
TUNAR
PROCA1
EEFSEC
TMEM139
ISL2
LINC01442
SCGB2A1
ERICH6
PTGFRN
CWC15
FAM120B
MRGPRF-AS1
CCR10
PCDHB7
H2BW2
NKX3-2
PMS2P5
NOTUM
SLX4IP
RPS15
TRBV21-1
LINC00555
NMUR2
OAF
PDX1
DMC1
PCDHA3
ANKRD45
SMOC2
TCHH
GRAMD2A
MTUS2-AS1
ADAM3A
MRGPRF
NXNL1
EGFEM1P
CLDN6
YIF1B
TMEM235
LINC01592
KCNH3
RTKN
FBXL19
FAM181B
ZNF333
LMOD3
ZNF41
KANSL1-AS1
PHLDB3
DMRT3
CADPS
DCBLD1
PPP1R2C
LINC01494
CRHR2
VKORC1L1
DNAJC9-AS1
CPT1C
SASS6
TRAV30
C9orf131
NAT16
DISP1
ITLN1
CAPN9
POU5F1P4
NT5DC4
WNT2
KATNAL1
OCIAD1
RSPH1
ITGA9-AS1
GTF2H2B
ADAM21
PRRT2
SPIRE2
NHERF4
GLP2R
MPEG1
SERPINB9P1
EEF1G
ADAM33
CD300LD-AS1
WASHC2C
MIR663AHG
FAM98C
ARL14EP
SCUBE3
ADGRF2P
SLC23A1
USP37
LRRC57
ADGRF4
KIAA1328
RAB34
MYCNUT
P2RY4
KISS1
CYP1A1
IGSF8
ZMYND12
NLRP13
TPCN2
ZNF560
CCDC17
TTTY10
MAGEC1
KIAA0408
TAAR2
CPA2
PF4
TIGD3
BRSK1
EMILIN3
RTN4RL1
LINC00899
ANKRD60
ANKRD18B
FUCA2
GOLGA7B
TMEM117
STARD9
OR2L1P
CCDC184
MAP3K19
JAZF1-AS1
LINC00638
AANAT
KLHL41
MGAT4D
ATP13A5
CCDC54
ACVR1C
MLN
UFSP1
CCDC183
OTOR
OR8D2
NMRAL1
SUSD2
LINC00993
CCDC40
CDH12
RNF32-DT
LINC00515
FUOM
LINC00664
EPHA1-AS1
C12orf50
PRDM16-DT
FRMD1
ZRANB1
TREH
SLC25A25-AS1
IGSF11-AS1
PEAR1
ASIC4
NOPCHAP1
GPR12
APCDD1L-DT
PCAT6
ZXDB
ARL5C
MALRD1
ZBTB47
CALHM3
KAAG1
UBLCP1
NIFK-AS1
FGF3
GNPTG
KIZ
NUDT16
GRIN3B
PAFAH1B2
GOPC
PGLYRP2
LIN52
FEM1A
FOXP1-IT1
AKIRIN2
ZNF485
UGT2B28
PURB
STAMBPL1
ANO7L1
ST8SIA6-AS1
MDGA1
PROSER2
COL27A1
LINC01281
LINC00572
MYCNOS
IFNA7
NUDT10
HECW1
ADGRD1
GCSH
SLC7A3
IGKV1D-13
KRTDAP
LINC00540
ANKRD53
EIF3FP1
ZBTB49
GCNA
COX7A2P2
LINC01362
STOX1
ABHD17C
APLN
PALD1
ZNF404
ZNF620
C5orf63
CEMIP
NTPCR
MGARP
PCDHGA4
LIN28A
BOLL
PCDHGB5
PRMT6
TMEM128
ZNF697
ESRRB
CYP2T1P
CCAR2
LACRT
LGI3
CARD6
NAPSB
C7orf33
DEFB122
MIGA1
NKX2-5
PLCD4
LINC00867
C16orf78
COQ8B
IGFN1
MTFR1L
NALCN
UGT1A1
BPIFB4
GLYCTK
PGLYRP1
NEU4
FRAS1
LINC01539
AKR1D1
WHAMM
SYNPO2L
TLCD5
RRS1-DT
BCO1
ZNF205-AS1
FAM124A
CCL27
POC1A
ADGRG3
TDRD9
LDHD
MIEN1
SLC16A9
GRM4
GATA3-AS1
TTTY5
FRG1HP
VWCE
LINC00955
IL3
ARL6IP6
CFAP54
CLVS2
BORCS7
LZIC
LYG2
LSMEM1
GP9
CCDC32
UMOD
RCSD1
PCGEM1
LRRC69
ZNF486
CECR7
NHSL2
WDR87
KRBA1
MS4A15
OGFRP1
LAS1L
ESPN
ACTL7B
OR5AK4P
ZNF823
ABCB11
MAN1B1-DT
PPTC7
ATP8B3
IGLV2-14
HDAC10
CREG2
CCNK
GGACT
ATAD3C
MAFG-AS1
RTL10
SPMIP5
VEPH1
ENAM
PCDHA10
MAPK4
ZIC4
ZNF233
ZNF575
ABCC13
RTN4R
TNKS1BP1
SEMA3D
ZNF816
DDIAS
CELF5
DSEL
FLVCR1
CARS1-AS1
ZBTB20
TECTB
HCRTR1
GRM8
PDZRN3-AS1
TVP23C
GPR174
GRPEL2
OR7E47P
PRLH
RCVRN
HDGFL1
ZSCAN4
SSMEM1
SLURP1
CSTF3-DT
LINC00261
TUB
SMDT1
GNRHR
RPL23AP32
ATP23
TRBV16
CELF2-AS1
PON1
MTBP
PCGF5
RNASEH1-DT
CHRM3-AS2
TUBAL3
UGT1A8
LINC00907
ARL16
PHLDB2
ENTPD5
NKAIN3
LRRCC1
USP38
JPX
RIPPLY1
MICU3
AXDND1
GSN-AS1
PRXL2A
ZNF287
MMP24OS
SPATA17
RFT1
MEG8
FMO6P
SERPINI2
ANKS4B
FBRSL1
AKR1E2
HBZ
PTPDC1
SCFD2
MYL3
ITIH1
PRRG3
SLC40A1
LRRC46
ZNF674-AS1
CYSLTR2
AGRP
INHBE
CCDC38
CYYR1
NOS1
COQ10A
FAM222A
OR51E2
TOMM40L
STX19
RPLP2P1
LACTB2-AS1
OR51A10P
KCNJ11
GJB6
OMP
LINC00244
ACRV1
KLHL17
CHRNA1
KCTD21
JMJD1C-AS1
UGT2A3
NCEH1
MTA3
NEUROD1
WDFY2
IQCD
USF3
LINC01622
SUMF2
CNOT10
TRAV26-2
RDH8
H2BC15
PEX5L-AS2
ACRBP
STRA6
EXOC3-AS1
CCDC150
LDHC
KRTAP1-5
SRXN1
EFCAB7
GJA10
FSD1L
ZNF583
NEXN-AS1
MRGPRX2
LINC01241
BTN1A1
LRRC2-AS1
CALML6
LRRC3C
TOGARAM2
LORICRIN
GCM1
SLC10A7
SEC11C
GNRHR2
AKAP4
TRIM64EP
OSTC
RASD2
RERG
MIPEPP3
OR1A1
LINC01618
TMEM63C
SENP1
TEX46
PNLIPRP2
IFNW1
LINC01104
TMPRSS6
LINC01141
CCDC110
VPS50
NAA25
KIF6
LRRC7
UCK1
CFAP58
RGSL1
H2AC10P
TRIOBP
CCDC8
STK36
SARNP
ATE1
SNHG9
KCTD18
CCL7
TSTD2
NUDT22
RIPK3
IL17F
TLX2
LINC00347
LIX1
ZNF608
ZBTB7C
SNORA71A
RAB30-DT
CLSTN2-AS1
SLC47A2
STYX
ZFP14
TYMSOS
MC5R
STXBP5-AS1
TMTC1
FAM78B
IL37
GLDN
OR10A3
PRMT9
MLLT10P1
PLEKHM3
OR10A4
GAPT
SPACDR
MTHFD1L
TMEM87B
PANTR1
ERRFI1
ABHD14B
KCNT2
PPM1M
SLC12A2-DT
CREB3L4
C11orf16
PITX1-AS1
ARHGAP5-AS1
NOX1
AHSA2P
TRUB2
AFF3
SH3D19
PECAM1
TREML5P
CABS1
ZNF501
CLEC4GP1
FGF17
FENDRR
ZNF385B
PGM5-AS1
ZNF77
FCRLA
CIMAP1D
SPIN4
BPIFA2
TEX36-AS1
SFTPB
ZNF514
ADRA1A
CREB3L3
BPI
SPINK6
RP9P
CDKN2A-DT
PAIP2
FAM219A
TMEM19
SCOC-AS1
PLA2G4E-AS1
CXorf38
C5orf47
LINC00862
SHISA6
OLIG3
AGMAT
DUX1
DANCR
TMEM45B
SLC25A39
ZNF121
SYTL5
LINC02907
ZHX1
LINC00558
AMHR2
TSC22D1-AS1
APOA1-AS
SHLD1
STATH
WFDC12
LINC01121
C8orf17
GUCA1A
YWHAEP7
SPATA25
PTOV1-AS1
FAM104A
PRR5-ARHGAP8
RBFADN
PHYKPL
PXT1
