NDUFA13
UBASH3A
TNFSF18
CLEC4E
TMPRSS6
ZNF573
BTN1A1
GLRA3
AKR1C4
KLRC4
CA5A
ASGR2
FOXB1
MROH9
SPATA31F2P
SPINK2
HAP1
MAGEA12
TNFRSF8
WDR5B
KLK5
WNT8B
SLC39A2
RNASE2
SYT12
GRM8
GCG
G6PC2
ERV9-1
NR1H4
F7
SLC38A3
TESMIN
MMP25
ZNF26
ETV2
TKTL1
CHAT
LRCH1
ZNF81
MGAT5
MEIS3P1
SLC17A3
KRTAP2-4
NAA11
GC
TH
BORCS8
SEMG1
TRMT9B
DCSTAMP
IL9R
CDH17
CST4
LYPD1
TFDP3
KRT33A
SNTG2
GRID2
ZNF410
IGLL1
CRYBB3
CEL
CHRM2
CDX2
RLBP1
SLC2A2
SPIB
COX20
SEMA7A
SH2D3C
BRDT
CAV3
MLLT1
POU5F1B
FNDC8
IGLL3P
RHD
SLC22A1
CCL17
H4C7
RBPJL
CALCR
PCDHGA11
S100A1
H3C1
FSCN3
IL21
HRH4
AMN
GNRHR
HEXIM1
PITX3
PRAMEF12
BCO1
NTNG1
SERPINA3
SPRR3
PROC
CFAP43
MPL
CST8
BCAS4
C8G
TAB1
GPS2
KRT83
NR5A1
PCDHGA8
INO80D
TMEM35B
ITIH1
PSG4
OR2J3
TMEM19
LINC00328
PNLIPRP2
GPR35
LYRM9
TCTN2
CEMIP
DAO
TACR2
TMEM238L
LCN1
ZNF41
SLC6A4
SEC14L4
ALPG
GRIN2B
MCHR1
SHC2
CELP
GABARAP
TAS2R3
PYY
H2AC11
C8A
SLC10A2
CCDC71
FRG1CP
NPPC
GYPE
RXFP3
KDM5D
PCDHB1
GUSBP3
SLC39A7
CD8B
LGALS14
ABO
SERPINF2
IGKC
TRPV6
MYH15
RNF113A
CRYGA
EPB42
CYP2F1
AMHR2
SHCBP1L
SCGB2A1
FOXE3
CALM1
ADCYAP1R1
ANGPT4
ZNF749
TRPC5
CEMP1
KCNQ3
GRM2
TTTY14
SPDYE2
FOXH1
TRAV16
CRYGD
XIAP
BIRC7
RNLS
SYNPO2L
PRRG3
RPL23
PDE6G
NTN1
CRNKL1
PDC
LINC00963
MMP11
HERC2P3
H3C12
PRORY
MMP20
CLCN1
RBMXL2
CTRB2
ACTL8
RUFY2
ZNF814
PRL
PRDM16
H4C2
HAO1
SLC30A10
GUCY1A2
KRT20
TIAM2
EIF3FP1
SLC17A1
VWA7
BFSP2
GTF2H3
ARPIN
GFM1
CD24
C9
C11orf16
MICOS10P1
OXT
CHRNA4
SOX1
PRLH
MAPK4
H2BC13
PPIAL4A
CHRNA1
HBE1
PGC
SLC66A3
DDX28
AIRE
CST2
HAND1
APOC3
SLURP1
PPY2P
DDX4
MAGEA8
PSG7
NOX1
OR2B6
POU5F1P4
FZD8
SCUBE3
PRPH
SERPINA4
CSH1
KISS1
VENTX
GP1BA
SLC5A7
ZP2
CHD2
MAGEC2
SMR3B
IGHG1
KIR2DS4
TULP1
FOXL1
PRSS50
MYL3
CCDC40
SPPL2B
GPR173
EPN1
CHRNB4
ABCB8
LINC01482
SYCP1
SLC1A7
ZNF549
CFAP68
ACTG1
CENPS
GEMIN8
ASCL2
IGLJ3
IL12RB1
CXCL13
PLAC1
A1CF
PI15
ZNF322
SPO11
TEX12
H3C7
NPAP1
TMEM209
RDH16
HCG26
TNFSF11
ZNF43
BHMT
IFNG
C5AR2
ADRA1B
SRSF9
MAFK
GJA8
RBM7
ZNF507
ADAMTS20
HIVEP3
RGR
PTH2R
POLR2J4
GABRQ
SAP25
PIK3R2
PREX2
PNLIPRP1
MCM3AP-AS1
TMEM186
CFAP298
HCG9
MYO7B
LGALS13
MTX1
ANP32CP
ANXA13
ENTPD5
ERCC4
BTBD7
SLCO1B3
ULK4
MUSK
CEACAM5
PPFIA1
TMEM212
CHST4
RPL12P11
GJB4
CABP5
TTR
BEST2
CSN3
SLC6A20
OPN1SW
EPPIN
H2BC7
WNT2
ASB4
MTTP
ST7L
IFNA1
MYH2
SLN
GALR2
PSG6
UBC
CLCA3P
B3GALT1
TSPO2
PIWIL1
TDRD12
CDX1
TCP10L
ANKRD40CL
POU5F1P3
STX5
NUDT21
HMGCS2
ALLC
PRR11
EMC10
MPO
CELA3B
MZT2B
TM4SF20
EEF1G
LRRC3
LMAN1L
EVX1
MYL11
TRDC
DEPDC1
ZNF287
OR7E2P
HCRTR1
LALBA
LINC00302
ZNF613
GHRHR
NUTF2
H2AC4
MAGEA3
NPFFR1
MYH8
CYP3A7
ARHGEF18
RAX
OR2C1
SPAM1
CDKN2A-DT
GUCY2D
GABRR1
ARHGAP28
PDE11A
SHOX
GSTM1
MCF2L2
SLC22A7
NEFL
GAS8-AS1
SLC25A31
ABCA12
ZNF230
CD96
KCNA2
HRG
BPI
P2RX2
H2BC10
PTMAP1
POM121L2
IGLVIVOR22-1
HKDC1
CYP4A11
PTGER1
NR1I3
HOXD1
CCL24
SLC22A14
RPL39
ZNF611
RPL3L
SRD5A3
PADI4
ATG10
RHAG
AFP
PLXDC1
PITX1-AS1
POM121C
H2BC17
GPR17
CHRNA9
IFNB1
IL17A
SULT2A1
SLC4A5
GML
LHX3
NPBWR2
ZNF639
IRS4
LGSN
PDE6C
OR1D5
RPL23AP53
AMELX
ZNF80
PEAK1
KLHL35
H2AC10P
PRR34
ACKR2
GHRH
TUBB7P
ZNF587B
MAGEA10
LIME1
ADGRE1
AZU1
LORICRIN
FGF3
NGB
NACA4P
TRIM10
DGKE
POLR1G
SFTPB
ODAD2
BAHCC1
THSD4
PRDM11
KRT35
ADAM3B
PECAM1
ATP6V1G2
OR3A2
HAVCR1
LLPH
ROS1
OR1E3
ZNF8
DTX2P1-UPK3BP1-PMS2P11
LONRF1
TRIM56
BMP15
HBBP1
NRAP
MSX2
FRRS1L
CCL7
RFX4
DGKB
ARTN
SERPINA2
KCNG2
MATN4
BMPR1B
TRDV3
POMC
H1-6
NAT2
AANAT
ATP6V0C
CLPS
CDY1
SPRR2C
CDSN
FOXN3-AS2
MUC3B
SMIM14
TAAR2
CLC
TRAV12-2
DIAPH2-AS1
MTHFR
BCKDHA
DEFA4
PHEX
AVIL
ANXA2P3
PPAN
KRT4
ZSCAN2
LRIT1
MYH1
CACNA1B
CRTAC1
H2BC6
ADH6
CRISP1
SLC5A4
CRACDL
IPO4
ZPR1P1
ATXN3L
FMO6P
EPYC
ASIP
DHRS2
RHPN1-AS1
TSHR
LRRTM2
ADCYAP1
HMX1
TM7SF3
SIRPG
ADGRV1
MORN3
CTAGE11P
HABP2
SNX29
AKR1D1
IFI30
CYP26A1
MAGEA1
HSD17B1
TNP1
CYLC2
OPRM1
UPK1B
MELTF
RSPH6A
AGMAT
PRKCE
PAX1
RNF126P1
F9
NPPB
KIR2DS5
MFSD12
H2AC16
MBD3
IHH
SLC17A7
NKX2-8
CFL1
AMBN
HRH2
OTC
TRBV16
ATP12A
RBM12
GUCA1A
EXO5
H4C13
FANCF
KMT2D
SLC18A2
TULP2
GTF2I
OR11A1
AHSG
SRMP1
SIGLEC15
PRSS2
HBZ
AIPL1
EOLA1
TSPY1
SHPK
RPGRIP1
SLC19A3
GARNL3
ODF1
H4C8
KCNB2
UGT2B4
SYT2
TIMM10B
PON1
TRHR
SPRR2B
PGK2
MOB4
F2
GFRA4
CHRM3
CFHR2
CYLC1
TRH
IQCC
PIN1P1
SSTR3
CHRNB2
IGHV3-73
TREML2
SERINC2
SLC28A2
TCL6
ZNF208
SIX5
EXD3
BTNL8
ZPBP
KCNC2
LYZL6
PRND
LTC4S
POMZP3
AMBP
WNT16
COLEC10
HLA-J
FAM106A
CRX
TMEM92-AS1
AFM
ANKRD10-IT1
DEFB126
GPR6
TSSK2
LIPT1
DLX2
TRPM8
GIPR
CES1P1
PRDM8
ZNF780B
CAMTA1
ZNF674
PPEF2
NTS
PAPOLB
PCDHGA10
RAPGEF1
KRT81
WNT7B
TRDN
NDUFAF7
STATH
ANKRD7
DNMT3L
LRFN4
KEL
KRT19P2
ENTPD1-AS1
CHRNA2
TRIM17
P2RX6
EXOC6B
PSG1
PLA2G1B
TRPC4AP
MC2R
IMPG1
CCL25
TMEM265
ACTL7B
MAGEB1
F11
DCAKD
CYP1A1
ALPI
PPP1R2C
ANKRD36BP2
CRYGB
KCNJ1
CLEC4M
APOA4
CIAO1
FGF23
HAUS7
UBBP2
CDK11B
ACSBG2
KSR1
GPR50
PYHIN1
PADI3
LRRC31
SCD5
FSTL4
USP53
NOX3
LINC00260
NEUROD4
DEFA6
KCNQ4
NDST2
SRY
NDUFA2
FGF22
TACR1
FUT4
KRT3
CYP2C19
FSHR
ELANE
CCT8L2
TREX1
OR2H1
IL18BP
CHRND
DMWD
GPX5
OR2J2
MT1H
SLC45A2
TBC1D29P
RBM17
SLC18A1
OR7A5
APOA1
GRIP1
TM6SF2
H4C5
C7orf25
KCNS1
H3C3
RUNX1-IT1
MPIG6B
VPREB3
CHRNA3
DEF8
CHRNG
PCDHGB5
DKK4
LRAT
RHO
PDX1
TUBB1
SPINK1
PRM2
C8B
IGKV1D-8
MKRN3
HAUS2
NDST4
FFAR2
P2RX3
IFNA21
TPSG1
FASLG
GP6
TRMT5
BPNT1
PRKACG
KLF15
TAAR3P
GRM6
PF4V1
CHIT1
SPIN2A
NKX6-1
CYP3A7-CYP3A51P
CYP17A1
CYP11B1
GATA1
CD101
DSPP
CDH7
BRD7P3
TMPRSS5
LINC00597
EPHA7
LPAL2
EFCAB6
PDE6H
HTR4
OR10H2
HHLA2
EN2
MTNR1B
OR51E2
XRCC3
FBXO31
MLNR
FCAR
ELOA2
RGSL1
HCG4B
ODAM
CLEC1B
PNRC2
SLC13A1
KCNJ5
MMP8
GSTA5
CDX4
CACNA1F
FBXO4
SNN
DAB1
OR3A1
F5
KCNJ13
PCOTH
CCL1
ANGPTL3
GALR3
TLX2
PLPPR3
AKT2
ZNF362
INHBC
TAS2R14
NPC1L1
HCN4
POU4F3
PTCRA
FGL1
TESPA1
TRMT44
AHSA2P
GNRH2
BTF3P11
GRM4
FOLH1B
SERPINI2
CORO7
ATP4A
SSX1
ZNF214
H3C10
DRD3
KRT36
OR1E1
DNAH9
IL13
GPR32
IBSP
GPR182
RPL10L
KLK3
TRBV21-1
OR1F1
DELEC1
NOS2
DOT1L
RFPL3S
REG1CP
BMP8B
AGRP
GIP
NKX3-2
TMA7
OR1A1
MAGEC1
SPAG8
CTRC
DNAH3
HEXA-AS1
PPP2R2D
GLRA2
CHRNA6
CLXN
APOB
IAPP
TMC7
LINC01140
AFF3
GNMT
ATP1B4
RHCG
ACTBP9
H3C6
SHH
GCNT2
ANKRD55
MEP1A
OPRK1
PRPS1L1
ERVH-4
IFNW1
CYP2A13
BAIAP2L2
HHLA1
RBM12B-AS1
PTGER4P2-CDK2AP2P2
MYBPC2
SPATA1
INSL5
SUMO2
KCNJ14
PLA2G2D
PCDHGA1
TNNC2
LIPF
AVPR2
N4BP2L2-IT2
TAS2R4
ABCB11
PRSS1
GABARAPL3
IFNA16
MAS1
SSX5
PPP1R3D
NKX2-5
MOS
GNL1
RAI1
PCDH11X
NEUROG2
MRPL41
APBA1
TM9SF1
MLN
SEC22B
NEUROG3
HLA-DRB4
CNGB1
HSD3B1
NEUROD1
RPAIN
INHA
RFX1
FBXO24
SPICE1
GTPBP6
KRT33B
TGM5
ATP2A1
GCM2
HGFAC
PKD1P6
CRYBB2
SLC9A3
GPR52
IL36A
PGAM2
PDE12
SUMO4
LAMA1
TGM4
PTGDR2
RPS3AP5
NOL7
TPSD1
CA7
H3C2
PHOX2B
KRT12
KRT8P11
ESRRB
APOF
GDF9
NHERF4
PPEF1
CNMD
PAX2
SLC25A42
DMP1
BSG
AOC4P
COQ8B
CHIA
HBG2
PMCHL1
SERPIND1
GABRR2
HTR1B
GFRA1
NMRK2
ADCY10
DGKH
SCAI
ATP6V1B1
SIX6
ITIH4
KCNA4
FAM135A
A4GNT
PLA2G2F
CCN6
PPP4R3B
ASIC4
SAG
OR2S2
ALOX12B
F2RL3
TCP10L3
MSC
TUBAL3
PCDHGA9
LIN28A
GK2
ANKRD53
CKM
WDR83OS
RANGRF
CPB2
APOBEC3F
VN1R1
AGPAT3
MBL2
IL19
C6orf120
EIF1AY
SLC5A12
FN3K
RBP3
CCL27
GPR12
CCR9
GP2
KRT24
PVRIG
KCNC3
SARM1
P2RY6
TMPRSS15
KLK14
BTG4
PSG3
MS4A3
LHX1
TRAV10
PCDHA2
CD70
HTR3A
CRYBA2
ARHGEF38
RAB40AL
CABP2
ELL3
PKD2L2
ZGPAT
DIAPH3
GUSBP11
IFNA5
TPTE
H3-3A
BDKRB1
QPCTL
IGHM
TTC21B
CCDC198
HNF4G
NYX
EDN2
KRT8P12
CD80
ZNF205-AS1
RNF185-AS1
GPATCH4
PRG3
FBXL8
HMGB3P30
TNIP3
RPS10
GPR88
PMFBP1
CYP2B6
DNTT
H1-1
FCGR1A
PINLYP
ADH7
AGTR2
PWWP2A
TACR3
RAB40A
TMSB4Y
LINC00939
EIF4E2
ACTL7A
CDH12
LHX5
CALM2
DLX6
FABP3P2
SI
RC3H1
YBX2
CD207
ECEL1
FAM215A
ADAM3A
MAP3K14
FAM204A
WASHC2C
SEC14L1P1
OTUD7B
CYP2A6
WT1-AS
RPP25
TBX4
DDC
H2BC3
LPAR4
SPCS2
EVI2B
HMGB3P1
CRP
NKX2-1
CDHR5
DAZL
CYTL1
HOXB8
OR7E111P
RNASEH2B
ZNF213-AS1
UGT2B15
SDK2
ZNF37A
GTF2H2B
NUDT7
BMP8A
CLSPN
HYDIN
HCRTR2
ZNF747
TRBV5-2
CCZ1
CCDC70
PRMT8
FUT7
TRIOBP
SLC22A11
GDF5
OR1A2
TMPRSS11E
CYSLTR1
CASR
CRYBA4
NACA2
SCIN
GRPR
MAGI1
H2AC14
RCVRN
SCGB1A1
RHEX
TNFAIP8L1
GLRA1
TRAV21
TADA2A
RBBP4P4
HAO2
DPYS
KIR2DS2
IQCH
SCN11A
SPACA1
HLA-DPA2
ZIC3
PODNL1
OSM
GNAT1
MRPS11P1
LILRP2
KIAA0087
EMILIN2
LINC01558
NEU2
GRM7
CCNP
HOXB13
CA5BP1
SLC6A3
GRIN2A
SV2C
GOLGA6A
PRAMEF11
OR1F2P
WNT1
ABCD1P2
KIAA1614
EPB41
SMIM2
NAT8
ATP9B
PMS2P5
CELA2B
UTY
EREG
HAPSTR1
FARP2
HNF1B
TLE6
TTTY15
AQP6
IFNA8
LINC00563
VPREB1
MATN3
KCNK13
ZNF717
MUC4
HOXD12
SLC22A8
PNLIP
TRIL
GNB3
XCR1
ERN2
ZNF286A
ACR
AQP2
MEP1B
RRH
GJA3
NR2E3
POU1F1
NANOG
HTR2C
H4C4
MYF6
HS3ST3B1
SFTPC
SCNN1G
ZIM2
ZNF358
PROP1
GNAT2
FAM66D
PCDHA10
HNF1A
H3-4
RARS2
KLK2
SNX15
PGR
RPL23AP32
SOX14
ALX1
IL26
KIR3DX1
NUS1P3
NAA60
ZNF665
DNAH2
ERVMER34-1
TCHH
ACVR2B
THPO
SIK2
IGLV2-14
KCNH1
CTNNA3
MYH7
RFPL3
CDHR2
UTP14C
H3C11
FAM120C
SLC35F5
VGLL1
PCDHB13
LTA
SLC22A2
CRYBB1
SOX30
DNASE2B
BMP10
CTXND1
TCAP
LPO
EPB41L4A-DT
KRT15
OBP2A
CLIC1P1
DNASE1L2
CRHR2
COL11A2
TM4SF4
NPHS1
ACTA1
SARS2
VENTXP1
PLXDC2
FGG
SPECC1L
ESS2
F11R
ISL1
KIAA0408
BPY2
LINC00652
GP9
FGF8
TNNI1
ZBTB7C
ADAMTS12
GRIK3
TAOK1
TNR
GDF3
TMEM262
ZNF528
TMEM143
SENP5
LIM2
SSTR4
AHSP
SMCP
BRS3
GHSR
HTR5A
AKAP4
ITGA2B
INS
MSTN
RLN1
TCP11
ADAM29
KIR3DL3
CT62
ATOH1
ERVH-6
CDC37P1
TRPA1
IFNA13
KRT84
S1PR2
GMPPB
ZNF816
DSCR4
RAVER2
PSG11
C8orf17
IL12A
NTRK1
TUBA3D
ZNF324B
IGHV3-47
PABPC3
ZNF407
OPHN1
CD40LG
LUNAR1
USP6
IGKV1-5
SDHAP1
MRPS17
BIN3-IT1
TRPC2
H2AP
PURG
CD5L
CPA2
DMRT1
SLC2A4
HSD3B2
OTOF
ZNRF4
TBC1D22B
RPL18A
FEV
PAH
MBD5
MAML3
SLC12A3
MORC1
MS4A12
NPVF
FRMD8
H2BC4
NDUFS5
ELP6
COX6CP1
TMSB15B
FETUB
FIP1L1
MAGEB4
LINC00312
HOXB1
FAM224A
CALCA
LUZP4
NTSR1
MFSD11
TAF15
CXCL11
CYP11B2
VAX2
SSTR1
MIA
MAGEA4
SCGB1D1
TLX1
FAM13C
PAX7
PAX4
PRB3
ADAM21
C2orf83
ALOX12P2
SERPINB10
CRNN
CEACAM21
IGK
TFF2
RNASE3
CCDC30
PSORS1C1
OMP
GBX1
CA3
KCNH4
FTH1P5
IGH
SNHG17
UTS2
MUC5AC
TRPC3
ANGPTL8
SMIM10L1
PRSS3P2
FBXW10B
ABL2
GCM1
GKN1
GCNT4
REG1A
ZNF682
PITPNM3
HBA2
CBX2
PAQR5
ZNF257
FNDC11
PSMA2
F13B
OSBPL7
ZNF23
ATXN7L1
ZMYM6
TRAC
NCR1
CCR3
BTBD18
ZNF587
SPINK4
MYL1
NOP14-AS1
TEX13A
SLC5A3
CSTF3
LINC01361
PRR14L
PDCD4-AS1
ADAM20
KANSL3
OR2H2
COX7A2P2
DLX4
PCDHB17P
ZNF155
GPR15
IL5RA
PDHA2
IGLV4-60
FBXW12
PLSCR2
CCDC85C
GALR1
SLC12A1
ADD3-AS1
MT4
NDUFAF5
MAB21L2
OR7E47P
EFHC2
PCDHGB6
C10orf95-AS1
KRTAP1-3
LINC00342
CCR6
UMOD
CHRM5
LRRC19
NOL10
CSRP3
VASH2
AOC1
HTR1D
ALG9
ATP8B1
TEX15
IGHD3-16
ELP3
IMPG2
IFNA2
EDA2R
RABGEF1
RETN
HTR3B
REG1B
CEP41
APOBEC3B
MTMR7
CST1
KCNA3
IGFLR1
RS1
IRGC
RAB30
MYO1A
SPP2
POU6F2
GAPDHS
CSN2
RAPGEF6
CYSLTR2
PAEP
GPR25
TOR1AIP2
CXCR1
TRIM48
IL37
ABCA4
LINC00574
TUBBP5
S100A7
OR1G1
PCDHA5
L1TD1
CACNG5
FCF1
SYCE1L
NR0B1
LINC00837
GGTLC1
CCZ1B
BTNL3
COX6CP2
TEC
PRDM14
NDUFA7
NDUFB2-AS1
MYH6
RDH8
UBXN8
MC3R
CSPG4P1Y
RTEL1-TNFRSF6B
IRGQ
NAT8B
WNT10B
TAS2R1
SRD5A2
TRGV5
H2BC15
KIF25
CPS1-IT1
SLC25A21
UTF1
ANOS2P
MYO15A
KLRA1P
FUT5
PCDHA3
TPH1
MC1R
ZNF493
OBSCN
COPG2IT1
RET
SYN2
CFHR5
RPLP2P1
MEFV
HUNK
EFNA2
CACNG1
IL9
OR2F1
OR7E156P
ZNF471
SLC6A7
ELOA-AS1
TECTA
PRG2
MCF2L-AS1
ZNF160
TCEAL1
SCN10A
RAD21L1
ZNF480
CYP4F8
GORASP1
EDDM3B
FXYD2
AFF2
SLC5A2
THRB
PTHLH
XRCC2
GSTT1
RCE1
PIMREG
CAPN9
SLC7A2
KIZ
LINC01587
ENTPD2
LILRA1
HAMP
MYL10
PPP4R4
FCN2
MRC1
LINC00474
ZG16
IL1RAPL2
SCN5A
OR1D2
PSG5
CCNK
BBS1
GPA33
DCC
MMP13
TAS2R8
TUB
DPEP3
GH1
KPLCE
C21orf62
ADAMTS7
ONECUT1
ADRA1A
KRT85
KIR3DL1
HSPB2
MMP7
SYN3
TEX11
CMKLR2
CT55
OR2B2
KCNE2
TRAV13-1
HTR7
GPR45
RPL21P2
LEFTY1
HEYL
ZNF137P
COL11A1
FCGR1BP
ZFYVE16
FAM76A
NEUROG1
OR2F2
SLCO5A1
ID2B
ALK
ACSM1
CLDN9
IGKV1OR2-108
MAT1A
TNFRSF13B
ATF7
GDF7
DBH
TXNDC16
MAP1LC3C
CYP4F2
BLOC1S1
KHDC1L
PTPRS
HMHB1
ELK2AP
GFRA3
DRD1
ASAP1-IT1
SMG7-AS1
RPS28
SLC28A1
MGAM
GSTCD
MMP24OS
LINC00588
ZNF223
ANKRD40
RPS2P45
FGF20
BAGE
FAM90A1
RABL6
ASCL3
ALDOAP2
FTCD
ANKRD34C
RPL27AP
DGCR6L
LAS1L
PRB1
INSL6
REG3A
PARD6B
USP29
CATSPERZ
LDHC
IL22
MIP
SPAG11A
VTCN1
UBE2NL
ESPN
CLDN17
PTPRJ
H4C3
LBX1
GZMB
DRD4
SLC13A4
AVPR1B
ZCWPW2
IGKV1-17
CLDN6
DKKL1
STRA6
PAFAH1B2
JPH3
SLC17A4
PHAF1
CST5
YWHAH-AS1
AICDA
ULBP1
CASP8AP2
DDX51
GCSH
YIF1B
OR7E12P
KLK8
SLC22A18AS
MYEF2
GEMIN7
OR7C1
TMED7
PGLYRP1
PMS2P1
CNGB3
PAGE4
SLCO1B1
SPTLC3
NBPF1
SLC30A3
CMC4
CSHL1
AGBL3
PADI1
CFTR
SOX11
ZNF85
BPIFA1
AURKC
FGB
TAPT1
HCAR3
TMEM30B
SPINT3
SEC14L3
RPS10P2
MMP26
CYP2W1
IGKV1D-13
GAST
RAG2
REN
BMP3
CYP2U1
SIX3
KIF24
H4C9
GTF2A1
APOH
LECT2
POU4F2
OR7A17
PRB4
ADGRF1
H2BC14
SLC4A10
IFNA17
EMG1
PRSS3P1
FRAS1
DCHS2
MTMR10
OR52A1
GUCY2F
P2RY4
PLAC4
B3GALT5
KRTAP9-9
CPA1
ZNF702P
ZNF556
TRAV9-2
PLA2G10
HLA-G
TLX3
LRRC75B
MTNR1A
SLC25A40
LRRC37A2
KLF1
AMH
MGAM2
DNAAF8
RASSF9
KCNE5
LCE2B
PPBPP2
HMBOX1
TDRD3
FAAP24
LY6G6D
KIR2DL3
FOXD3
EEF2KMT
GBA1LP
SLC35E2A
MUC13
LENEP
GCGR
MIR622
USP9Y
RPS11P1
NOS1
MAGEB3
ABCG5
PAX9
DRD2
DRD5
HCRT
EXOSC1
PIP
NTN3
EMX1
MRPL52
C22orf31
SCTR
IL4
VAMP2
TSSK1B
OCM2
C1orf56
CEBPE
H2AC15
HNF4A
KIR3DS1
SFTPA2
ADGRG3
MUC8
CPLANE2
FAM118A
WSCD2
GUCA2A
MASP2
RNF186
SYTL2
MAGIX
SHANK1
PRM1
IL12B
MYO3A
BTN2A3P
TAS2R9
MED31
GNGT1
ZNF157
CCR10
PKD1L1-AS1
CYP2A7
AQP8
TXLNGY
TSBP1
GLP2R
S100G
FKBP6
FBXO17
KIF13A
TRIM16
NPHS2
CFHR4
PPP1R14D
ADAM2
APOA2
C1orf105
CNTN6
CENPJ
CPN1
AGXT
CRLF2
TSHB
GPR75
SLC18A3
CADM3-AS1
IGLV3-10
COL2A1
FSHB
CLDN16
OLFM4
HCG4
ZNF141
CYP2D7
GYPB
TMSB4X
CBARP
PDE6A
DCT
STAB2
MSMB
LAT
SLC26A3
HYMAI
CPLX3
ZNF205
IGHV1-69
KRT86
MYL2
UGT2B28
BRME1
ZIC4
HOXD13
MDFI
OR6A2
XYLB
CEACAM4
CYP24A1
NMUR1
MYH3
LHB
IGF2-AS
TAT
C19orf73
RBFADN
SLC26A1
FABP2
LCT
JRK
ANKRD36B
TIGD6
ATP6V0A4
SPATA6L
GFI1B
CADPS
BTC
THAP9
MSI1
ZNF721
H1-4
CSN1S1
CBLIF
PLA2G2E
GSN-AS1
DMBT1
DND1
CEACAM7
OAZ3
COL19A1
NPFF
SHISA6
HTR1A
CD1B
XIST
STX18
LDHAL6B
KRT13
HPX
STK32B
SLC13A2
C2orf27A
PYY2
WRNIP1
MUC2
KCNV2
TBXT
PTOV1-AS2
CCDC87
ARFRP1
VEZT
MUC7
CCDC7
MSLN
OPRD1
CLCA1
SKIL
PMS2P2
OR10J1
INSL4
FGF18
SLC66A1
ZXDB
TAAR5
ZNF778
RFPL1
APOBEC1
TTPA
H1-5
ATXN8OS
GUCA2B
HTR1F
TRGV7
GH2
FCER2
GBA3
PPIL6
CHST5
SENP2
UCP1
SIGLEC6
IKZF4
OR7E19P
CHODL
CLK1
PKD2L1
CDKL5
AVP
SPC24
FABP1
LY6G6E
FSCN2
EID1
HESX1
SLC16A8
MYOD1
WFDC8
PMCH
KCNQ1DN
C11orf71
PSPN
SSTR2
MYH4
DUSP21
RNF32
TFF1
ERCC6
SLC4A1
ANXA2P1
RAG1
IFNA14
NHP2P2
CNTFR
VCX2
CRYGC
DRP2
CRYBA1
PPIAP21
SHC3
C3orf36
UGT1A8
TAS2R7
DCAF7
INHBE
ADRB3
MAPK12
IGFBP1
PRKY
RPE65
ONECUT2
G6PC1
ZSCAN26
PABPN1
RNF17
ST6GALNAC5
ALB
ANP32D
FGF17
GPR18
IGFALS
SLC34A1
PAGE1
MAGEC3
C6orf15
SCN2A
ZNF492
PTTG2
CCKAR
IFNA10
SCT
POU3F4
COL10A1
BTNL2
PBOV1
ADGRE3
IGKV4-1
USP32P2
ZNF221
CSH2
SEMA3D
CFAP70
IFNA7
EPS8L3
SLC3A1
LGI2
HECW1
NPY2R
GDNF
SAA4
IGHV3-72
