KCNC2
KIR3DS1
TREX1
MGAT5
KCNA2
MYCNOS
NTN3
ATP8B3
HBZ
INHBC
MELTF
EFNA2
PTGER4P2-CDK2AP2P2
SPTA1
RNF126P1
NR0B1
LPAR4
PCDHGB6
RNF32
WNT8B
SCIN
OR7E47P
GSG1
MAML3
KIAA1614
SIRPG
ADAMTS13
TRDC
SMR3B
HLA-G
HTR1B
P2RY4
PRRG3
CACNA1E
SPACA1
TTTY15
CSN3
C1QTNF3
FUT7
UBE2E3
TACR1
PKD1L1-AS1
PIN1P1
PAX7
BAGE
PRR14L
DIABLO
WFDC8
ALLC
CHAT
BFSP2
EIF4E2
KLK14
TBX10
CHRNE
GKN1
ADRA2B
SOX11
HNF4A
KCNE2
TRIM10
CYP24A1
ALOX15
NAA11
PSG7
TCEANC2
RAPGEF1
POLR1B
TEX12
GSTCD
DKK4
PAGE1
ADAMTS20
CACNA1F
LEFTY1
IRGC
PGLYRP1
EEF2KMT
RNF17
LCE2B
SERPINF2
KLHL1
PTH
INHA
SHH
ONECUT2
EID1
NUDT7
RFX4
MAPK12
KHDC1L
SRMP1
H1-6
OR1A2
FOXD1
CDSN
CPLANE2
AFM
RPL12P11
HBBP1
HTR1F
TMC7
GRIK3
IL12RB1
KCNF1
USP6
RPL23AP32
ZNF141
UTF1
GPR182
ABCB8
RHAG
HABP2
PKD2L2
OVGP1
CLEC4E
SLC2A2
MYH1
SOAT2
GPR75
CPA1
COL11A2
ZNF721
NKX2-5
ATG16L1
RGSL1
ETV2
LINC00574
GOLGA6A
PRDM11
CRHR2
SYTL2
CYSLTR2
CRYBA2
RPGRIP1
ZBTB20
IAPP
NMRK2
AZU1
LINC00597
PTOV1-AS2
PGK2
CDHR2
VSX1
YBX2
CPB1
CYP2B6
MGAM2
TRPM6
SLC30A3
OR1D5
MYL10
SPO11
SLC12A1
HECW1
USP29
TNR
HTR1A
TDO2
DNAI1
MUC6
PRKG2
CRYBB1
PDCD4-AS1
PRDM14
CRNN
BLOC1S1
FXYD2
H2AC4
AVPR2
ADAM7
MT4
H3C2
BMPR1B
SYCP2
KIR2DL3
PRDM9
CPN1
LHX3
APOA1
LYSET
TNNC2
DDR1-DT
OR1D2
VPS50
EXO5
DMC1
SEMG2
KLK2
MPO
CLDN6
DLGAP2
SLC6A20
ST6GALNAC5
MMP13
MUC13
FBXO31
PAX2
KRT12
HBG2
THSD4
NPAS1
KRTAP5-9
SIGLEC15
G6PC2
SERPINA2
PAPOLB
TCTN2
EIF1AY
ADAMTS7
RLBP1
EPHA7
PDE6H
TM9SF1
S100A7
CCDC30
SLC22A18AS
ELP3
UPK3A
C10orf95-AS1
SYNPO2L
MBD3
RPS3AP5
SPAM1
OTOF
PF4
PTH2R
C16orf95
ERC2-IT1
SLC5A3
SSTR2
IFI30
CLCN1
UTY
IGHV3-72
OR2J2
GABRR2
TTC21B
KLHL35
GPR27
CCR10
MLLT1
RDH8
DOT1L
CLCNKB
DHRS2
SSX5
TAB1
FABP1
GUCY2D
OR1E3
MIR622
LY6G6E
RAB9BP1
CYP3A7-CYP3A51P
SPMAP2
TCP10L
IFNA10
HAPSTR1
KRT35
RIOX1
CHRNA1
MUC3B
UGT2B15
SHPK
NDST4
ZNF286A
GTF2H3
OTUD7B
SLC12A3
INS
CT55
CACNA1S
KCNJ5
BTBD7
IFNA1
OBSCN
WNT2B
SCN9A
PSG6
TH
IL21
IGLV3-10
PTHLH
MIP
CASP8AP2
NR1H4
TRMT44
MUC4
ZNF702P
ZNF410
AGBL3
TXLNGY
MYH15
LINC00652
IGLL3P
ZNF674
ANKRD10-IT1
EMG1
POU5F1B
RAG2
PDE6C
SLC28A1
ITIH4
PHOX2B
LORICRIN
PEAK1
SLC5A5
TRAV10
TM4SF4
TLX2
ZNF556
ZFYVE16
ZNF613
IFNA14
GHRH
TRPC2
LMX1B
RBBP4P4
ELAC1
ULK4
TSBP1
SPCS2
CNTFR
RPE65
SCGB2A1
CYP2B7P
SEC14L3
PRR34
NDUFAF5
IL22
COPG2IT1
ZNF587
GJA3
ADGRE1
EPB41L4A-DT
RARS2
SLC5A7
CNMD
IL5RA
SERINC2
OR5I1
CLK1
PHF14
OXT
HEYL
RPL10L
PAH
ACSBG2
LALBA
IL5
RPL23AP53
HOXB8
VEZT
SIX3
LHX5
KIR3DL2
MC3R
SLURP1
IGKV1D-8
ZNF223
H2BC7
KLK3
ADCYAP1R1
GAPDHS
ATXN7L1
TRBV16
IGHM
ZNF362
SPINK1
RNASE2
SLC35E2A
PPP1R14D
H3-4
WT1-AS
OTC
SNX15
CTNNA3
RPAIN
HNRNPA3P1
CBLIF
COX6CP2
KIAA0087
GJA8
CMKLR2
TSPY1
CPA2
RCE1
OR3A2
PRB1
LINC01140
NPY5R
C1orf56
IGHD
SSTR1
CCDC87
H4C8
PSMA2
FBXO4
IQCC
OR7E2P
ADGB
SCAI
ADRA1A
SLC6A5
ASAP1-IT1
PRM2
LAMA1
ALX1
IL1RAPL2
MAP1LC3C
KCNH1
TRAV13-2
UBQLN4
IL4
P2RX6
MC1R
OR7E12P
CFAP43
CRACDL
CYP1A2
LAS1L
CEBPE
NUS1P3
FEV
SLC18A2
IFNW1
SLC3A1
NPPC
ANP32CP
PREX2
MMP7
OR11A1
SNX29
NKX2-1
ZNF280A
ADGRE3
CRYBB2
GRIN2A
PADI4
CRYBA1
ZNF480
MYO3A
MAGEA3
UPK2
TTPA
GNL1
SLC4A1
ZNF780B
CALM2
TUBB7P
GNRH2
CCDC70
SLC4A5
GLRA1
PSENEN
XCR1
H3C11
TSSK1B
MYF6
POU4F2
OR1F1
H4C3
CNTNAP3P2
NTNG1
SHISA6
NDUFC2
ZNF747
GLP2R
DMWD
GBX1
MATN3
AGMAT
ACSM1
TONSL
CSRP3
CEL
HTN1
H2BC15
MLN
F11
TAS2R13
FOXN3-AS2
RASSF9
GUCY1A2
REG3A
NR1I3
HNF4G
PGR
CASR
OVOL3
P2RX2
FAM66D
CADPS
PRLH
CDC37P1
KIF25
GNRHR
GDF9
CADM3-AS1
TRH
LHX1
OR2F1
DNASE1L2
GLRA3
CHRNA2
SCTR
SIX6
XRCC2
CA3
HYMAI
COL19A1
MCF2L2
NPPB
SPRR3
NOX1
CHRM2
CCR6
MYH4
TRIM56
TLL1
TAS2R7
GPR6
N4BP2L2-IT2
PRTN3
PON1
LLPH
BTNL3
ZNF208
TM6SF2
TRBV10-2
PPEF1
KRT20
SLC28A2
CLDN14
MST1L
GPR52
KLHL28
LRRC31
IFNB1
RBP3
KNG1
SLC25A40
RPS15
B3GALT1
PDE6A
ASMTL-AS1
CIAO1
SLC5A2
C8B
CRYGD
CYP2U1
CEMIP
KRT24
KRTAP2-4
TNFAIP8L1
GPR50
DCAF13
NCR1
MAGEA6
HLA-J
H3C10
SIX5
FGF6
TAS2R4
ECE2
NEU2
SPECC1L
CBX2
MTRF1L
CEACAM7
BPNT1
H2AC16
CST5
TMSB15A
HTR7
EPX
MS4A3
CFL1
SDK2
SERPIND1
H2BC3
HOXB1
ACKR2
PCDHA10
PPBPP2
SIRPB1
TUBA3C
TRIM58
PI15
GJB5
CLDN16
OR52A1
ARR3
SLC34A1
MTNR1B
FGF18
PAGE4
EN2
SAG
NPVF
APOC3
GPX5
CHIA
GUCY2F
TNP2
PDE11A
BHMT
CDK11B
SPAG11A
EEF1G
CELA3B
CYP4A11
ATXN3
SNHG17
SERPINA10
CYP3A43
GNB3
PCDHA5
LRTM1
KEL
MAGEA11
LRFN4
SLC10A1
UGT1A8
PPEF2
PLPPR3
MKRN7P
CFHR4
BTN1A1
PRAME
GUCA1B
ZBTB7C
UBASH3A
UGT2B4
OR7A5
GFRA3
FAM215A
RBM12B-AS1
IGHV3-73
GRM4
MKRN3
KCNV2
AMN
FOXH1
GP2
BIRC7
SRSF9
NTRK1
MUC2
SLC17A4
MUC16
NME1
APOL5
POM121L2
GRID2
MYBPC2
SEC22B
ODF1
KRTAP9-9
SYCE1L
F7
IGHD3-16
GPATCH4
IGFBP1
GARNL3
TPSD1
DGKB
SLC30A10
SRD5A2
PLEKHS1
ZNF287
TRPA1
KCNQ4
TTR
GFM1
LEFTY2
VAMP2
NAA60
ANKRD40CL
ZG16
IRS4
ZNF157
ADRA1D
IGHV3-47
PNLIPRP2
ANKRD40
OR7E111P
MMP24OS
FAM30A
ZSCAN2
ACTA1
MICOS10P1
MLLT10P1
EPPIN
ATP4B
HCN4
MMP26
CCDC40
CHRNA6
TCHH
ARHGEF18
MSI1
PLSCR2
PHEX
H4C9
RLN1
RGR
NKX3-2
MCM3AP-AS1
RHO
FBXW12
INSRR
CD80
NOX5
KLF15
GUCA1A
HSPB2
POM121C
DKKL1
OR1A1
PRPH
PDHA2
GPR32
LUNAR1
PRPS1L1
IGLL1
CHRNA5
ZNF835
RTEL1-TNFRSF6B
NPHP1
GPR173
LGSN
SLC13A1
PTTG3P
H4C4
SEMG1
CYP2F1
XRCC3
CCR9
HMX1
MYO1A
S100A1
OLFM4
KPLCE
SLC25A21
DRD2
TRAV12-2
DGKH
OR2H1
MS4A12
MFSD11
WNT7B
MCF2L-AS1
PRDM8
UTP14C
ANKRD34C
MUC7
IL25
GSC2
H4C7
NOP14-AS1
ANXA2P1
SCN5A
RBPJL
PCDHGA8
GPS2
MAS1
CSH2
PAEP
SCGB1D1
HCRTR1
ZNF221
NHP2P2
ZNF230
PCDHGA11
DIAPH3
SLC22A11
PPP4R3B
DISC1
SEMA3E
MSH4
CCR8
PCOTH
HMGB3P30
AHSP
TAS2R1
CEACAM3
SULT2A1
FAM90A1
MSLN
TMSB15B
RIPPLY3
SI
PVRIG
RABGEF1
NYX
LUZP4
LIN28A
ALX3
MGAM
CCDC85C
SPRR2B
PPFIA1
NANOG
CCKAR
TCL1B
CABP5
KIR2DS5
AKT2
APCS
FRAS1
C11orf71
CSN2
TMEM238L
DEPDC1
ANKRD55
SLN
REPS1
CDX4
FARP2
H2BC6
GPR18
SEC14L1P1
FUT5
TUBA3D
CCNP
CHODL
GALR2
GGTLC1
HCAR3
MAP3K14
MYL7
MDFI
POU4F3
SYN2
CTRC
GPR12
SLC17A2
NACA2
KCNS1
ESRRB
TMEM209
SPP2
ELOA2
BAIAP2L2
ZNF549
FAM13C
FN3K
H3-3A
TAS2R14
UGT2B28
PADI3
PSG1
DCT
SFTPD
WNT1
GABARAPL3
DCAKD
OR2C1
CRP
GBA3
TLE6
ANKRD53
HKDC1
TMEM143
COX6A2
ST8SIA2
ASGR2
GSTA5
MMP25
RAD21L1
OR1E1
GPR35
GPR45
PPIAL4A
GFRA4
KRT86
ADGRF1
KRT4
ABCD1P2
AFP
NPPA
NPY2R
EVX1
BORCS8
LHB
PMS2P1
UTS2
SLC22A2
CLDN17
PRM1
CMC4
TP53TG5
PTMAP1
NOS1
SLC25A42
TRIM16
PRMT8
CAV3
TUB
H3C7
HBE1
TNFRSF8
FNDC8
CPLX3
GORASP1
HCG26
TM7SF3
FAM76A
LINC01482
ZFY
PCDHA6
INSL6
SPDYE2
BMP3
MAGEC3
MED31
PLXDC1
FGF8
CSTF3
CD8B
DNTT
FETUB
CD101
CRLF2
CAMTA1
GPRC5D
CST1
IGKV1-5
TLX3
POU5F1P3
MAGI1
PSG5
SLC26A3
C6orf120
RPS10P2
GUCA2B
PRSS3P1
CFAP70
PLXDC2
OAZ3
SLC17A1
RAG1
TRPC3
STK32B
KMT2D
MYL2
DNMT3L
GABRR1
RBMY2FP
PRAMEF12
ZNF23
MT1G
CLEC4M
HERC2P3
ZNF205
CHRND
ACVR2B
UPK1B
SPTLC3
ACR
REG1A
AQP2
LAT
BTBD18
MAGEA4
STX5
ASIC4
ZNF37A
TRHR
SPATA31C2
TRPV1
PIK3R2
POU4F1
SP3P
PSPC1
IFNA2
SLC1A7
GRM6
VNN3P
PLA2G2F
HTR7P1
RDH16
GFI1B
GPR17
C19orf73
CLSPN
GCM2
GDNF
TMA7
NPC1L1
BPIFA1
COX6CP1
UBE2NL
BRME1
ELOA-AS1
F2
KIR3DL3
CCL17
PTGER1
GHSR
POMC
HLA-DPA2
KCNA10
KCNG2
IL18BP
CPS1
BEST2
CELA3A
PCDHA3
HYDIN
SLC6A7
SLC66A1
OPRM1
MSX2
TESMIN
DNAH2
FABP2
DAB1
PKD2L1
ART1
PSPN
CST4
ENTPD2
CA5BP1
DNAH9
ITIH1
SSX1
TMSB4X
PPP4R4
TRBV21-1
CCR3
IL12B
ATP6V0C
MTX1
GP9
RPS11P1
BRD7P3
GABRA6
CHST5
CYP2C8
FGA
EPYC
BRDT
LYRM9
DUX1
PPP1R3D
PADI1
SYCP1
ACOXL
DNAH3
ABCA12
PIWIL2
FSCN3
CDKL5
TRAV16
ATP6V0A4
ANGPTL3
ADAM21
TMEM262
CALM1
H1-1
PSG9
FRRS1L
CDH17
GML
TAF7L
ZGPAT
TMED7
TAAR5
NEUROG2
WASHC2C
KLK5
ODAD2
SMR3A
VENTX
ATP2A1
RBM12
RNF186
DRD1
FCN2
CLCA1
SMIM2
BMP8B
MAGEB3
APOBEC3B
FRG1CP
SLC16A8
TBXT
CEACAM5
FBXO24
PTTG2
IMPG2
CFAP298
SCGB2A2
ASIP
GCNT4
HNF1A
PECAM1
HAND1
ANKS1B
VASH2
GJD2
GPR31
GBA1LP
LINC01565
TIGD6
SARM1
LIME1
OSM
KRTAP1-1
ZNF639
AKR1C4
PRKCE
GH2
BDKRB2
MAGEA10
AOC4P
SFTPB
TACR3
CCL1
DAZL
G6PC1
HTR2C
ANKRD36BP2
MRPL52
CYLC1
SLC38A3
FGL1
THAP9
PKLR
TNIP3
MRC1
PAPPA2
CCL7
NR5A1
CNGA3
IL9R
MAGEA1
KLRA1P
CDX2
COX7CP1
SSTR4
MYL3
GDF7
CNPY4
CYP11B1
ZNF160
NUTF2
FAM204A
TUBBP5
PCDHB8
TEC
ATP6V1B1
RPL18A
FOXE3
ALOX12B
ACTG1
BCO1
DMRT1
PAQR5
PLAC1
KSR1
MYO15A
PMCHL1
TADA2A
IGFALS
CEACAM4
ZNF137P
TRBV5-2
PAGR1
FAM118A
NOS1AP
TNP1
BPI
FGF17
AGXT
PAFAH1B2
DND1
ATP6V1G2
LONRF1
SLC13A4
SAA4
KLF1
C6orf15
F2RL2
BMP8A
CHRNB2
RBFADN
SFTPA2
SLC66A3
HAMP
BCKDHA
SAGE1
RANGRF
UBXN8
EXD3
MPP3
RNLS
ATF7
FFAR2
ZNF43
MC2R
PPY
POU5F1P4
H2BC17
CXCR1
TOR1AIP2
HUNK
LRRTM2
MRPS17
HMGB3P1
TTTY14
OR2S2
ARSL
RBMXL2
FER1L4
UBQLN3
SENP2
SAP25
CENPS
SNTG1
CHRNA9
RBM7
GCGR
CELA2B
ERCC6
ZSCAN26
STX18
GABRQ
GTF2H2B
LINC00260
SLC5A12
OPN1SW
CDH12
HAO1
ERV9-1
OR2F2
NOS2
SCNN1G
ICOS
DEFA4
HOXD13
OR2H2
PLAC4
C9
PTPRS
NEUROD4
PRR11
LIPF
SHANK1
FAM120C
DPPA4
CCZ1B
ZNF717
H2BC10
CHRNA4
MASP2
TRIM17
TAS2R10
CLEC1B
GDF5
ZNF573
MUC5AC
HSD3B1
MORN1
TRDV3
FABP3P2
VN1R1
KLK15
SLC38A4
BDKRB1
LILRA1
ERVH-4
RCVRN
BARX1
AIPL1
CTRB2
CRISP1
ZNF611
MEFV
AKAP4
APBA1
RAPGEF6
DSCR4
HTR3A
CEBPA-DT
ASCL2
NTN1
HSD3B2
ZNF257
HMHB1
ARHGEF38
BMP15
AHSG
POU2F3
SMIM10L1
HEXIM1
KCNQ3
LIPT1
TMEM30B
OR2W1
TMPRSS11D
PPP1R2C
CYP2A6
FKBP6
FBXW10B
FRMD1
SLC7A9
PRORY
IFNA5
XIST
TBL1Y
ADRA1B
HESX1
KIF26B
FAM224A
SPINT3
ZNRF4
DBH
TRMT5
SLCO1B3
MORC1
SLC17A7
OMP
CFTR
EMILIN2
PTGDR2
GNAT1
GUCY1B2
TRGV5
IGKV4-1
MYEF2
LENEP
SSX3
COQ8B
SHC2
MEPE
OTOR
GDF2
RPL27AP
GHRHR
TRAV9-2
ZNF85
SCN11A
IFNA21
CLXN
PLA2G2E
ESS2
ZNF514
ZNF407
SV2C
TRPC7
ANP32A-IT1
CXCR5
EDA2R
NUDT21
REG1CP
LECT2
KCNA4
PLA2G10
JRK
S100G
PLG
CCN6
CCL27
OPHN1
TUBAL3
DAO
RFPL1
STATH
SSTR3
MAP3K19
FSHB
CELP
PITPNM3
TMPRSS6
OR1F2P
FSHR
AURKC
ADAM3B
KRTAP5-8
PMCH
EMX1
L1TD1
ZNF345
ZNF493
CSHL1
CCL25
C1orf105
CHRM5
ADAM18
TFDP3
TDRD3
CCAR2
PCDHA2
SRD5A3
SIK2
RHEX
EPS8L3
LINC00302
DSPP
TESPA1
CUZD1
ATP12A
H2AC11
F13B
DLX4
GP1BA
ANGPTL8
SCUBE3
KIR2DS4
SLC30A4
PSG3
RPS11
CALCR
SPPL2B
KCNJ1
NEDD8
MPIG6B
PMS2P2
SDHAP1
MLNR
CLIC1P1
GTF2A1
VAX2
KDM5D
NHERF4
IGF2-AS
CDY1
IL2
NBPF1
COX20
MYH13
FCGR1BP
THPO
SARS2
MS4A5
LIM2
WRNIP1
TRPC5
OPRK1
ANXA13
TIMM10B
LPA
FTH1P5
LILRP2
B3GALT5
CER1
KRT85
TMPRSS5
CGA
CCDC71
OR2B2
S1PR2
C2orf83
NPAP1
KRT36
PGAM2
OR10H2
BTG4
LPAL2
FSCN2
MZT2B
CYP2W1
INSL5
ZNF205-AS1
DEF8
ATXN8OS
LTC4S
IGLVIVOR22-1
LIPC
JPH3
STRA6
MAT1A
OSBPL7
SLC22A8
HAP1
ERVH-6
GRK1
SYT12
WNT16
RBBP9
GNAT2
HAUS7
GUCY2C
KRT38
SKIL
GUCA2A
PIP
LCN1
SRY
OR1G1
BTNL2
EOLA1
TRAF3IP1
LY6G6D
MSMB
CA5A
IGLV4-60
MAGEA8
CHD2
DDC
C5AR2
ANKRD36B
CNGB1
LYPD1
ZCWPW2
TPTE
MUC8
CHRNB4
GYPE
C21orf62
GTF2I
KIR3DL1
LINC00939
CNTN6
BTNL8
HRH4
PBOV1
CALCB
ZNF8
ADAMTS12
PNLIP
GRIP1
CEP41
PRDM16
PNLIPRP1
LDHAL6B
NGB
ARFRP1
FTCD
CES3
OR10C1
PIMREG
KRT15
ERVK3-2
DSTNP2
RAB40AL
GMPPB
TCAP
RNF113A
FAM89B
RPP25
TCP11
MRPS11P1
CD207
BPY2
TEX11
SLC10A2
DMBT1
MYH7
HAVCR1
RNASE4
MC5R
GRIP2
CHST4
MAGEA12
TMPRSS15
NAT2
IGHV1-69
RAI1
APOB
CD70
SNN
KRT8P11
ABCG5
ATP8B1
CNTN5
MT1HL1
SFTPC
FASLG
SCRT1
SERPINA4
SSTR5
FOXL1
TRAV13-1
TSHR
SLC17A3
TGM5
MAPK4
PAX9
LDHC
BTN2A3P
FBXO17
IGKV1OR2-108
GATA1
RPS28
TRGV7
H4C2
XYLB
CPN2
LRRC37BP1
GRIN2B
CD38
MBL2
GNMT
NMBR
RPL39
RHPN1-AS1
MAGEC1
PPIL6
GK2
LTB4R2
AVPR1B
LTK
LINC00837
TNFSF18
TSSK2
LRRC3
FOXD3
SLC22A13
SHCBP1L
ADH7
DDX51
PRSS3P2
KLHL41
GCM1
COL11A1
BTG2-DT
LRIT1
ASB4
PAX1
GIPR
BBS1
TRPV5
TDRD1
SHBG
PDE12
PARD6B
KIR3DX1
SPATA6L
BPESC1
ZNF355P
ABL2
RC3H1
KCNE5
TAAR2
IL3
NCR2
ZNF507
AOC1
MYOD1
SRP19
APOA4
SLC39A2
NDUFB2-AS1
TSHB
IFNG
RXFP3
USP32P2
TAAR3P
IGLC1
ADGRG3
SENP5
FGG
HCG9
TFF2
RBM17
ZNF41
FOLH1
DRD4
ANP32D
HAO2
VPREB1
FZD8
TMEM19
FGF23
ALPP
CA7
HNF1B
LINC01587
ZNF81
CYP2A13
SLC6A4
PDX1
SLCO5A1
HNRNPUL2
MIA
CST8
GPR25
MOS
TMSB4Y
AMACR
DRP2
KLK8
HCG4B
TRIOBP
PRG2
SMG7-AS1
C7orf25
DCSTAMP
MRPS18C
TPM3
MEIS3P1
CST2
SCT
TRIL
RPL18P10
CCDC198
IL19
H1-5
OR3A1
SLC22A6
A4GNT
CD96
FGF4
ESPN
IL26
NMUR1
IBSP
NTS
CNGB3
ZPR1P1
EPN1
CYP4F8
FAAP24
MTTP
CXCL11
APOBEC1
DIAPH2-AS1
GRM8
CACNG5
GUSBP11
NDUFA2
CETN1
HCRTR2
GPR68
MTMR7
CLCA3P
USP53
NEFL
FAM135A
CA1
GJB4
H3C3
USH2A
ZNF322
LBX1
PCDHB13
LPO
AVIL
OR51E2
CYP2A7
HRG
ALX4
MYH6
ISL1
ANOS2P
CHRNG
AGRP
GSN-AS1
ZNF682
MMP8
SPIB
GALR1
UCP1
UMOD
MEP1B
QPCTL
MYO7B
OPRPN
CFAP68
LCT
GAS8-AS1
CLDN9
PA2G4P2
GCSH
FGF20
SLC18A1
FAM153A
LINC00328
C4orf19
TSPO2
PCDHGA9
MAGIX
DCAF7
SLC4A10
PCDHB1
NOX3
TLX1
ACTL7A
H3C1
TNNI1
CSAG3
GH1
ERN2
ZNF214
UBBP2
IGFLR1
OCM2
CCDC144A
KRT33A
IL12A
MBD5
SMIM14
GAST
INE1
F2RL3
CCNK
CD177
TNFRSF13B
ANGPT4
AMHR2
NDUFA7
SEMA3D
PRG3
DNASE2B
IFNA13
KIAA0408
SLC45A2
WNT2
NKX6-1
CYP3A7
AICDA
FBP2
PRB3
PMFBP1
CALCA
IGHG1
PMS2P5
ADAM20
ZPBP
LINC00563
ACTL8
AFF3
PROP1
ADGRD2
ASMT
FCAR
C8A
DMP1
MTHFR
XIAP
NPFFR1
ELL3
POLR2J4
EDN2
VRTN
GUSBP3
GCNT2
UGT2A3
OR7A17
PRND
CFHR2
TREH
BTF3P11
SUMO2
PNRC2
SCN10A
KCNC3
VCX2
FAM186A
IGH
TM4SF20
SLC22A1
H4C13
FGF16
ALPI
KRT81
H3C6
TRDN
GSTM1
RHD
TUBB1
AMELY
KCNA3
P2RX3
ST7L
ADCYAP1
SOX1
OR6A2
GLRA2
DEFA6
CD244
CYSLTR1
C22orf31
EREG
ADAM5
SLC5A4
PLA2G1B
SLC39A9
DCHS2
SLC2A4
OR2B6
KISS1
RPLP2P1
TECTA
SERPINB10
CYTL1
TEX15
NPFF
ERVMER34-1
RNF185-AS1
POLR2J3
MAFK
DEFA5
SPRR2C
GEMIN7
IKZF4
SERPINI2
H1-4
NKX2-8
RTL10
GPR15
DLEU2
SLC22A7
TUBA1C
OR7C1
PURG
PRAMEF11
RET
ALAS2
SPINK2
CCDC7
SH2D3C
GDF3
SPEF1
DDX4
OR7E24
PWWP2A
CFHR5
MYH3
FMO6P
CYP26A1
EFHC2
KIR2DL4
H2BC13
H2AC14
SEC14L4
SLC39A7
ADH6
VWA7
CATSPERZ
CPS1-IT1
RPS2P45
TRAV8-6
ONECUT1
HTR3B
IFNA6
ZNF213-AS1
PRL
TAF15
SLC7A2
TMEM92-AS1
IL9
FOLH1B
MYOG
DPEP3
H2AP
CD40LG
PPP2R2D
SERPINC1
ZNF358
TRMT9B
FCER2
PPAN
LINC01361
SYN3
SLCO1B1
PRKY
CHIT1
CCZ1
GALR3
CLC
SEMA7A
FIP1L1
TAOK1
CATSPERG
ELK2AP
PRSS1
PRR4
DOC2B
H4C6
HS3ST3B1
BAHCC1
PHOX2A
TEX13B
NEUROG1
HMBOX1
DRD5
VENTXP1
HBA2
CAPN9
H3C8
IHH
H4C1
CDHR5
SLC25A30
F11R
A1CF
NDUFS5
COLEC10
TNFSF11
IGLV3-25
CRX
PCDHGB5
LMAN1L
ZNF471
SLC6A3
EDDM3A
KIZ
ALK
ATP9B
MYH8
PINLYP
NRAP
CYP1A1
CABP2
AQP6
SERPINA6
THRB
ZNF587B
KRT8P12
SERPINA3
MPL
MOGAT2
WSCD2
PHAF1
PDC
FRMD8
LGALS13
TULP1
SYNGR4
TRPC4AP
APOBEC3F
PYHIN1
MRPL41
MCHR1
EMC10
AGTR2
SHOX
INHBE
CD5L
TCEAL1
ZIC4
LRRC37A2
KRT33B
ELP6
IFNA4
H2BC14
ZNF324B
CCDC33
TRPM8
TAS2R9
EPB41
OR10H1
HCRT
SPATA1
ENTPD5
TAS2R3
IGLJ3
PKDREJ
MAGOH2P
GSTT1
PDZK1
FGF22
PZP
GPA33
TFAP2B
MAGEC2
TAPT1
DLX6
SOX30
ALOX12P2
KCNK13
ZMYM6
YIF1B
LRAT
PNMA3
IQCH
SRSF11P1
IFNA17
RAB40A
CES1P1
KCNJ14
SNTG2
FAM106A
MAGEB2
NEUROG3
H2AC15
KANSL3
RORB
CSPG4P1Y
EFCAB6
GLP1R
STAB2
HAUS2
MROH9
REN
ALG9
HTR5A
KCNJ13
OBP2A
ALPG
DTX2P1-UPK3BP1-PMS2P11
TG
KIF13A
EXOSC1
SIGLEC5
GRIN2D
ULBP1
HTR6
GRM2
CT62
ATXN3L
