RPL35A
CHI3L1
ETFA
KLKB1
NAPG
UBE2W
PLCL2
DNAI2
CLSTN2
PLP1
NOTCH2
SLC28A3
DDIT3
NCF4
VLDLR
ZNF254
IL1RL2
RAB11FIP3
NMU
DLL3
BRD2
BRD1
SIN3B
HILPDA
CASQ2
TMCC2
FHOD3
RTRAF
NACA
YPEL1
STAG3
TUSC2
TP73
NDUFA9
GNB1
SIGLEC7
AKR1C1
PARPBP
MAP4K5
GABRP
SMAGP
RPS6KA4
RGS20
MAPK7
RBP1
ELOVL5
PPP3CB
CASP1
ATP1B2
RIOK3
FZD2
P4HB
PPP3CC
HMCES
RBM39
TRIP11
DUSP13B
ANKRD6
KBTBD11
CD226
CDC123
RCBTB1
ARHGAP22
FBXO28
PLK4
AKIP1
TFF3
SLC2A10
RAD54L2
FGD6
ARID4A
PTPN22
PRKCZ
GAR1
GOLGA8A
TSN
MUL1
COQ10B
PDSS1
IL10RA
ARPC5
SEPTIN9
BICRAL
IBTK
FGF5
TPP2
EMP2
GPHN
FOSL2
N6AMT1
MMP12
AP2A2
KDM1A
CDC27
PRKAR2B
RAD23B
ZBTB6
SH3GL1
CDC25C
ZNF428
CPOX
KMO
ACVR1B
HLA-DPA1
MFAP1
ZNF688
PYGB
FAM184A
S100PBP
FOXN1
HMGN2
PRELID3A
EXPH5
ZWINT
SMG5
CD3D
PPP4R1
JCAD
BRD4
TGFB2
PSMD6
PUM3
REEP4
CD164
PAMR1
DSCAM
IL1RN
AGR2
TRAPPC9
GLS2
CLEC3B
FSCN1
PPP2CB
RCAN2
C11orf24
KPNA1
CDCP1
PNMT
RASSF7
MOCS2
PHIP
NUDT18
INTS7
PLA2G4C
METTL13
CCN3
SOCS6
MIR124-1HG
NKG7
EIF6
MXD3
SLC43A1
PLA2R1
SEC62
FXR1
SIRT1
CEP104
FURIN
PAQR6
RBMS2
PCYT1A
MRPS11
SGCA
UBTD1
SYT5
ETV7
PLXND1
COL7A1
GLMN
DZIP3
TMEM151B
GTF2H4
NFIC
SEMA4G
AHNAK
PAXIP1
METTL3
ZNF468
TGFA
NMRK1
TM9SF4
SKI
CLN5
DOK5
RPL24
SNTA1
RPS2
PARD3
ARPC2
RPL31
DST
ALDH1A1
SCN1A
OSGEPL1
DOK3
LCK
POLR2H
ZNF652
KHNYN
B3GALT4
MTUS1
PPIH
COPS4
ASTN1
CYP4F12
IP6K2
NLE1
CNTRL
SECISBP2L
ZNF668
ACSS3
ETV3
HADHB
PTPN9
CXCL10
C3orf18
PCBP2
GDAP1
HSPA2
MRPL2
ELK3
LPXN
LY96
FUBP3
ASIC1
RNF2
BORCS6
GGA2
ABCC10
LOC283683
CA4
PSMC4
DDX41
PDGFRB
DCLK2
DEK
SLC36A1
XRCC5
TMEM185B
RUNDC3A
ADORA3
GPX3
YIPF2
NOL6
EML2
RPL13P5
PLPPR2
LY6E
MED24
UNC13B
PLAC8
PNMA8A
RAP2B
ASTE1
NARF
ADARB2
HNRNPL
NT5M
SLC14A1
SUV39H2
GATM
P3H1
NCAPG
JAM3
TSEN34
COMMD4
DHX9
PPP6R2
SAMM50
ADNP
LAT2
PRKCG
CDK2AP2
NAA50
CCDC177
LILRA3
EDC4
NBR2
MDH1
CA8
ISG15
ZNF277
TUBB3
AQR
EXOSC9
TPPP3
KLHL3
PON2
ATP10A
EIF1AX
NR2C1
SLIT2
NOC4L
ARHGAP35
BCL7A
NDE1
PRKCA
TAF9
DHX15
BRPF1
TOP2B
LMO3
FAN1
SSBP3
WDR4
ZNF84
ACAP1
NTF3
ANKRD12
BGN
MFAP3L
SLC25A22
ADAM8
CD247
NR1H3
GATA4
ACYP1
EIF2S2
HSPB8
PPP3R1
NEUROD6
CPLANE1
FAM50A
SEC23B
MON1B
IRF3
CYP2R1
MRTO4
RBM38
CDK20
RPP40
TNFRSF4
TLK1
DLX5
THSD7A
ANP32A
LAG3
PLEKHG3
BTN3A3
TMOD2
DENND5A
PRDM13
OR7E14P
APLP2
EOLA2
ABHD2
ZNF154
TSC2
NR0B2
CLTCL1
VWA5A
MED23
RPL13
MMUT
CCNC
MOB3B
CD63
LLGL1
FGFR1
GNL3
FBLN5
UBE4A
FOXN3
CASP6
NDUFB2
TAL1
MPDZ
EPHB6
DNPEP
CLIP3
PPP1CC
RNF144A
PRIM2
GDF15
ENTREP2
C8orf44
ZFR2
ABCD4
SPA17
NGDN
FRMD4A
AACS
MTMR1
PIGQ
C2CD3
PCOLCE2
COX7B
SOX17
NDUFA5
CLK4
CELSR3
SAP30L
NAIP
FLT4
TPT1
PGAP1
KIFC1
URB1
MMP14
LY6G5C
TRAPPC4
BAG5
EIF3A
IFT88
ACBD4
GNL3L
STN1
PRSS3
RHBG
N4BP2L1
MT1M
TIGAR
FGD2
GRIK5
CACNB4
LMO1
HOXD10
RPS14
CYP4F11
CD27
HLA-E
OGFOD2
ARID3B
ARHGEF17
TCF7L1
GLE1
TOX4
GLTP
IFIT5
ADAMTSL4
UQCRH
CCT4
ASB13
ROGDI
ZNF592
PDS5B
SLITRK2
CSNK1G1
ZNF512B
MMACHC
DNAI7
EMID1
PRDM10
WDR47
CHTOP
XPNPEP3
AP1AR
EXOC2
SDC2
TNFAIP1
PTGES
ELL2
RPL37
DPM2
COA1
CEACAM1
CUL9
BRIP1
BRINP2
SLC29A3
SSB
IL17RC
LIMA1
CNTN2
CDC14B
NINJ1
SETDB1
ATP5MC3
SENP7
BCL2L1
STMN4
IVD
MMP9
DICER1
MAZ
GMPPA
ZNF143
GDF10
HECTD3
PDHB
CD59
TMEM14A
HAND2
THAP1
RHBDF2
AATK
CLASRP
ADAP1
SMPD2
TUT4
HELLS
EIF2S3
DPM1
RASGRP1
CELF3
OSBP2
PACSIN2
ARFGAP3
IFT22
TARS1
KAZN
ANKRD27
GPR19
C3orf52
GRM1
PAOX
DGKG
SUPT7L
RUVBL2
IMPDH1
PRDX2
CBLC
RAB1A
UTP6
LAX1
HSPA5
GCH1
CSDC2
ZNF219
STT3A
TCIM
ERG28
PIGV
LINC00472
ANXA5
CHKA
LMNB1
GFPT2
TREM1
ELMO2
SLC2A4RG
FHIP2B
PHB1
LMBRD1
ZCCHC4
AGAP2
C1orf216
DHX8
FAM162A
PRPF4B
BRSK2
MTF1
SCN2B
PEF1
ENGASE
TIMM13
CDC73
ZSCAN32
KPNB1
FLVCR2
YTHDC2
HYI
PIAS3
RAB20
SDR39U1
TMEM165
POLD2
SNRNP70
MOSPD3
WDR11
SLC24A2
EHBP1
CORO1C
NFKB1
GSK3B
ATP10B
TSPYL2
MSMO1
AURKAIP1
STAB1
EML1
CKAP2
KCNK2
NFYB
CDC37
COTL1
TMEM259
TMOD3
MC4R
RAD54L
PIKFYVE
GPM6B
SGK1
GSTT2
TMEM121
UCK2
PLOD1
CHCHD3
ACOT8
SLC8A1
NPRL3
DESI1
GNAI3
PLTP
MXRA7
DPY19L1
POLQ
HNRNPC
ACTR1B
CTSS
ARPC3
CDS2
TAF12
PPP2R2A
FNDC3A
GIMAP5
RNF5
WWC1
PHC2
OARD1
STAT6
NIBAN1
ITGB7
SLC27A5
IRF9
HCFC2
CAVIN2
EDNRB
SPRY4
DUS2
STARD5
CD8A
PPIP5K1
PPP2R3B
IMPDH2
TSR3
ALG13
LDB3
RAB4B
APOO
NDUFS3
HPF1
LY86
SPCS1
TAGLN
AQP1
ENAH
PTMA
ZNF335
WLS
PDPK1
SST
SLC29A2
ARHGDIB
MLLT3
DTX4
ORC4
PIGH
VPS52
DCTN5
VPS8
ANGPTL2
UBP1
JMJD4
ACAA2
SLC41A3
SEPTIN2
MFSD13A
STK16
AHR
COL21A1
RXRG
GTPBP3
VPS13B
IFT81
DIMT1
NHLRC2
MATCAP2
ID3
ZNF44
HBP1
ARL6IP4
HLA-DMB
ELK4
PAQR4
TLR1
PITPNM1
HGH1
THTPA
PRELID3B
RWDD2B
HSD17B12
MPP1
CD93
SNX17
INVS
LEPROT
MPC1
GPX2
GOLGA1
SRP54
TARS2
SUCLG2
EBAG9
SP4
TNFRSF17
RANBP6
RASA4
SHARPIN
KCNC4
RNFT2
ST13
SUSD5
PFAS
DDX43
TGM1
SNAI1
SGPP1
WBP2
DHX58
HNRNPF
CILK1
MRPL46
RCAN3
S100A10
SPSB1
LMTK2
HIPK1
H1-10
SFT2D2
OLFML2A
BRD9
SERINC3
HIVEP1
TAGLN2
RHBDL1
CWF19L1
UBA2
CBL
DDX3Y
MGAT4A
ADAMTSL3
LYPD3
NT5DC3
HNRNPH3
KIF2A
SOX5
SNRPB
MEIS2
ZNF500
LAPTM5
FRZB
WWOX
RIPK1
TMOD1
COL9A3
TP53I3
KLHDC3
BMP2
MRPL11
P3H4
TBX5
SARS1
CLUL1
RING1
CLDN15
VDAC2
MYH9
RHOH
AAGAB
IFNGR2
CRYZL1
FLT3LG
ARHGEF28
CDKAL1
PARP6
GCNT3
URB2
ERMAP
USP49
TBL2
CCPG1
SNRPE
BRCA2
RREB1
GAGE1
ASF1A
FTL
HOXC4
RBM15
BLNK
SS18L2
CD47
YIPF6
DDOST
DUSP8
B4GALT1
SLC25A36
CRHBP
PLCG2
OSBPL2
SEMA3B
FAM234B
TBX3
CSF1
CDK16
HLA-DPB1
PDE6D
SNRPA
ZNF408
NUP50
UBAP2L
LYVE1
HOXA11
KCNC1
NUP62CL
GLT8D1
EXOSC5
RPL17
PFDN2
NAB1
FGF13
CDON
STUM
PPFIA4
PANX1
LILRB4
GEM
CEP55
IL11RA
HS6ST1
CLEC2B
SCPEP1
ZBTB43
CCS
SCEL
PLEKHA6
FES
RPS17
PDGFRL
ADCY8
STK39
ZC3H4
FAM174C
DHRS12
RBM12B
LIAS
GFRA2
C1orf54
CBFB
DSG3
THAP10
NXF3
NPTN
RPS6KA3
INPP5D
AJAP1
MAU2
HDGF
PEX12
GRIA1
ZNF112
HSPH1
SFPQ
NAPA
MRPL3
MOGS
STIL
PPP1R3C
CLN6
TRPM3
BIK
NCAN
NIPSNAP2
HNRNPDL
PRMT7
SH3TC2
PDE4B
VPS13D
RPS19
SP100
RALGPS2
SOX3
FLI1
DIP2A
MT1F
CHCHD7
LAMP5
GAS2
ZNF330
CTSA
LOC730101
EIF2D
SH3TC1
YIF1A
STK19
ATP5F1D
SURF2
SPTBN1
ZC2HC1C
GRP
TPPP
VIP
ATP5PF
SUN1
SNAP29
NAGLU
PPP1R16B
PKMYT1
VPS39
EXOSC2
CCN1
FBXO46
FZD10
GPX7
ZWILCH
TENM3
BCL2L13
SMARCAL1
PKI55
CLIP2
ZNF302
TRIM25
NUP54
HSF1
LTBP1
NUP188
ENTREP3
LSM14B
PITPNA
TPK1
CYLD
SMUG1
TTPAL
KDM8
ARL4A
SLC33A1
ARC
DCAF8
CKLF
MEF2D
GFER
HSPB3
PARK7
HBEGF
HINT1
LIMK1
MSR1
VPS4A
ORC5
CUBN
MYRF
KYNU
VHL
CSTB
PRC1
RSPH14
PELI2
UPF1
OSBP
MICAL1
TIMP1
CUEDC2
MED9
CACNA2D2
PTDSS1
TLR5
VCPIP1
ITGA8
CNIH4
COMT
MED21
IFI44L
TNMD
KLHL25
CCDC81
CARD10
CD83
LRRN3
KIF18B
DERL1
SNAPC2
DCTPP1
SLC9A7
ITPKC
RBBP8
SCML1
PTPRZ1
LARS2
PIM1
HDAC11
BTN3A1
FRMPD1
ASH2L
PIGF
TNFAIP8
ISOC2
KIF17
AKR1C2
GNG5
TNXB
DENND4C
EXOC3
HIRA
NCL
SRPX2
MTSS1
POLR2C
NUMB
ANO2
GMPR
HSPBP1
PRR14
BIRC3
CABYR
SPHK1
ANXA2
PPP4R2
TMEM255A
ACKR4
EFHD1
CERS6
ITIH3
BMP7
GDAP2
PTK7
SMC5
CDC42EP2
HTRA2
KIF3A
MCCC1
MMP17
C1QBP
MED16
NEU3
TDRKH
KRT5
TRMT61A
SKAP1
GEMIN6
LRRC40
P2RX7
PFKP
TSPYL4
GOLIM4
MYO1E
AEN
KIF18A
HERC2
HMGN5
NEK9
TLR6
OIP5
CDC42EP1
IL21R
DNAJC7
TXK
EYA3
SULT4A1
COMMD8
UBA52
NLGN4Y
CDC40
PMEPA1
DSN1
ING4
CAMK2B
DNAAF1
ZZZ3
PTER
NCF2
GATA6
SRSF7
KRT31
PLEKHO1
EVC
MCAT
TTF1
VARS1
SNX3
RIPK4
ATXN7L3B
SOX9
NSD2
ZNF391
EIF3F
RBM25
RPUSD2
NECAB2
MRPS22
HSPB6
CDIP1
PGGT1B
STAR
WDR26
ENTPD3
ZNF324
METTL1
SLC37A1
PTPN2
TYROBP
SLC66A2
DDX21
SLAMF7
ANAPC15
TRMT11
C6orf62
SIPA1L1
FRG1
MAP3K5
KCNV1
PSMB4
PTX3
COQ7
ICE2
COL3A1
SVEP1
ARHGEF3
TIMM44
TPD52L1
ZNF236
AHDC1
AMD1
ECE1
ENTR1
RBFOX1
DEPTOR
CBLN1
LRP6
CHP2
IFFO1
TLE4
ZCCHC14
SYT17
TYMP
NSUN5P1
RAB5C
FBXO9
CIAO2B
NECAP2
ITM2B
IFI6
HPSE2
LIN7A
LTB4R
ATP7B
MYT1
SOCS7
RGP1
ALPL
CACNA1I
HTT
TRIM33
BBS9
FBXL4
PRDX4
ARL8B
IL1RL1
LCN2
HOXA4
CEP170B
PSMB3
MYOT
SLIT3
C14orf93
TASOR
BSPRY
ZNF165
FLOT1
HIC1
PLAA
CRH
SAP30
SULF1
MEGF8
MRPS31
RALGAPA1
HPCAL4
KCND3
MRPS18A
GGA3
DENR
POLD3
ATIC
EIF3G
H2BC9
FADS2
FUT9
SPHK2
MFAP2
PLXNC1
SPARCL1
AIP
MVB12B
TRAT1
EXTL2
SOSTDC1
UBA7
ARMC7
FUBP1
NCAPD3
MZF1
NDUFA4L2
NTAQ1
MTHFS
MOSPD1
NAGPA
INSIG2
PCDH8
GPRC5B
CNPY2
CENPQ
POSTN
ANPEP
GPR85
RINT1
GOLGA2P5
GNA12
SP140L
SDHA
DAD1
CCNE1
SCAP
HSP90AA1
IMMT
ATP5F1B
INTS12
FXYD5
KIAA0232
ATG4B
NEMF
ARHGEF5
MED20
TSPAN2
ADCY1
GOLM1
VKORC1
CENPU
CDH19
SLC35D1
PORCN
TRIM45
STX16
SCAMP2
SCN7A
SLC12A7
RPAP1
IL7R
KIAA0319L
PTPN14
PIAS1
ALOX15B
PART1
KLHDC8A
TNFRSF1B
RPGRIP1L
FTSJ1
METTL25B
MERTK
SETD1A
XPC
NUBPL
SLC25A12
ARHGAP24
ACTR3
PRPF40A
MAPK8IP2
FN1
TPMT
SLC25A37
C1GALT1
TMEM231
KCNMB3
ADAM15
ECHDC3
UAP1L1
MRPL17
DIDO1
LMF1
CTDSPL
ELF3
PDIA2
UPB1
SH3BGRL
SCG5
ATOSB
MRPL23
ADGRA3
SMCO4
FBXL5
PVR
ZNF146
XAB2
TM2D1
DPYSL4
MFSD6
SLC35E1
DNAJB12
RETSAT
SELL
ALDH2
TLR7
GJC2
ARMC6
STRA13
CD46
SLC6A2
CTRL
AGO4
USP27X
BBLN
SLC25A32
ECM1
MYO1D
ALPK3
SIAH2
SOCS5
HSP90B1
EDN3
CDKL1
THOC6
SMAD9
RGS17
CLIC2
STX3
PCSK1N
GRK2
IFIT1
CENPA
PEX7
AGK
ABHD17B
RPRD1A
SH2D4A
PIDD1
RSL1D1
RB1CC1
RNF43
CCDC170
STX11
NOC3L
MALL
PARP11
SP3
TOR3A
KRT8
INTS15
TSPAN15
EIF2AK3
PSD3
IER2
FANCG
ZNF222
C2orf49
CACNA1G
ZNF22
GNE
KRT6A
NACAD
STRAP
RERE
SPON2
SPAG1
ZDHHC4
KLF10
BCL7C
SEC14L1
TCF12
C21orf91
FLAD1
PRR36
RAB36
PDE3B
CDH13
RPS6KA2
CIC
CEP70
FKBPL
CXADR
VPS54
TACC1
ANAPC10
EVA1B
PRNP
RBM19
KLF9
DYNLT1
ALKBH1
SERPINA5
PPP2R3A
VDR
CCND2
SLC14A2
PIK3IP1
ZNF225
HUWE1
ATG13
ZNHIT6
PFN1
S1PR4
RHBDD3
CEP85
ELF5
FMO2
INCENP
NDFIP1
MPPED2
SLC16A3
FBRS
EFEMP2
TRAK1
SEMA6C
QRICH1
PAK1IP1
SH3GLB1
NDUFB7
IL7
GABRG3
TNN
EDNRA
BMI1
GOLGA2
DYNLL1
C1orf174
SNED1
FLRT1
PVT1
TMEM74B
VAMP8
HIKESHI
PDZD8
ADA
POLR2G
BTF3
ATP7A
MYL5
CEP135
RHBDF1
PLBD1
ZNF638
NBAS
NDUFA1
CXCR2
EPS15L1
H2AC25
SLC2A3
BACH1
SOX10
S100A14
SH3GLB2
CPA4
ALDH8A1
DES
HPS1
C4BPA
HPS5
CRISPLD2
NHLH2
HBQ1
ITPR1
HEBP2
DEGS1
TOM1L2
LRRC23
WRAP73
HOMER3
IL1RAPL1
C5AR1
PANK4
HHAT
EEIG1
H6PD
CCNL1
SNIP1
PDZRN3
KLK1
PTPN18
UQCR11
CPEB3
IRAK4
FYB1
TNFRSF12A
ASPM
JADE3
CTBP2
MYLIP
METTL18
PSMB6
RASGRP3
HIRIP3
ZCWPW1
DUSP12
ALOXE3
SLC25A3
RDH11
POLR2J
TMPRSS3
ABCG4
SEMA4C
CDK5RAP3
PIERCE1
ELAVL4
MSH3
TNFRSF14
PPIEL
MAF
TNFSF14
CERT1
USP46
RFC3
PHC1
SRRM2
RPS23
TPX2
KCND2
LAMP1
PNPLA2
RNF125
BICC1
TAB2
BMP1
ETNK1
NAP1L2
VSTM4
DPF1
SETD1B
VPS4B
BBOX1
TBRG4
TRIT1
SSR1
NOP53
SLC7A5
EXOSC7
ARL15
FOCAD
ZNF248
CSNK1D
CARS1
TIMM23
WDR74
LTB
RNF130
TFCP2L1
SUPT3H
SNCAIP
NR5A2
WDR76
DIRAS3
ARGLU1
TST
AKIRIN1
TNNT2
TLE5
SCAF11
SCAMP1
ALDH3B1
RPS3
SOX13
TOM1
WDR55
PMP22
SLC39A4
SLAMF8
MGMT
SLC25A20
PDK2
ZNF394
AGTPBP1
TRPC4
ZNF442
AGPS
DGKQ
DSP
RNF41
DYNC1H1
XPOT
CBFA2T3
ROR1
PNPLA3
MIR9-1HG
RAB23
SGPL1
NDC1
COL6A1
AMOT
ZNHIT1
BCAT1
ARHGAP10
GADD45GIP1
GYPC
EMC3
PLPP2
NAALAD2
TMPRSS4
TCEAL2
TMED2
ZNF669
IFIT2
ID4
SEPTIN11
TMF1
CAMSAP1
MCM10
KHDRBS3
CDH10
AQP7
APOL3
GTF2F2
CCDC88A
SEC13
COLGALT1
GPR63
TRIM24
UTP18
ATP13A2
LMO4
CRMP1
PNO1
C2orf72
ARL5A
REEP2
RELA
ADAMDEC1
EVI5
FAM171A1
SYNE3
MZB1
GRTP1
TRIM46
FRMPD4
KCNB1
LRP1B
RAD17
ACKR1
BAIAP3
THRA
KCNQ1
GGT5
KRT9
SERPINB2
CUL3
KCNJ2
TIMP4
CD6
ANKRD1
CNP
GABRG2
GTF2H1
CELSR1
TERF2
COX6C
CLUAP1
COA3
ZNF667
TEAD1
BIN2
FCGBP
ANXA2P2
NINL
CYP2E1
NCR3
PSME3IP1
SLC11A1
PIGR
PTPRT
SHROOM2
SLC30A9
TERF1
LRRC15
KHK
GLRX5
MAP1S
GSDME
ERGIC2
ZNF271P
RPP14
PIK3R1
NEDD9
CTLA4
MUS81
NAMPT
SLC25A17
MAPK8IP1
GPR132
ATP13A3
ST14
GCAT
DCUN1D1
OSBPL9
NFIX
PITRM1
B3GALNT1
TRIAP1
ACOX1
TUBA1B
SOCS1
SNCB
POU2AF1
CBX3
PER1
TMEM106C
YBX1
RPS8
N4BP2L2
NRSN2
CD1A
TNFSF15
TKFC
ASGR1
GZMK
PLCE1
TUBA8
CDH8
PRKAB1
EMILIN1
CCNJL
SPAG16
ENPP1
CD2BP2
BBOF1
OLA1
DCAF10
PBX1
CDKL3
MIOS
SEMA6B
PEA15
RAB5IF
CALY
EBF2
KIF1B
WNT5A
SPOUT1
DIAPH2
SLC12A6
SERPINB13
WASL
CHD1L
CNOT3
RASL11B
MEOX1
DNAJC28
FOXK2
CYP7B1
H1-0
NSD1
ANXA1
HECTD4
CYP11A1
LAMTOR2
BTD
MPI
MRNIP
STX17
ARL1
MAP1LC3B
IKZF2
RAB35
MLXIPL
TMLHE
GTF3C1
JAK1
DGKA
MUM1
CCL18
THYN1
LRRC8D
EIF4H
LCMT2
CSTF2T
PCSK5
SNX16
IL13RA2
PHTF1
POGZ
SIRT4
TRNAU1AP
POM121L9P
LRP5L
NEFM
CDIPT
SLC25A6
DNAJC13
CHI3L2
C1QTNF1
UBE2D1
EMSY
RIN2
SNRPD2
DKK2
STAT5A
ZBTB7A
PLCL1
HLX
TRIM21
ZNF423
UVRAG
ADH1C
DLK2
PIEZO2
REST
EPHX1
NCKAP1L
ADAMTS5
FLOT2
YBX3
ATP5MF
TOLLIP
GSTM3
RFXAP
IKZF5
MCRS1
GPD2
CA5B
SUPT4H1
AFG3L2
NXT1
SOX12
TESK2
MARCHF2
MICU2
DDX11
TRIM14
ICA1
TAF6L
GPD1
CPPED1
MTCH1
SND1
CTNNA2
TK2
RUFY1
TRA2A
CHMP7
PLD1
RAP2A
DNASE2
ARHGEF11
PPP2R2B
GMEB2
GTPBP4
POLR2D
MTDH
NAB2
THUMPD1
PTGES3
ARID5A
TMEM43
FARP1
AQP9
MYOM2
STK38L
GZMH
GPR135
PAPSS2
LGR4
BMERB1
CALML5
KDM4B
SNX1
ADCK2
CEP72
P2RY2
SPIDR
TXNRD3
PLEKHA2
DMTN
ATP5PB
TOGARAM1
SCAMP3
NCS1
B3GAT1
MBD4
IQSEC3
SAP30BP
ACTN3
IRF2
AIFM1
TEX261
SLC35A2
ZCCHC2
CTSC
NECTIN3
RPS3A
DCTN3
ROCK2
LY9
PDZD7
ZFP36L1
MLX
GTDC1
DLGAP1
ARFGEF2
CD79B
LRIG2
PALM
ALDH6A1
RNF44
NOP10
IRS2
SAMD4A
RPL10A
ARHGEF10L
COX6A1
C5orf15
CCDC102B
BFSP1
ARHGEF6
CACNG4
CXCR6
IL1R1
PGLYRP4
RETREG1
ACSM5
HEATR6
IZUMO4
SEC63
KLRB1
SYF2
STK26
CKAP5
H2BC11
U2AF1
KCNAB2
CLCN7
DSC3
NIN
PLIN1
GLB1L
POLR3K
TNFRSF11B
RAD51
PAPOLG
MAEA
STAC
PLPP3
CTF1
AAAS
CDC14A
SRRD
ADK
FCGR3B
COMMD9
LEPROTL1
GPR183
LIMK2
STAT2
CCR4
RGS4
EXTL3
PYGO1
DHRS11
SETBP1
SH3GL3
IRAK1
U2AF2
CITED1
ADM2
C1R
STK11
CAMK1D
HOXB9
SGCE
ARID3A
OPN3
RRP7A
CYREN
TSPYL5
NAT10
SMARCE1
SSRP1
POLG
HOXB5
PDE1C
OCEL1
TSPAN5
UBE2S
PDE9A
IFT27
CERS2
FAF2
SCAND2P
SETX
DAP
CD200
E2F8
ZNF518A
PRSS12
ATRNL1
GNAQ
TMEM184C
KPTN
PCNT
ZFP36L2
PALLD
BICRA
HADHA
PLEKHM2
RAB26
LTBP3
USP8
GEMIN4
SPG11
MOXD1
ZNF175
ATP5ME
TTC23
IGSF6
TAF1C
ARHGDIA
GNPTAB
TYW1
CSPG4
CDK18
MRS2
KANSL1L
SLC4A8
ECM2
FOXF1
IPO5
DHODH
MRE11
CA2
AOC3
NDUFB8
CTNNBIP1
OR10H3
ARHGAP4
PEX11B
ETNK2
ZSCAN31
MYOM1
NDUFAF1
RC3H2
EEF1A1
THOC2
TWIST1
MAN1B1
VRK1
IL11
DENND3
CBFA2T2
PTPRG
RAB27B
DCTN6
ALOX5AP
PRDM2
SLC52A2
PSG2
ELF4
CMTM6
NUP205
RMC1
SCML2
MCF2
MED28
RTL8C
AK5
CSRP2
CACNA1A
IMPACT
CYFIP1
OXSM
LTF
SIGMAR1
DAZAP2
SLC3A2
EVPL
CLU
NOL11
TBCE
RABL3
BLK
LHX2
SEMA5A
B4GALT6
STARD7
IL18RAP
SIGLEC1
CUL5
CCDC25
HNRNPH1
ATF7IP
UBL5
SFXN1
SRCAP
PCDH17
SFMBT1
ZBED2
UBE2D2
NPL
FOXD2
GALK2
MYO5A
OXTR
PON3
GRAP2
ENTREP1
BMP5
CDYL
SLC4A4
P2RX1
GOLGA5
GIGYF2
CAMKV
ASF1B
USP10
CSNK1G2
NPIPB3
DHX34
RBL1
ESM1
MMADHC
RARRES1
BATF
POLE3
UBE2B
NFAT5
MKLN1
TSPAN9
DCN
ETV5
DMD
ERLIN2
PRSS22
ALDH18A1
PRPS1
ATRN
NKX3-1
SLC46A3
LRRK1
PHF11
CPSF1
SMARCD1
ATXN7
MLH3
FRAT1
RAPGEFL1
CILP
SMG1
DDT
FCN3
SBSPON
AVEN
ZMAT3
ARVCF
RPS12
CDKN2C
TTLL4
XYLT2
CEP63
ZNF264
RRN3
ZNF134
SLC35D2
MYOZ2
EPB41L1
RSAD2
PIGK
CHST1
PPWD1
DVL1
MECR
ACO2
PRRC1
FMR1
PUM1
SNX24
HAUS3
THUMPD2
CORT
BCL10
PFKFB4
PRPF39
SRGN
FZD6
RAPGEF2
ODF2
HIBCH
NHEJ1
GNG12
IER5
CHST3
AIF1
SCMH1
CFAP20
GJA5
HIGD2A
CD55
AIRIM
GAN
ZHX2
DOCK2
PAPOLA
APOOL
LAPTM4A
DDAH1
